country_id,country_name,admin_level_1_id,admin_level_1_name,admin_level_2_id,admin_level_2_name,admin_level_3_count
CT_BLZ,Belize,ADM1_BLZ_BELIZE,Belize,,,37
CT_BLZ,Belize,ADM1_BLZ_CAYO,Cayo,,,47
CT_BLZ,Belize,ADM1_BLZ_COROZAL,Corozal,,,31
CT_BLZ,Belize,ADM1_BLZ_ORANGE_WALK,Orange Walk,,,37
CT_BLZ,Belize,ADM1_BLZ_STANN_CREEK,Stann Creek,,,30
CT_BLZ,Belize,ADM1_BLZ_TOLEDO,Toledo,,,63
