admin_level_3_id,admin_level_3_name,admin_level_2_id,admin_level_1_id,country_id
ADM3_BRB_SAINT_MICHAEL_ROUEN,Rouen,,ADM1_BRB_SAINT_MICHAEL,CT_BRB
ADM3_BRB_SAINT_MICHAEL_SPRING_GARDEN,Spring Garden,,ADM1_BRB_SAINT_MICHAEL,CT_BRB
ADM3_BRB_SAINT_MICHAEL_ST_BARNABAS,St Barnabas,,ADM1_BRB_SAINT_MICHAEL,CT_BRB
ADM3_BRB_SAINT_MICHAEL_STATION_HILL,Station Hill,,ADM1_BRB_SAINT_MICHAEL,CT_BRB
ADM3_BRB_SAINT_MICHAEL_TWO_MILE_HILL,Two Mile Hill,,ADM1_BRB_SAINT_MICHAEL,CT_BRB
ADM3_BRB_SAINT_MICHAEL_UPTON,Upton,,ADM1_BRB_SAINT_MICHAEL,CT_BRB
ADM3_BRB_SAINT_MICHAEL_WANSTEAD,Wanstead,,ADM1_BRB_SAINT_MICHAEL,CT_BRB
ADM3_BRB_SAINT_MICHAEL_WARRENS,Warrens,,ADM1_BRB_SAINT_MICHAEL,CT_BRB
ADM3_BRB_SAINT_MICHAEL_WATERFORD,Waterford,,ADM1_BRB_SAINT_MICHAEL,CT_BRB
ADM3_BRB_SAINT_MICHAEL_WEYMOUTH,Weymouth,,ADM1_BRB_SAINT_MICHAEL,CT_BRB
ADM3_BRB_SAINT_MICHAEL_WHITEHALL,Whitehall,,ADM1_BRB_SAINT_MICHAEL,CT_BRB
ADM3_BRB_SAINT_MICHAEL_WILDEY,Wildey,,ADM1_BRB_SAINT_MICHAEL,CT_BRB
ADM3_BRB_SAINT_PETER_ALLEYNEDALE,Alleynedale,,ADM1_BRB_SAINT_PETER,CT_BRB
ADM3_BRB_SAINT_PETER_ASHBURTON_GROVE,Ashburton Grove,,ADM1_BRB_SAINT_PETER,CT_BRB
ADM3_BRB_SAINT_PETER_ASHTON_HALL,Ashton Hall,,ADM1_BRB_SAINT_PETER,CT_BRB
ADM3_BRB_SAINT_PETER_BAKERS,Bakers,,ADM1_BRB_SAINT_PETER,CT_BRB
ADM3_BRB_SAINT_PETER_BATTLEYS,Battleys,,ADM1_BRB_SAINT_PETER,CT_BRB
ADM3_BRB_SAINT_PETER_BLACK_BESS,Black Bess,,ADM1_BRB_SAINT_PETER,CT_BRB
ADM3_BRB_SAINT_PETER_BOSCOBELLE,Boscobelle,,ADM1_BRB_SAINT_PETER,CT_BRB
ADM3_BRB_SAINT_PETER_CASTLE,Castle,,ADM1_BRB_SAINT_PETER,CT_BRB
ADM3_BRB_SAINT_PETER_DATE_TREE_HILL,Date Tree Hill,,ADM1_BRB_SAINT_PETER,CT_BRB
ADM3_BRB_SAINT_PETER_DIAMOND_CORNER,Diamond Corner,,ADM1_BRB_SAINT_PETER,CT_BRB
ADM3_BRB_SAINT_PETER_FARLEY_HILL,Farley Hill,,ADM1_BRB_SAINT_PETER,CT_BRB
ADM3_BRB_SAINT_PETER_FOURHILL,Fourhill,,ADM1_BRB_SAINT_PETER,CT_BRB
ADM3_BRB_SAINT_PETER_FRENCH_VILLAGE,French Village,,ADM1_BRB_SAINT_PETER,CT_BRB
ADM3_BRB_SAINT_PETER_GAYS,Gays,,ADM1_BRB_SAINT_PETER,CT_BRB
ADM3_BRB_SAINT_PETER_GIBBES,Gibbes,,ADM1_BRB_SAINT_PETER,CT_BRB
ADM3_BRB_SAINT_PETER_HAYMANS,Haymans,,ADM1_BRB_SAINT_PETER,CT_BRB
ADM3_BRB_SAINT_PETER_INDIAN_GROUND,Indian Ground,,ADM1_BRB_SAINT_PETER,CT_BRB
ADM3_BRB_SAINT_PETER_MANGROVE_TERRACE,Mangrove Terrace,,ADM1_BRB_SAINT_PETER,CT_BRB
ADM3_BRB_SAINT_PETER_MILE_AND_A_QUARTER,Mile and a Quarter,,ADM1_BRB_SAINT_PETER,CT_BRB
ADM3_BRB_SAINT_PETER_MULLINS_TERRACE,Mullins Terrace,,ADM1_BRB_SAINT_PETER,CT_BRB
ADM3_BRB_SAINT_PETER_PORTLAND,Portland,,ADM1_BRB_SAINT_PETER,CT_BRB
ADM3_BRB_SAINT_PETER_RETREAT,Retreat,,ADM1_BRB_SAINT_PETER,CT_BRB
ADM3_BRB_SAINT_PETER_ROAD_VIEW,Road View,,ADM1_BRB_SAINT_PETER,CT_BRB
ADM3_BRB_SAINT_PETER_ROCK_HALL,Rock Hall,,ADM1_BRB_SAINT_PETER,CT_BRB
ADM3_BRB_SAINT_PETER_ROSE_HILL,Rose Hill,,ADM1_BRB_SAINT_PETER,CT_BRB
ADM3_BRB_SAINT_PETER_SIX_MENS,Six Mens,,ADM1_BRB_SAINT_PETER,CT_BRB
ADM3_BRB_SAINT_PETER_SPEIGHTSTOWN,Speightstown,,ADM1_BRB_SAINT_PETER,CT_BRB
ADM3_BRB_SAINT_PETER_SUNBURY,Sunbury,,ADM1_BRB_SAINT_PETER,CT_BRB
ADM3_BRB_SAINT_PETER_THE_BALTIC,The Baltic,,ADM1_BRB_SAINT_PETER,CT_BRB
ADM3_BRB_SAINT_PETER_THE_RISK,The Risk,,ADM1_BRB_SAINT_PETER,CT_BRB
ADM3_BRB_SAINT_PETER_THE_ROCK,The Rock,,ADM1_BRB_SAINT_PETER,CT_BRB
ADM3_BRB_SAINT_PETER_THE_WHIM,The Whim,,ADM1_BRB_SAINT_PETER,CT_BRB
ADM3_BRB_SAINT_PHILIP_BAYFIELD,Bayfield,,ADM1_BRB_SAINT_PHILIP,CT_BRB
ADM3_BRB_SAINT_PHILIP_BAYLEYS,Bayleys,,ADM1_BRB_SAINT_PHILIP,CT_BRB
ADM3_BRB_SAINT_PHILIP_BELAIR,Belair,,ADM1_BRB_SAINT_PHILIP,CT_BRB
ADM3_BRB_SAINT_PHILIP_BENTLEYS,Bentleys,,ADM1_BRB_SAINT_PHILIP,CT_BRB
ADM3_BRB_SAINT_PHILIP_BLADES,Blades,,ADM1_BRB_SAINT_PHILIP,CT_BRB
ADM3_BRB_SAINT_PHILIP_BLADES_HILL,Blades Hill,,ADM1_BRB_SAINT_PHILIP,CT_BRB
ADM3_BRB_SAINT_PHILIP_BRERETON,Brereton,,ADM1_BRB_SAINT_PHILIP,CT_BRB
ADM3_BRB_SAINT_PHILIP_BUSHY_PARK,Bushy Park,,ADM1_BRB_SAINT_PHILIP,CT_BRB
ADM3_BRB_SAINT_PHILIP_CARRINGTON,Carrington,,ADM1_BRB_SAINT_PHILIP,CT_BRB
ADM3_BRB_SAINT_PHILIP_CAVELAND,Caveland,,ADM1_BRB_SAINT_PHILIP,CT_BRB
ADM3_BRB_SAINT_PHILIP_CHURCH_VILLAGE,Church Village,,ADM1_BRB_SAINT_PHILIP,CT_BRB
ADM3_BRB_SAINT_PHILIP_COLES_PASTURE,Coles Pasture,,ADM1_BRB_SAINT_PHILIP,CT_BRB
ADM3_BRB_SAINT_PHILIP_FOUL_BAY,Foul Bay,,ADM1_BRB_SAINT_PHILIP,CT_BRB
ADM3_BRB_SAINT_PHILIP_FOUR_ROADS,Four Roads,,ADM1_BRB_SAINT_PHILIP,CT_BRB
ADM3_BRB_SAINT_PHILIP_GEMSWICK,Gemswick,,ADM1_BRB_SAINT_PHILIP,CT_BRB
ADM3_BRB_SAINT_PHILIP_HARLINGTON,Harlington,,ADM1_BRB_SAINT_PHILIP,CT_BRB
ADM3_BRB_SAINT_PHILIP_HEDDINGS,Heddings,,ADM1_BRB_SAINT_PHILIP,CT_BRB
ADM3_BRB_SAINT_PHILIP_INDUSTRY_HILL,Industry Hill,,ADM1_BRB_SAINT_PHILIP,CT_BRB
ADM3_BRB_SAINT_PHILIP_JEZREEL,Jezreel,,ADM1_BRB_SAINT_PHILIP,CT_BRB
ADM3_BRB_SAINT_PHILIP_KIRTONS,Kirtons,,ADM1_BRB_SAINT_PHILIP,CT_BRB
ADM3_BRB_SAINT_PHILIP_MANGROVE,Mangrove,,ADM1_BRB_SAINT_PHILIP,CT_BRB
ADM3_BRB_SAINT_PHILIP_MARCHFIELD,Marchfield,,ADM1_BRB_SAINT_PHILIP,CT_BRB
ADM3_BRB_SAINT_PHILIP_MARLEY_VALE,Marley Vale,,ADM1_BRB_SAINT_PHILIP,CT_BRB
ADM3_BRB_SAINT_PHILIP_MERRICKS,Merricks,,ADM1_BRB_SAINT_PHILIP,CT_BRB
ADM3_BRB_SAINT_PHILIP_RAGGED_POINT,Ragged Point,,ADM1_BRB_SAINT_PHILIP,CT_BRB
ADM3_BRB_SAINT_PHILIP_RICES,Rices,,ADM1_BRB_SAINT_PHILIP,CT_BRB
ADM3_BRB_SAINT_PHILIP_RIVER_PHINNEYS,River Phinneys,,ADM1_BRB_SAINT_PHILIP,CT_BRB
ADM3_BRB_SAINT_PHILIP_ROCK_HALL,Rock Hall,,ADM1_BRB_SAINT_PHILIP,CT_BRB
ADM3_BRB_SAINT_PHILIP_SAINT_MARTINS,Saint Martins,,ADM1_BRB_SAINT_PHILIP,CT_BRB
ADM3_BRB_SAINT_PHILIP_SEALY_HILL,Sealy Hill,,ADM1_BRB_SAINT_PHILIP,CT_BRB
ADM3_BRB_SAINT_PHILIP_SIX_CROSS_ROADS,Six Cross Roads,,ADM1_BRB_SAINT_PHILIP,CT_BRB
ADM3_BRB_SAINT_PHILIP_SUNBURY,Sunbury,,ADM1_BRB_SAINT_PHILIP,CT_BRB
ADM3_BRB_SAINT_PHILIP_THE_CRANE,The Crane,,ADM1_BRB_SAINT_PHILIP,CT_BRB
ADM3_BRB_SAINT_PHILIP_THREE_HOUSES,Three Houses,,ADM1_BRB_SAINT_PHILIP,CT_BRB
ADM3_BRB_SAINT_PHILIP_WOODBOURNE,Woodbourne,,ADM1_BRB_SAINT_PHILIP,CT_BRB
ADM3_BRB_SAINT_PHILIP_WORKHALL,Workhall,,ADM1_BRB_SAINT_PHILIP,CT_BRB
ADM3_BRB_SAINT_THOMAS_ALLEN_VIEW,Allen View,,ADM1_BRB_SAINT_THOMAS,CT_BRB
ADM3_BRB_SAINT_THOMAS_APPLEWHAITES,Applewhaites,,ADM1_BRB_SAINT_THOMAS,CT_BRB
ADM3_BRB_SAINT_THOMAS_ARCH_HALL,Arch Hall,,ADM1_BRB_SAINT_THOMAS,CT_BRB
ADM3_BRB_SAINT_THOMAS_ARTHURS_SEAT,Arthurs Seat,,ADM1_BRB_SAINT_THOMAS,CT_BRB
ADM3_BRB_SAINT_THOMAS_BAGATELLE,Bagatelle,,ADM1_BRB_SAINT_THOMAS,CT_BRB
ADM3_BRB_SAINT_THOMAS_BENNETTS,Bennetts,,ADM1_BRB_SAINT_THOMAS,CT_BRB
ADM3_BRB_SAINT_THOMAS_BLOOMSBURY,Bloomsbury,,ADM1_BRB_SAINT_THOMAS,CT_BRB
ADM3_BRB_SAINT_THOMAS_BLOWERS,Blowers,,ADM1_BRB_SAINT_THOMAS,CT_BRB
ADM3_BRB_SAINT_THOMAS_BRIDGEFIELD,Bridgefield,,ADM1_BRB_SAINT_THOMAS,CT_BRB
ADM3_BRB_SAINT_THOMAS_CANE_GARDEN,Cane Garden,,ADM1_BRB_SAINT_THOMAS,CT_BRB
ADM3_BRB_SAINT_THOMAS_CARRINGTON,Carrington,,ADM1_BRB_SAINT_THOMAS,CT_BRB
ADM3_BRB_SAINT_THOMAS_CHAPMAN,Chapman,,ADM1_BRB_SAINT_THOMAS,CT_BRB
ADM3_BRB_SAINT_THOMAS_CHRISTIE,Christie,,ADM1_BRB_SAINT_THOMAS,CT_BRB
ADM3_BRB_SAINT_THOMAS_EDGE_HILL_HEIGHTS_1,Edge Hill Heights #1,,ADM1_BRB_SAINT_THOMAS,CT_BRB
ADM3_BRB_SAINT_THOMAS_HOPEWELL,Hopewell,,ADM1_BRB_SAINT_THOMAS,CT_BRB
ADM3_BRB_SAINT_THOMAS_WELCHMAN_HALL,Welchman Hall,,ADM1_BRB_SAINT_THOMAS,CT_BRB
ADM3_CAN_BRITISH_COLUMBIA_CAPITAL_VICTORIA,Victoria,ADM2_CAN_BRITISH_COLUMBIA_CAPITAL,ADM1_CAN_BRITISH_COLUMBIA,CT_CAN
ADM3_CAN_BRITISH_COLUMBIA_CENTRAL_OKANAGAN_KELOWNA,Kelowna,ADM2_CAN_BRITISH_COLUMBIA_CENTRAL_OKANAGAN,ADM1_CAN_BRITISH_COLUMBIA,CT_CAN
ADM3_CAN_BRITISH_COLUMBIA_FRASER_VALLEY_ABBOTSFORD,Abbotsford,ADM2_CAN_BRITISH_COLUMBIA_FRASER_VALLEY,ADM1_CAN_BRITISH_COLUMBIA,CT_CAN
ADM3_CAN_BRITISH_COLUMBIA_METRO_VANCOUVER_VANCOUVER,Vancouver,ADM2_CAN_BRITISH_COLUMBIA_METRO_VANCOUVER,ADM1_CAN_BRITISH_COLUMBIA,CT_CAN
ADM3_CAN_NEW_BRUNSWICK_GLOUCESTER_BATHURST,Bathurst,ADM2_CAN_NEW_BRUNSWICK_GLOUCESTER,ADM1_CAN_NEW_BRUNSWICK,CT_CAN
ADM3_CAN_NEW_BRUNSWICK_NORTHUMBERLAND_MIRAMICHI,Miramichi,ADM2_CAN_NEW_BRUNSWICK_NORTHUMBERLAND,ADM1_CAN_NEW_BRUNSWICK,CT_CAN
ADM3_CAN_NEW_BRUNSWICK_SAINT_JOHN_SAINT_JOHN,Saint John,ADM2_CAN_NEW_BRUNSWICK_SAINT_JOHN,ADM1_CAN_NEW_BRUNSWICK,CT_CAN
ADM3_CAN_NEW_BRUNSWICK_WESTMORLAND_MONCTON,Moncton,ADM2_CAN_NEW_BRUNSWICK_WESTMORLAND,ADM1_CAN_NEW_BRUNSWICK,CT_CAN
ADM3_CAN_NEW_BRUNSWICK_YORK_FREDERICTON,Fredericton,ADM2_CAN_NEW_BRUNSWICK_YORK,ADM1_CAN_NEW_BRUNSWICK,CT_CAN
ADM3_CAN_NOVA_SCOTIA_CAPE_BRETON_SYDNEY,Sydney,ADM2_CAN_NOVA_SCOTIA_CAPE_BRETON,ADM1_CAN_NOVA_SCOTIA,CT_CAN
ADM3_CAN_NOVA_SCOTIA_COLCHESTER_TRURO,Truro,ADM2_CAN_NOVA_SCOTIA_COLCHESTER,ADM1_CAN_NOVA_SCOTIA,CT_CAN
ADM3_CAN_NOVA_SCOTIA_HALIFAX_HALIFAX,Halifax,ADM2_CAN_NOVA_SCOTIA_HALIFAX,ADM1_CAN_NOVA_SCOTIA,CT_CAN
ADM3_CAN_NOVA_SCOTIA_KINGS_KENTVILLE,Kentville,ADM2_CAN_NOVA_SCOTIA_KINGS,ADM1_CAN_NOVA_SCOTIA,CT_CAN
ADM3_CAN_ONTARIO_DURHAM_OSHAWA,Oshawa,ADM2_CAN_ONTARIO_DURHAM,ADM1_CAN_ONTARIO,CT_CAN
ADM3_CAN_ONTARIO_ESSEX_WINDSOR,Windsor,ADM2_CAN_ONTARIO_ESSEX,ADM1_CAN_ONTARIO,CT_CAN
ADM3_CAN_ONTARIO_HALTON_OAKVILLE,Oakville,ADM2_CAN_ONTARIO_HALTON,ADM1_CAN_ONTARIO,CT_CAN
ADM3_CAN_ONTARIO_HAMILTON_HAMILTON,Hamilton,ADM2_CAN_ONTARIO_HAMILTON,ADM1_CAN_ONTARIO,CT_CAN
ADM3_CAN_ONTARIO_MIDDLESEX_LONDON,London,ADM2_CAN_ONTARIO_MIDDLESEX,ADM1_CAN_ONTARIO,CT_CAN
ADM3_CAN_ONTARIO_OTTAWA_OTTAWA,Ottawa,ADM2_CAN_ONTARIO_OTTAWA,ADM1_CAN_ONTARIO,CT_CAN
ADM3_CAN_ONTARIO_PEEL_MISSISSAUGA,Mississauga,ADM2_CAN_ONTARIO_PEEL,ADM1_CAN_ONTARIO,CT_CAN
ADM3_CAN_ONTARIO_TORONTO_TORONTO,Toronto,ADM2_CAN_ONTARIO_TORONTO,ADM1_CAN_ONTARIO,CT_CAN
ADM3_CAN_ONTARIO_WATERLOO_KITCHENER,Kitchener,ADM2_CAN_ONTARIO_WATERLOO,ADM1_CAN_ONTARIO,CT_CAN
ADM3_CAN_ONTARIO_YORK_NEWMARKET,Newmarket,ADM2_CAN_ONTARIO_YORK,ADM1_CAN_ONTARIO,CT_CAN
ADM3_CAN_QUEBEC_GATINEAU_GATINEAU,Gatineau,ADM2_CAN_QUEBEC_GATINEAU,ADM1_CAN_QUEBEC,CT_CAN
ADM3_CAN_QUEBEC_LAVAL_LAVAL,Laval,ADM2_CAN_QUEBEC_LAVAL,ADM1_CAN_QUEBEC,CT_CAN
ADM3_CAN_QUEBEC_LONGUEUIL_LONGUEUIL,Longueuil,ADM2_CAN_QUEBEC_LONGUEUIL,ADM1_CAN_QUEBEC,CT_CAN
ADM3_CAN_QUEBEC_MONTREAL_MONTREAL,Montréal,ADM2_CAN_QUEBEC_MONTREAL,ADM1_CAN_QUEBEC,CT_CAN
ADM3_CAN_QUEBEC_QUEBEC_QUEBEC,Québec,ADM2_CAN_QUEBEC_QUEBEC,ADM1_CAN_QUEBEC,CT_CAN
ADM3_CAN_QUEBEC_SHERBROOKE_SHERBROOKE,Sherbrooke,ADM2_CAN_QUEBEC_SHERBROOKE,ADM1_CAN_QUEBEC,CT_CAN
ADM3_CAN_QUEBEC_TROIS_RIVIERES_TROIS_RIVIERES,Trois-Rivières,ADM2_CAN_QUEBEC_TROIS_RIVIERES,ADM1_CAN_QUEBEC,CT_CAN
ADM3_CMR_ADAMAWA_DJEREM_NGAOUNDAL,Ngaoundal,ADM2_CMR_DJEREM,ADM1_CMR_ADAMAWA,CT_CMR
ADM3_CMR_ADAMAWA_DJEREM_TIBATI,Tibati,ADM2_CMR_DJEREM,ADM1_CMR_ADAMAWA,CT_CMR
ADM3_CMR_ADAMAWA_FARO_ET_DEO_GALIM_TIGNERE,Galim-Tignère,ADM2_CMR_FARO_ET_DEO,ADM1_CMR_ADAMAWA,CT_CMR
ADM3_CMR_ADAMAWA_FARO_ET_DEO_KONTCHA,Kontcha,ADM2_CMR_FARO_ET_DEO,ADM1_CMR_ADAMAWA,CT_CMR
ADM3_CMR_ADAMAWA_FARO_ET_DEO_MAYO_BALEO,Mayo-Baléo,ADM2_CMR_FARO_ET_DEO,ADM1_CMR_ADAMAWA,CT_CMR
ADM3_CMR_ADAMAWA_FARO_ET_DEO_TIGNERE,Tignère,ADM2_CMR_FARO_ET_DEO,ADM1_CMR_ADAMAWA,CT_CMR
ADM3_CMR_ADAMAWA_MAYO_BANYO_BANKIM,Bankim,ADM2_CMR_MAYO_BANYO,ADM1_CMR_ADAMAWA,CT_CMR
ADM3_CMR_ADAMAWA_MAYO_BANYO_BANYO,Banyo,ADM2_CMR_MAYO_BANYO,ADM1_CMR_ADAMAWA,CT_CMR
ADM3_CMR_ADAMAWA_MAYO_BANYO_MAYO_DARLE,Mayo-Darlé,ADM2_CMR_MAYO_BANYO,ADM1_CMR_ADAMAWA,CT_CMR
ADM3_CMR_ADAMAWA_MBERE_DIR,Dir,ADM2_CMR_MBERE,ADM1_CMR_ADAMAWA,CT_CMR
ADM3_CMR_ADAMAWA_MBERE_DJOHONG,Djohong,ADM2_CMR_MBERE,ADM1_CMR_ADAMAWA,CT_CMR
ADM3_CMR_ADAMAWA_MBERE_MEIGANGA,Meiganga,ADM2_CMR_MBERE,ADM1_CMR_ADAMAWA,CT_CMR
ADM3_CMR_ADAMAWA_MBERE_NGAOUI,Ngaoui,ADM2_CMR_MBERE,ADM1_CMR_ADAMAWA,CT_CMR
ADM3_CMR_ADAMAWA_VINA_BELEL,Belel,ADM2_CMR_VINA,ADM1_CMR_ADAMAWA,CT_CMR
ADM3_CMR_ADAMAWA_VINA_MABANGA,Mabanga,ADM2_CMR_VINA,ADM1_CMR_ADAMAWA,CT_CMR
ADM3_CMR_ADAMAWA_VINA_MBE,Mbe,ADM2_CMR_VINA,ADM1_CMR_ADAMAWA,CT_CMR
ADM3_CMR_ADAMAWA_VINA_NGANHA,Nganha,ADM2_CMR_VINA,ADM1_CMR_ADAMAWA,CT_CMR
ADM3_CMR_ADAMAWA_VINA_NGAOUNDERE,Ngaoundéré,ADM2_CMR_VINA,ADM1_CMR_ADAMAWA,CT_CMR
ADM3_CMR_ADAMAWA_VINA_NYAMBAKA,Nyambaka,ADM2_CMR_VINA,ADM1_CMR_ADAMAWA,CT_CMR
ADM3_CMR_CENTRE_HAUTE_SANAGA_BIBEY,Bibey,ADM2_CMR_HAUTE_SANAGA,ADM1_CMR_CENTRE,CT_CMR
ADM3_CMR_CENTRE_HAUTE_SANAGA_LEMBE_YEZOUM,Lembe-Yezoum,ADM2_CMR_HAUTE_SANAGA,ADM1_CMR_CENTRE,CT_CMR
ADM3_CMR_CENTRE_HAUTE_SANAGA_MBANDJOCK,Mbandjock,ADM2_CMR_HAUTE_SANAGA,ADM1_CMR_CENTRE,CT_CMR
ADM3_CMR_CENTRE_HAUTE_SANAGA_MINTA,Minta,ADM2_CMR_HAUTE_SANAGA,ADM1_CMR_CENTRE,CT_CMR
ADM3_CMR_CENTRE_HAUTE_SANAGA_NANGA_EBOKO,Nanga-Eboko,ADM2_CMR_HAUTE_SANAGA,ADM1_CMR_CENTRE,CT_CMR
ADM3_CMR_CENTRE_HAUTE_SANAGA_NKOTENG,Nkoteng,ADM2_CMR_HAUTE_SANAGA,ADM1_CMR_CENTRE,CT_CMR
ADM3_CMR_CENTRE_HAUTE_SANAGA_NSEM,Nsem,ADM2_CMR_HAUTE_SANAGA,ADM1_CMR_CENTRE,CT_CMR
ADM3_CMR_CENTRE_LEKIE_BATCHENGA,Batchenga,ADM2_CMR_LEKIE,ADM1_CMR_CENTRE,CT_CMR
ADM3_CMR_CENTRE_LEKIE_EBEBDA,Ebebda,ADM2_CMR_LEKIE,ADM1_CMR_CENTRE,CT_CMR
ADM3_CMR_CENTRE_LEKIE_ELIG_MFOMO,Elig-Mfomo,ADM2_CMR_LEKIE,ADM1_CMR_CENTRE,CT_CMR
ADM3_CMR_CENTRE_LEKIE_EVODOULA,Evodoula,ADM2_CMR_LEKIE,ADM1_CMR_CENTRE,CT_CMR
ADM3_CMR_CENTRE_LEKIE_LOBO,Lobo,ADM2_CMR_LEKIE,ADM1_CMR_CENTRE,CT_CMR
ADM3_CMR_CENTRE_LEKIE_MONATELE,Monatélé,ADM2_CMR_LEKIE,ADM1_CMR_CENTRE,CT_CMR
ADM3_CMR_CENTRE_LEKIE_OBALA,Obala,ADM2_CMR_LEKIE,ADM1_CMR_CENTRE,CT_CMR
ADM3_CMR_CENTRE_LEKIE_OKOLA,Okola,ADM2_CMR_LEKIE,ADM1_CMR_CENTRE,CT_CMR
ADM3_CMR_CENTRE_LEKIE_SAA,Sa'a,ADM2_CMR_LEKIE,ADM1_CMR_CENTRE,CT_CMR
ADM3_CMR_CENTRE_MBAM_ET_INOUBOU_BAFIA,Bafia,ADM2_CMR_MBAM_ET_INOUBOU,ADM1_CMR_CENTRE,CT_CMR
ADM3_CMR_CENTRE_MBAM_ET_INOUBOU_BOKITO,Bokito,ADM2_CMR_MBAM_ET_INOUBOU,ADM1_CMR_CENTRE,CT_CMR
ADM3_CMR_CENTRE_MBAM_ET_INOUBOU_DEUK,Deuk,ADM2_CMR_MBAM_ET_INOUBOU,ADM1_CMR_CENTRE,CT_CMR
ADM3_CMR_CENTRE_MBAM_ET_INOUBOU_KIIKI,Kiiki,ADM2_CMR_MBAM_ET_INOUBOU,ADM1_CMR_CENTRE,CT_CMR
ADM3_CMR_CENTRE_MBAM_ET_INOUBOU_KON_YAMBETTA,Kon-Yambetta,ADM2_CMR_MBAM_ET_INOUBOU,ADM1_CMR_CENTRE,CT_CMR
ADM3_CMR_CENTRE_MBAM_ET_INOUBOU_MAKENENE,Makénéné,ADM2_CMR_MBAM_ET_INOUBOU,ADM1_CMR_CENTRE,CT_CMR
ADM3_CMR_CENTRE_MBAM_ET_INOUBOU_NDIKINIMEKI,Ndikiniméki,ADM2_CMR_MBAM_ET_INOUBOU,ADM1_CMR_CENTRE,CT_CMR
ADM3_CMR_CENTRE_MBAM_ET_INOUBOU_NITOUKOU,Nitoukou,ADM2_CMR_MBAM_ET_INOUBOU,ADM1_CMR_CENTRE,CT_CMR
ADM3_CMR_CENTRE_MBAM_ET_INOUBOU_OMBESSA,Ombessa,ADM2_CMR_MBAM_ET_INOUBOU,ADM1_CMR_CENTRE,CT_CMR
ADM3_CMR_CENTRE_MBAM_ET_KIM_MBANGASSINA,Mbangassina,ADM2_CMR_MBAM_ET_KIM,ADM1_CMR_CENTRE,CT_CMR
ADM3_CMR_CENTRE_MBAM_ET_KIM_NGAMBE_TIKAR,Ngambè-Tikar,ADM2_CMR_MBAM_ET_KIM,ADM1_CMR_CENTRE,CT_CMR
ADM3_CMR_CENTRE_MBAM_ET_KIM_NGORO,Ngoro,ADM2_CMR_MBAM_ET_KIM,ADM1_CMR_CENTRE,CT_CMR
ADM3_CMR_CENTRE_MBAM_ET_KIM_NTUI,Ntui,ADM2_CMR_MBAM_ET_KIM,ADM1_CMR_CENTRE,CT_CMR
ADM3_CMR_CENTRE_MBAM_ET_KIM_YOKO,Yoko,ADM2_CMR_MBAM_ET_KIM,ADM1_CMR_CENTRE,CT_CMR
ADM3_CMR_CENTRE_MEFOU_ET_AFAMBA_AFANLOUM,Afanloum,ADM2_CMR_MEFOU_ET_AFAMBA,ADM1_CMR_CENTRE,CT_CMR
ADM3_CMR_CENTRE_MEFOU_ET_AFAMBA_AWAE,Awaé,ADM2_CMR_MEFOU_ET_AFAMBA,ADM1_CMR_CENTRE,CT_CMR
ADM3_CMR_CENTRE_MEFOU_ET_AFAMBA_EDZENDOUAN,Edzendouan,ADM2_CMR_MEFOU_ET_AFAMBA,ADM1_CMR_CENTRE,CT_CMR
ADM3_CMR_CENTRE_MEFOU_ET_AFAMBA_ESSE,Esse,ADM2_CMR_MEFOU_ET_AFAMBA,ADM1_CMR_CENTRE,CT_CMR
ADM3_CMR_CENTRE_MEFOU_ET_AFAMBA_MFOU,Mfou,ADM2_CMR_MEFOU_ET_AFAMBA,ADM1_CMR_CENTRE,CT_CMR
ADM3_CMR_CENTRE_MEFOU_ET_AFAMBA_NKOLAFAMBA,Nkolafamba,ADM2_CMR_MEFOU_ET_AFAMBA,ADM1_CMR_CENTRE,CT_CMR
ADM3_CMR_CENTRE_MEFOU_ET_AFAMBA_OLANGUINA,Olanguina,ADM2_CMR_MEFOU_ET_AFAMBA,ADM1_CMR_CENTRE,CT_CMR
ADM3_CMR_CENTRE_MEFOU_ET_AFAMBA_SOA,Soa,ADM2_CMR_MEFOU_ET_AFAMBA,ADM1_CMR_CENTRE,CT_CMR
ADM3_CMR_CENTRE_MEFOU_ET_AKONO_AKONO,Akono,ADM2_CMR_MEFOU_ET_AKONO,ADM1_CMR_CENTRE,CT_CMR
ADM3_CMR_CENTRE_MEFOU_ET_AKONO_BIKOK,Bikok,ADM2_CMR_MEFOU_ET_AKONO,ADM1_CMR_CENTRE,CT_CMR
ADM3_CMR_CENTRE_MEFOU_ET_AKONO_MBANKOMO,Mbankomo,ADM2_CMR_MEFOU_ET_AKONO,ADM1_CMR_CENTRE,CT_CMR
ADM3_CMR_CENTRE_MEFOU_ET_AKONO_NGOUMOU,Ngoumou,ADM2_CMR_MEFOU_ET_AKONO,ADM1_CMR_CENTRE,CT_CMR
ADM3_CMR_CENTRE_MFOUNDI_YAOUNDE,Yaoundé,ADM2_CMR_MFOUNDI,ADM1_CMR_CENTRE,CT_CMR
ADM3_CMR_CENTRE_NYONG_ET_KELLE_BIYOUHA,Biyouha,ADM2_CMR_NYONG_ET_KELLE,ADM1_CMR_CENTRE,CT_CMR
