country_id,country_name,admin_level_1_id,admin_level_1_name,admin_level_2_id,admin_level_2_name,admin_level_3_count
CT_BEN,Benin,ADM1_BEN_ATLANTIQUE,Atlantique,ADM2_BEN_ATLANTIQUE_ZE,Zè,11
CT_BEN,Benin,ADM1_BEN_BORGOU,Borgou,ADM2_BEN_BORGOU_BEMBEREKE,Bembèrèkè,5
CT_BEN,Benin,ADM1_BEN_BORGOU,Borgou,ADM2_BEN_BORGOU_KALALE,Kalalé,6
CT_BEN,Benin,ADM1_BEN_BORGOU,Borgou,ADM2_BEN_BORGOU_NDALI,N'Dali,5
CT_BEN,Benin,ADM1_BEN_BORGOU,Borgou,ADM2_BEN_BORGOU_NIKKI,Nikki,7
CT_BEN,Benin,ADM1_BEN_BORGOU,Borgou,ADM2_BEN_BORGOU_PARAKOU,Parakou,3
CT_BEN,Benin,ADM1_BEN_BORGOU,Borgou,ADM2_BEN_BORGOU_PERERE,Pèrèrè,6
CT_BEN,Benin,ADM1_BEN_BORGOU,Borgou,ADM2_BEN_BORGOU_SINENDE,Sinendé,4
CT_BEN,Benin,ADM1_BEN_BORGOU,Borgou,ADM2_BEN_BORGOU_TCHAOUROU,Tchaourou,7
CT_BEN,Benin,ADM1_BEN_COLLINES,Collines,ADM2_BEN_COLLINES_BANTE,Bantè,9
CT_BEN,Benin,ADM1_BEN_COLLINES,Collines,ADM2_BEN_COLLINES_DASSA_ZOUME,Dassa-Zoumè,10
CT_BEN,Benin,ADM1_BEN_COLLINES,Collines,ADM2_BEN_COLLINES_GLAZOUE,Glazoué,10
CT_BEN,Benin,ADM1_BEN_COLLINES,Collines,ADM2_BEN_COLLINES_OUESSE,Ouèssè,9
CT_BEN,Benin,ADM1_BEN_COLLINES,Collines,ADM2_BEN_COLLINES_SAVALOU,Savalou,14
CT_BEN,Benin,ADM1_BEN_COLLINES,Collines,ADM2_BEN_COLLINES_SAVE,Savé,8
CT_BEN,Benin,ADM1_BEN_DONGA,Donga,ADM2_BEN_DONGA_BASSILA,Bassila,4
CT_BEN,Benin,ADM1_BEN_DONGA,Donga,ADM2_BEN_DONGA_COPARGO,Copargo,4
CT_BEN,Benin,ADM1_BEN_DONGA,Donga,ADM2_BEN_DONGA_DJOUGOU,Djougou,12
CT_BEN,Benin,ADM1_BEN_DONGA,Donga,ADM2_BEN_DONGA_OUAKE,Ouaké,6
CT_BEN,Benin,ADM1_BEN_COUFFO,Couffo,ADM2_BEN_COUFFO_APLAHOUE,Aplahoué,7
CT_BEN,Benin,ADM1_BEN_COUFFO,Couffo,ADM2_BEN_COUFFO_DJAKOTOMEY,Djakotomey,10
CT_BEN,Benin,ADM1_BEN_COUFFO,Couffo,ADM2_BEN_COUFFO_DOGBO_TOTA,Dogbo-Tota,7
CT_BEN,Benin,ADM1_BEN_COUFFO,Couffo,ADM2_BEN_COUFFO_KLOUEKANME,Klouékanmè,8
CT_BEN,Benin,ADM1_BEN_COUFFO,Couffo,ADM2_BEN_COUFFO_LALO,Lalo,11
CT_BEN,Benin,ADM1_BEN_COUFFO,Couffo,ADM2_BEN_COUFFO_TOVIKLIN,Toviklin,7
CT_BEN,Benin,ADM1_BEN_LITTORAL,Littoral,ADM2_BEN_LITTORAL_COTONOU,Cotonou,13
CT_BEN,Benin,ADM1_BEN_MONO,Mono,ADM2_BEN_MONO_ATHIEME,Athiémé,5
CT_BEN,Benin,ADM1_BEN_MONO,Mono,ADM2_BEN_MONO_BOPA,Bopa,7
CT_BEN,Benin,ADM1_BEN_MONO,Mono,ADM2_BEN_MONO_COME,Comé,5
CT_BEN,Benin,ADM1_BEN_MONO,Mono,ADM2_BEN_MONO_GRAND_POPO,Grand-Popo,7
CT_BEN,Benin,ADM1_BEN_MONO,Mono,ADM2_BEN_MONO_HOUEYOGBE,Houéyogbé,6
CT_BEN,Benin,ADM1_BEN_MONO,Mono,ADM2_BEN_MONO_LOKOSSA,Lokossa,5
CT_BEN,Benin,ADM1_BEN_OUEME,Ouémé,ADM2_BEN_OUEME_ADJARRA,Adjarra,6
CT_BEN,Benin,ADM1_BEN_OUEME,Ouémé,ADM2_BEN_OUEME_ADJOHOUN,Adjohoun,8
CT_BEN,Benin,ADM1_BEN_OUEME,Ouémé,ADM2_BEN_OUEME_AGUEGUES,Aguégués,3
CT_BEN,Benin,ADM1_BEN_OUEME,Ouémé,ADM2_BEN_OUEME_AKPRO_MISSERETE,Akpro-Missérété,5
CT_BEN,Benin,ADM1_BEN_OUEME,Ouémé,ADM2_BEN_OUEME_AVRANKOU,Avrankou,7
CT_BEN,Benin,ADM1_BEN_OUEME,Ouémé,ADM2_BEN_OUEME_BONOU,Bonou,5
CT_BEN,Benin,ADM1_BEN_OUEME,Ouémé,ADM2_BEN_OUEME_DANGBO,Dangbo,7
CT_BEN,Benin,ADM1_BEN_OUEME,Ouémé,ADM2_BEN_OUEME_PORTO_NOVO,Porto Novo,5
CT_BEN,Benin,ADM1_BEN_OUEME,Ouémé,ADM2_BEN_OUEME_SEME_KPODJI,Sèmè-Kpodji,6
CT_BEN,Benin,ADM1_BEN_PLATEAU,Plateau,ADM2_BEN_PLATEAU_ADJA_OUERE,Adja-Ouèrè,6
CT_BEN,Benin,ADM1_BEN_PLATEAU,Plateau,ADM2_BEN_PLATEAU_IFANGNI,Ifangni,6
CT_BEN,Benin,ADM1_BEN_PLATEAU,Plateau,ADM2_BEN_PLATEAU_KETOU,Kétou,6
CT_BEN,Benin,ADM1_BEN_PLATEAU,Plateau,ADM2_BEN_PLATEAU_POBE,Pobè,5
CT_BEN,Benin,ADM1_BEN_PLATEAU,Plateau,ADM2_BEN_PLATEAU_SAKETE,Sakété,6
CT_BEN,Benin,ADM1_BEN_ZOU,Zou,ADM2_BEN_ZOU_ABOMEY,Abomey,7
CT_BEN,Benin,ADM1_BEN_ZOU,Zou,ADM2_BEN_ZOU_AGBANGNIZOUN,Agbangnizoun,10
CT_BEN,Benin,ADM1_BEN_ZOU,Zou,ADM2_BEN_ZOU_BOHICON,Bohicon,10
CT_BEN,Benin,ADM1_BEN_ZOU,Zou,ADM2_BEN_ZOU_COVE,Cové,8
CT_BEN,Benin,ADM1_BEN_ZOU,Zou,ADM2_BEN_ZOU_DJIDJA,Djidja,12
CT_BEN,Benin,ADM1_BEN_ZOU,Zou,ADM2_BEN_ZOU_OUINHI,Ouinhi,4
CT_BEN,Benin,ADM1_BEN_ZOU,Zou,ADM2_BEN_ZOU_ZA_KPOTA,Za-Kpota,8
CT_BEN,Benin,ADM1_BEN_ZOU,Zou,ADM2_BEN_ZOU_ZANGNANADO,Zangnanado,6
CT_BEN,Benin,ADM1_BEN_ZOU,Zou,ADM2_BEN_ZOU_ZOGBODOMEY,Zogbodomey,11
