first_level_admin_division_id,first_level_admin_division_name,country_id,division_type
FLAD_MX_OAX,Oaxaca,CTR_MEX,State
FLAD_MX_PUE,Puebla,CTR_MEX,State
FLAD_MX_QUE,Querétaro,CTR_MEX,State
FLAD_MX_ROO,Quintana Roo,CTR_MEX,State
FLAD_MX_SLP,San Luis Potosí,CTR_MEX,State
FLAD_MX_SIN,Sinaloa,CTR_MEX,State
FLAD_MX_SON,Sonora,CTR_MEX,State
FLAD_MX_TAB,Tabasco,CTR_MEX,State
FLAD_MX_TAM,Tamaulipas,CTR_MEX,State
FLAD_MX_TLA,Tlaxcala,CTR_MEX,State
FLAD_MX_VER,Veracruz de Ignacio de la Llave,CTR_MEX,State
FLAD_MX_YUC,Yucatán,CTR_MEX,State
FLAD_MX_ZAC,Zacatecas,CTR_MEX,State
FLAD_FM_TRK,Chuuk,CTR_FSM,State
FLAD_FM_KSA,Kosrae,CTR_FSM,State
FLAD_FM_PNI,Pohnpei,CTR_FSM,State
FLAD_FM_YAP,Yap,CTR_FSM,State
FLAD_MD_AN,Anenii Noi,CTR_MDA,District
FLAD_MD_BS,Basarabeasca,CTR_MDA,District
FLAD_MD_BA,Bălți,CTR_MDA,City
FLAD_MD_BD,Bender [Tighina],CTR_MDA,City
FLAD_MD_BR,Briceni,CTR_MDA,District
FLAD_MD_CA,Cahul,CTR_MDA,District
FLAD_MD_CT,Cantemir,CTR_MDA,District
FLAD_MD_CL,Călărași,CTR_MDA,District
FLAD_MD_CS,Căușeni,CTR_MDA,District
FLAD_MD_CU,Chișinău,CTR_MDA,City
FLAD_MD_CM,Cimișlia,CTR_MDA,District
FLAD_MD_CR,Criuleni,CTR_MDA,District
FLAD_MD_DO,Dondușeni,CTR_MDA,District
FLAD_MD_DR,Drochia,CTR_MDA,District
FLAD_MD_DU,Dubăsari,CTR_MDA,District
FLAD_MD_ED,Edineț,CTR_MDA,District
FLAD_MD_FA,Fălești,CTR_MDA,District
FLAD_MD_FL,Florești,CTR_MDA,District
FLAD_MD_GA,"Găgăuzia, Unitatea teritorială autonomă (UTAG)",CTR_MDA,Autonomous territorial unit
FLAD_MD_GL,Glodeni,CTR_MDA,District
FLAD_MD_HI,Hîncești,CTR_MDA,District
FLAD_MD_IA,Ialoveni,CTR_MDA,District
FLAD_MD_LE,Leova,CTR_MDA,District
FLAD_MD_NI,Nisporeni,CTR_MDA,District
FLAD_MD_OC,Ocnița,CTR_MDA,District
FLAD_MD_OR,Orhei,CTR_MDA,District
FLAD_MD_RE,Rezina,CTR_MDA,District
FLAD_MD_RI,Rîșcani,CTR_MDA,District
FLAD_MD_SI,Sîngerei,CTR_MDA,District
FLAD_MD_SO,Soroca,CTR_MDA,District
FLAD_MD_SN,"Stînga Nistrului, unitatea teritorială din",CTR_MDA,Territorial unit
FLAD_MD_ST,Strășeni,CTR_MDA,District
FLAD_MD_SD,Șoldănești,CTR_MDA,District
FLAD_MD_SV,Ștefan Vodă,CTR_MDA,District
FLAD_MD_TA,Taraclia,CTR_MDA,District
FLAD_MD_TE,Telenești,CTR_MDA,District
FLAD_MD_UN,Ungheni,CTR_MDA,District
FLAD_MC_FO,Fontvieille,CTR_MCO,Quarter
FLAD_MC_JE,Jardin Exotique,CTR_MCO,Quarter
FLAD_MC_CL,La Colle,CTR_MCO,Quarter
FLAD_MC_CO,La Condamine,CTR_MCO,Quarter
FLAD_MC_GA,La Gare,CTR_MCO,Quarter
FLAD_MC_SO,La Source,CTR_MCO,Quarter
FLAD_MC_LA,Larvotto,CTR_MCO,Quarter
FLAD_MC_MA,Malbousquet,CTR_MCO,Quarter
FLAD_MC_MO,Monaco-Ville,CTR_MCO,Quarter
FLAD_MC_MG,Moneghetti,CTR_MCO,Quarter
FLAD_MC_MC,Monte-Carlo,CTR_MCO,Quarter
FLAD_MC_MU,Moulins,CTR_MCO,Quarter
FLAD_MC_PH,Port-Hercule,CTR_MCO,Quarter
FLAD_MC_SR,Saint-Roman,CTR_MCO,Quarter
FLAD_MC_SD,Sainte-Dévote,CTR_MCO,Quarter
FLAD_MC_SP,Spélugues,CTR_MCO,Quarter
FLAD_MC_VR,Vallon de la Rousse,CTR_MCO,Quarter
FLAD_MN_073,Arhangay,CTR_MNG,Province
FLAD_MN_071,Bayan-Ölgiy,CTR_MNG,Province
FLAD_MN_069,Bayanhongor,CTR_MNG,Province
FLAD_MN_067,Bulgan,CTR_MNG,Province
FLAD_MN_037,Darhan uul,CTR_MNG,Province
FLAD_MN_061,Dornod,CTR_MNG,Province
FLAD_MN_063,Dornogovĭ,CTR_MNG,Province
FLAD_MN_059,Dundgovĭ,CTR_MNG,Province
FLAD_MN_057,Dzavhan,CTR_MNG,Province
FLAD_MN_065,Govĭ-Altay,CTR_MNG,Province
FLAD_MN_064,Govĭ-Sümber,CTR_MNG,Province
FLAD_MN_039,Hentiy,CTR_MNG,Province
FLAD_MN_043,Hovd,CTR_MNG,Province
FLAD_MN_041,Hövsgöl,CTR_MNG,Province
FLAD_MN_035,Orhon,CTR_MNG,Province
FLAD_MN_053,Ömnögovĭ,CTR_MNG,Province
FLAD_MN_055,Övörhangay,CTR_MNG,Province
FLAD_MN_049,Selenge,CTR_MNG,Province
FLAD_MN_051,Sühbaatar,CTR_MNG,Province
FLAD_MN_047,Töv,CTR_MNG,Province
FLAD_MN_1,Ulaanbaatar,CTR_MNG,Capital city
FLAD_MN_046,Uvs,CTR_MNG,Province
FLAD_ME_01,Andrijevica,CTR_MNE,Municipality
FLAD_ME_02,Bar,CTR_MNE,Municipality
FLAD_ME_03,Berane,CTR_MNE,Municipality
FLAD_ME_04,Bijelo Polje,CTR_MNE,Municipality
FLAD_ME_05,Budva,CTR_MNE,Municipality
FLAD_ME_06,Cetinje,CTR_MNE,Municipality
FLAD_ME_07,Danilovgrad,CTR_MNE,Municipality
FLAD_ME_22,Gusinje,CTR_MNE,Municipality
FLAD_ME_08,Herceg-Novi,CTR_MNE,Municipality
FLAD_ME_09,Kolašin,CTR_MNE,Municipality
FLAD_ME_10,Kotor,CTR_MNE,Municipality
FLAD_ME_11,Mojkovac,CTR_MNE,Municipality
FLAD_ME_12,Nikšić,CTR_MNE,Municipality
FLAD_ME_23,Petnjica,CTR_MNE,Municipality
FLAD_ME_13,Plav,CTR_MNE,Municipality
FLAD_ME_14,Pljevlja,CTR_MNE,Municipality
FLAD_ME_15,Plužine,CTR_MNE,Municipality
FLAD_ME_16,Podgorica,CTR_MNE,Municipality
FLAD_ME_17,Rožaje,CTR_MNE,Municipality
FLAD_ME_18,Šavnik,CTR_MNE,Municipality
FLAD_ME_19,Tivat,CTR_MNE,Municipality
FLAD_ME_24,Tuzi,CTR_MNE,Municipality
FLAD_ME_20,Ulcinj,CTR_MNE,Municipality
FLAD_ME_25,Zeta,CTR_MNE,Municipality
FLAD_ME_21,Žabljak,CTR_MNE,Municipality
FLAD_MA_05,Béni Mellal-Khénifra,CTR_MAR,Region
FLAD_MA_06,Casablanca-Settat,CTR_MAR,Region
FLAD_MA_12,Dakhla-Oued Ed-Dahab (EH),CTR_MAR,Region
FLAD_MA_08,Drâa-Tafilalet,CTR_MAR,Region
FLAD_MA_03,Fès-Meknès,CTR_MAR,Region
FLAD_MA_10,Guelmim-Oued Noun (EH-partial),CTR_MAR,Region
FLAD_MA_02,L'Oriental,CTR_MAR,Region
FLAD_MA_11,Laâyoune-Sakia El Hamra (EH-partial),CTR_MAR,Region
FLAD_MA_07,Marrakech-Safi,CTR_MAR,Region
FLAD_MA_04,Rabat-Salé-Kénitra,CTR_MAR,Region
FLAD_MA_09,Souss-Massa,CTR_MAR,Region
FLAD_MA_01,Tanger-Tétouan-Al Hoceïma,CTR_MAR,Region
FLAD_MZ_P,Cabo Delgado,CTR_MOZ,Province
FLAD_MZ_G,Gaza,CTR_MOZ,Province
FLAD_MZ_I,Inhambane,CTR_MOZ,Province
FLAD_MZ_B,Manica,CTR_MOZ,Province
FLAD_MZ_L,Maputo,CTR_MOZ,Province
FLAD_MZ_MPM,Maputo,CTR_MOZ,City
FLAD_MZ_N,Nampula,CTR_MOZ,Province
FLAD_MZ_A,Niassa,CTR_MOZ,Province
FLAD_MZ_S,Sofala,CTR_MOZ,Province
FLAD_MZ_T,Tete,CTR_MOZ,Province
FLAD_MZ_Q,Zambézia,CTR_MOZ,Province
FLAD_MM_07,Ayeyarwady,CTR_MMR,Region
FLAD_MM_02,Bago,CTR_MMR,Region
FLAD_MM_14,Chin,CTR_MMR,State
FLAD_MM_11,Kachin,CTR_MMR,State
FLAD_MM_12,Kayah,CTR_MMR,State
FLAD_MM_13,Kayin,CTR_MMR,State
FLAD_MM_03,Magway,CTR_MMR,Region
FLAD_MM_04,Mandalay,CTR_MMR,Region
FLAD_MM_15,Mon,CTR_MMR,State
FLAD_MM_18,Nay Pyi Taw,CTR_MMR,Union territory
FLAD_MM_16,Rakhine,CTR_MMR,State
FLAD_MM_01,Sagaing,CTR_MMR,Region
FLAD_MM_17,Shan,CTR_MMR,State
FLAD_MM_05,Tanintharyi,CTR_MMR,Region
FLAD_MM_06,Yangon,CTR_MMR,Region
FLAD_NA_KA,//Karas,CTR_NAM,Region
FLAD_NA_ER,Erongo,CTR_NAM,Region
FLAD_NA_HA,Hardap,CTR_NAM,Region
FLAD_NA_KE,Kavango East,CTR_NAM,Region
FLAD_NA_KW,Kavango West,CTR_NAM,Region
FLAD_NA_KH,Khomas,CTR_NAM,Region
FLAD_NA_KU,Kunene,CTR_NAM,Region
FLAD_NA_OW,Ohangwena,CTR_NAM,Region
FLAD_NA_OH,Omaheke,CTR_NAM,Region
FLAD_NA_OS,Omusati,CTR_NAM,Region
FLAD_NA_ON,Oshana,CTR_NAM,Region
FLAD_NA_OT,Oshikoto,CTR_NAM,Region
FLAD_NA_OD,Otjozondjupa,CTR_NAM,Region
FLAD_NA_CA,Zambezi,CTR_NAM,Region
FLAD_NR_01,Aiwo,CTR_NRU,District
FLAD_NR_02,Anabar,CTR_NRU,District
FLAD_NR_03,Anetan,CTR_NRU,District
FLAD_NR_04,Anibare,CTR_NRU,District
FLAD_NR_05,Baitsi,CTR_NRU,District
FLAD_NR_06,Boe,CTR_NRU,District
FLAD_NR_07,Buada,CTR_NRU,District
FLAD_NR_08,Denigomodu,CTR_NRU,District
FLAD_NR_09,Ewa,CTR_NRU,District
FLAD_NR_10,Ijuw,CTR_NRU,District
FLAD_NR_11,Meneng,CTR_NRU,District
FLAD_NR_12,Nibok,CTR_NRU,District
FLAD_NR_13,Uaboe,CTR_NRU,District
FLAD_NR_14,Yaren,CTR_NRU,District
FLAD_NP_P3,Bagmati,CTR_NPL,Province
FLAD_NP_P4,Gandaki,CTR_NPL,Province
FLAD_NP_P6,Karnali,CTR_NPL,Province
FLAD_NP_P1,Koshi,CTR_NPL,Province
FLAD_NP_P5,Lumbini,CTR_NPL,Province
FLAD_NP_P2,Madhesh,CTR_NPL,Province
FLAD_NP_P7,Sudurpashchim,CTR_NPL,Province
FLAD_NL_AW,Aruba,CTR_NLD,Country
FLAD_NL_BQ1,Bonaire,CTR_NLD,Special municipality
FLAD_NL_CW,Curaçao,CTR_NLD,Country
FLAD_NL_DR,Drenthe,CTR_NLD,Province
FLAD_NL_FL,Flevoland,CTR_NLD,Province
FLAD_NL_FR,Fryslân,CTR_NLD,Province
FLAD_NL_GE,Gelderland,CTR_NLD,Province
FLAD_NL_GR,Groningen,CTR_NLD,Province
FLAD_NL_LI,Limburg,CTR_NLD,Province
FLAD_NL_NB,Noord-Brabant,CTR_NLD,Province
FLAD_NL_NH,Noord-Holland,CTR_NLD,Province
FLAD_NL_OV,Overijssel,CTR_NLD,Province
FLAD_NL_BQ2,Saba,CTR_NLD,Special municipality
FLAD_NL_BQ3,Sint Eustatius,CTR_NLD,Special municipality
FLAD_NL_SX,Sint Maarten,CTR_NLD,Country
FLAD_NL_UT,Utrecht,CTR_NLD,Province
FLAD_NL_ZE,Zeeland,CTR_NLD,Province
FLAD_NL_ZH,Zuid-Holland,CTR_NLD,Province
FLAD_NZ_AUK,Auckland,CTR_NZL,Region
FLAD_NZ_BOP,Bay of Plenty,CTR_NZL,Region
FLAD_NZ_CAN,Canterbury,CTR_NZL,Region
FLAD_NZ_CIT,Chatham Islands Territory,CTR_NZL,Special island authority
FLAD_NZ_GIS,Gisborne,CTR_NZL,Region
FLAD_NZ_WGN,Greater Wellington,CTR_NZL,Region
FLAD_NZ_HKB,Hawke's Bay,CTR_NZL,Region
FLAD_NZ_MWT,Manawatū-Whanganui,CTR_NZL,Region
FLAD_NZ_MBH,Marlborough,CTR_NZL,Region
FLAD_NZ_NSN,Nelson,CTR_NZL,Region
FLAD_NZ_NTL,Northland,CTR_NZL,Region
FLAD_NZ_OTA,Otago,CTR_NZL,Region
FLAD_NZ_STL,Southland,CTR_NZL,Region
FLAD_NZ_TKI,Taranaki,CTR_NZL,Region
FLAD_NZ_TAS,Tasman,CTR_NZL,Region
FLAD_NZ_WKO,Waikato,CTR_NZL,Region
FLAD_NZ_WTC,West Coast,CTR_NZL,Region
FLAD_NI_BO,Boaco,CTR_NIC,Department
FLAD_NI_CA,Carazo,CTR_NIC,Department
FLAD_NI_CI,Chinandega,CTR_NIC,Department
FLAD_NI_CO,Chontales,CTR_NIC,Department
FLAD_NI_AN,Costa Caribe Norte,CTR_NIC,Autonomous region
FLAD_NI_AS,Costa Caribe Sur,CTR_NIC,Autonomous region
FLAD_NI_ES,Estelí,CTR_NIC,Department
FLAD_NI_GR,Granada,CTR_NIC,Department
FLAD_NI_JI,Jinotega,CTR_NIC,Department
FLAD_NI_LE,León,CTR_NIC,Department
FLAD_NI_MD,Madriz,CTR_NIC,Department
FLAD_NI_MN,Managua,CTR_NIC,Department
FLAD_NI_MS,Masaya,CTR_NIC,Department
FLAD_NI_MT,Matagalpa,CTR_NIC,Department
FLAD_NI_NS,Nueva Segovia,CTR_NIC,Department
FLAD_NI_RI,Rivas,CTR_NIC,Department
FLAD_NI_SJ,Río San Juan,CTR_NIC,Department
FLAD_NE_1,Agadez,CTR_NER,Region
FLAD_NE_2,Diffa,CTR_NER,Region
FLAD_NE_3,Dosso,CTR_NER,Region
FLAD_NE_4,Maradi,CTR_NER,Region
FLAD_NE_8,Niamey,CTR_NER,Urban community
FLAD_NE_5,Tahoua,CTR_NER,Region
FLAD_NE_6,Tillabéri,CTR_NER,Region
FLAD_NE_7,Zinder,CTR_NER,Region
FLAD_NG_AB,Abia,CTR_NGA,State
FLAD_NG_FC,Abuja Federal Capital Territory,CTR_NGA,Capital territory
FLAD_NG_AD,Adamawa,CTR_NGA,State
FLAD_NG_AK,Akwa Ibom,CTR_NGA,State
FLAD_NG_AN,Anambra,CTR_NGA,State
FLAD_NG_BA,Bauchi,CTR_NGA,State
FLAD_NG_BY,Bayelsa,CTR_NGA,State
FLAD_NG_BE,Benue,CTR_NGA,State
FLAD_NG_BO,Borno,CTR_NGA,State
FLAD_NG_CR,Cross River,CTR_NGA,State
FLAD_NG_DE,Delta,CTR_NGA,State
FLAD_NG_EB,Ebonyi,CTR_NGA,State
FLAD_NG_ED,Edo,CTR_NGA,State
FLAD_NG_EK,Ekiti,CTR_NGA,State
FLAD_NG_EN,Enugu,CTR_NGA,State
FLAD_NG_GO,Gombe,CTR_NGA,State
FLAD_NG_IM,Imo,CTR_NGA,State
FLAD_NG_JI,Jigawa,CTR_NGA,State
FLAD_NG_KD,Kaduna,CTR_NGA,State
FLAD_NG_KN,Kano,CTR_NGA,State
FLAD_NG_KT,Katsina,CTR_NGA,State
FLAD_NG_KE,Kebbi,CTR_NGA,State
FLAD_NG_KO,Kogi,CTR_NGA,State
FLAD_NG_KW,Kwara,CTR_NGA,State
FLAD_NG_LA,Lagos,CTR_NGA,State
FLAD_NG_NA,Nasarawa,CTR_NGA,State
FLAD_NG_NI,Niger,CTR_NGA,State
FLAD_NG_OG,Ogun,CTR_NGA,State
FLAD_NG_ON,Ondo,CTR_NGA,State
FLAD_NG_OS,Osun,CTR_NGA,State
FLAD_NG_OY,Oyo,CTR_NGA,State
FLAD_NG_PL,Plateau,CTR_NGA,State
FLAD_NG_RI,Rivers,CTR_NGA,State
FLAD_NG_SO,Sokoto,CTR_NGA,State
FLAD_NG_TA,Taraba,CTR_NGA,State
FLAD_NG_YO,Yobe,CTR_NGA,State
FLAD_NG_ZA,Zamfara,CTR_NGA,State
FLAD_MK_801,Aerodrom †,CTR_MKD,Municipality
FLAD_MK_802,Aračinovo,CTR_MKD,Municipality
FLAD_MK_201,Berovo,CTR_MKD,Municipality
FLAD_MK_501,Bitola,CTR_MKD,Municipality
FLAD_MK_401,Bogdanci,CTR_MKD,Municipality
FLAD_MK_601,Bogovinje,CTR_MKD,Municipality
FLAD_MK_402,Bosilovo,CTR_MKD,Municipality
FLAD_MK_602,Brvenica,CTR_MKD,Municipality
FLAD_MK_803,Butel †,CTR_MKD,Municipality
FLAD_MK_313,Centar Župa,CTR_MKD,Municipality
FLAD_MK_814,Centar †,CTR_MKD,Municipality
FLAD_MK_815,Čair †,CTR_MKD,Municipality
FLAD_MK_109,Čaška,CTR_MKD,Municipality
FLAD_MK_210,Češinovo-Obleševo,CTR_MKD,Municipality
FLAD_MK_816,Čučer-Sandevo,CTR_MKD,Municipality
FLAD_MK_303,Debar,CTR_MKD,Municipality
FLAD_MK_304,Debrca,CTR_MKD,Municipality
FLAD_MK_203,Delčevo,CTR_MKD,Municipality
FLAD_MK_502,Demir Hisar,CTR_MKD,Municipality
FLAD_MK_103,Demir Kapija,CTR_MKD,Municipality
FLAD_MK_406,Dojran,CTR_MKD,Municipality
FLAD_MK_503,Dolneni,CTR_MKD,Municipality
FLAD_MK_804,Gazi Baba †,CTR_MKD,Municipality
FLAD_MK_405,Gevgelija,CTR_MKD,Municipality
FLAD_MK_805,Gjorče Petrov †,CTR_MKD,Municipality
FLAD_MK_604,Gostivar,CTR_MKD,Municipality
FLAD_MK_102,Gradsko,CTR_MKD,Municipality
FLAD_MK_807,Ilinden,CTR_MKD,Municipality
FLAD_MK_606,Jegunovce,CTR_MKD,Municipality
FLAD_MK_205,Karbinci,CTR_MKD,Municipality
FLAD_MK_808,Karpoš †,CTR_MKD,Municipality
FLAD_MK_104,Kavadarci,CTR_MKD,Municipality
FLAD_MK_307,Kičevo,CTR_MKD,Municipality
FLAD_MK_809,Kisela Voda †,CTR_MKD,Municipality
FLAD_MK_206,Kočani,CTR_MKD,Municipality
FLAD_MK_407,Konče,CTR_MKD,Municipality
FLAD_MK_701,Kratovo,CTR_MKD,Municipality
FLAD_MK_702,Kriva Palanka,CTR_MKD,Municipality
FLAD_MK_504,Krivogaštani,CTR_MKD,Municipality
FLAD_MK_505,Kruševo,CTR_MKD,Municipality
FLAD_MK_703,Kumanovo,CTR_MKD,Municipality
FLAD_MK_704,Lipkovo,CTR_MKD,Municipality
FLAD_MK_105,Lozovo,CTR_MKD,Municipality
FLAD_MK_207,Makedonska Kamenica,CTR_MKD,Municipality
FLAD_MK_308,Makedonski Brod,CTR_MKD,Municipality
FLAD_MK_607,Mavrovo i Rostuše,CTR_MKD,Municipality
FLAD_MK_506,Mogila,CTR_MKD,Municipality
FLAD_MK_106,Negotino,CTR_MKD,Municipality
FLAD_MK_507,Novaci,CTR_MKD,Municipality
FLAD_MK_408,Novo Selo,CTR_MKD,Municipality
FLAD_MK_310,Ohrid,CTR_MKD,Municipality
FLAD_MK_208,Pehčevo,CTR_MKD,Municipality
FLAD_MK_810,Petrovec,CTR_MKD,Municipality
FLAD_MK_311,Plasnica,CTR_MKD,Municipality
FLAD_MK_508,Prilep,CTR_MKD,Municipality
FLAD_MK_209,Probištip,CTR_MKD,Municipality
FLAD_MK_409,Radoviš,CTR_MKD,Municipality
FLAD_MK_705,Rankovce,CTR_MKD,Municipality
FLAD_MK_509,Resen,CTR_MKD,Municipality
FLAD_MK_107,Rosoman,CTR_MKD,Municipality
FLAD_MK_811,Saraj †,CTR_MKD,Municipality
FLAD_MK_812,Sopište,CTR_MKD,Municipality
FLAD_MK_706,Staro Nagoričane,CTR_MKD,Municipality
FLAD_MK_312,Struga,CTR_MKD,Municipality
FLAD_MK_410,Strumica,CTR_MKD,Municipality
FLAD_MK_813,Studeničani,CTR_MKD,Municipality
FLAD_MK_108,Sveti Nikole,CTR_MKD,Municipality
FLAD_MK_211,Štip,CTR_MKD,Municipality
FLAD_MK_817,Šuto Orizari †,CTR_MKD,Municipality
FLAD_MK_608,Tearce,CTR_MKD,Municipality
FLAD_MK_609,Tetovo,CTR_MKD,Municipality
FLAD_MK_403,Valandovo,CTR_MKD,Municipality
FLAD_MK_404,Vasilevo,CTR_MKD,Municipality
FLAD_MK_101,Veles,CTR_MKD,Municipality
FLAD_MK_301,Vevčani,CTR_MKD,Municipality
FLAD_MK_202,Vinica,CTR_MKD,Municipality
FLAD_MK_603,Vrapčište,CTR_MKD,Municipality
FLAD_MK_806,Zelenikovo,CTR_MKD,Municipality
FLAD_MK_204,Zrnovci,CTR_MKD,Municipality
FLAD_MK_605,Želino,CTR_MKD,Municipality
FLAD_NO_42,Agder,CTR_NOR,County
FLAD_NO_34,Innlandet,CTR_NOR,County
FLAD_NO_22,Jan Mayen (Arctic Region),CTR_NOR,Arctic region
FLAD_NO_15,Møre og Romsdal,CTR_NOR,County
FLAD_NO_18,Nordland,CTR_NOR,County
FLAD_NO_03,Oslo,CTR_NOR,County
FLAD_NO_11,Rogaland,CTR_NOR,County
FLAD_NO_54,Romssa ja Finnmárkku,CTR_NOR,County
FLAD_NO_21,Svalbard (Arctic Region),CTR_NOR,Arctic region
FLAD_NO_50,Trööndelage,CTR_NOR,County
FLAD_NO_38,Vestfold og Telemark,CTR_NOR,County
FLAD_NO_46,Vestland,CTR_NOR,County
FLAD_NO_30,Viken,CTR_NOR,County
FLAD_OM_DA,Ad Dākhilīyah,CTR_OMN,Governorate
FLAD_OM_BU,Al Buraymī,CTR_OMN,Governorate
FLAD_OM_WU,Al Wusţá,CTR_OMN,Governorate
FLAD_OM_ZA,Az̧ Z̧āhirah,CTR_OMN,Governorate
FLAD_OM_BJ,Janūb al Bāţinah,CTR_OMN,Governorate
FLAD_OM_SJ,Janūb ash Sharqīyah,CTR_OMN,Governorate
FLAD_OM_MA,Masqaţ,CTR_OMN,Governorate
FLAD_OM_MU,Musandam,CTR_OMN,Governorate
FLAD_OM_BS,Shamāl al Bāţinah,CTR_OMN,Governorate
FLAD_OM_SS,Shamāl ash Sharqīyah,CTR_OMN,Governorate
FLAD_OM_ZU,Z̧ufār,CTR_OMN,Governorate
FLAD_PK_JK,Azad Jammu and Kashmir,CTR_PAK,Pakistan administered area
FLAD_PK_BA,Balochistan,CTR_PAK,Province
FLAD_PK_GB,Gilgit-Baltistan,CTR_PAK,Pakistan administered area
FLAD_PK_IS,Islamabad,CTR_PAK,Federal capital territory
FLAD_PK_KP,Khyber Pakhtunkhwa,CTR_PAK,Province
FLAD_PK_PB,Punjab,CTR_PAK,Province
FLAD_PK_SD,Sindh,CTR_PAK,Province
FLAD_PW_002,Aimeliik,CTR_PLW,State
FLAD_PW_004,Airai,CTR_PLW,State
FLAD_PW_010,Angaur,CTR_PLW,State
FLAD_PW_050,Hatohobei,CTR_PLW,State
FLAD_PW_100,Kayangel,CTR_PLW,State
FLAD_PW_150,Koror,CTR_PLW,State
FLAD_PW_212,Melekeok,CTR_PLW,State
FLAD_PW_214,Ngaraard,CTR_PLW,State
FLAD_PW_218,Ngarchelong,CTR_PLW,State
FLAD_PW_222,Ngardmau,CTR_PLW,State
FLAD_PW_224,Ngatpang,CTR_PLW,State
FLAD_PW_226,Ngchesar,CTR_PLW,State
FLAD_PW_227,Ngeremlengui,CTR_PLW,State
FLAD_PW_228,Ngiwal,CTR_PLW,State
FLAD_PW_350,Peleliu,CTR_PLW,State
FLAD_PW_370,Sonsorol,CTR_PLW,State
FLAD_PS_BTH,Bethlehem,CTR_PSE,Governorate
FLAD_PS_DEB,Deir El Balah,CTR_PSE,Governorate
FLAD_PS_GZA,Gaza,CTR_PSE,Governorate
FLAD_PS_HBN,Hebron,CTR_PSE,Governorate
FLAD_PS_JEN,Jenin,CTR_PSE,Governorate
FLAD_PS_JRH,Jericho and Al Aghwar,CTR_PSE,Governorate
FLAD_PS_JEM,Jerusalem,CTR_PSE,Governorate
FLAD_PS_KYS,Khan Yunis,CTR_PSE,Governorate
FLAD_PS_NBS,Nablus,CTR_PSE,Governorate
FLAD_PS_NGZ,North Gaza,CTR_PSE,Governorate
FLAD_PS_QQA,Qalqilya,CTR_PSE,Governorate
FLAD_PS_RFH,Rafah,CTR_PSE,Governorate
FLAD_PS_RBH,Ramallah,CTR_PSE,Governorate
FLAD_PS_SLT,Salfit,CTR_PSE,Governorate
FLAD_PS_TBS,Tubas,CTR_PSE,Governorate
FLAD_PS_TKM,Tulkarm,CTR_PSE,Governorate
FLAD_PA_1,Bocas del Toro,CTR_PAN,Province
FLAD_PA_4,Chiriquí,CTR_PAN,Province
FLAD_PA_2,Coclé,CTR_PAN,Province
FLAD_PA_3,Colón,CTR_PAN,Province
FLAD_PA_5,Darién,CTR_PAN,Province
FLAD_PA_EM,Emberá,CTR_PAN,Indigenous region
FLAD_PA_KY,Guna Yala,CTR_PAN,Indigenous region
FLAD_PA_6,Herrera,CTR_PAN,Province
FLAD_PA_7,Los Santos,CTR_PAN,Province
FLAD_PA_NT,Naso Tjër Di,CTR_PAN,Indigenous region
FLAD_PA_NB,Ngäbe-Buglé,CTR_PAN,Indigenous region
FLAD_PA_8,Panamá,CTR_PAN,Province
FLAD_PA_10,Panamá Oeste,CTR_PAN,Province
FLAD_PA_9,Veraguas,CTR_PAN,Province
FLAD_PG_NSB,Bougainville,CTR_PNG,Autonomous region
FLAD_PG_CPM,Central,CTR_PNG,Province
FLAD_PG_CPK,Chimbu,CTR_PNG,Province
FLAD_PG_EBR,East New Britain,CTR_PNG,Province
FLAD_PG_ESW,East Sepik,CTR_PNG,Province
FLAD_PG_EHG,Eastern Highlands,CTR_PNG,Province
FLAD_PG_EPW,Enga,CTR_PNG,Province
FLAD_PG_GPK,Gulf,CTR_PNG,Province
FLAD_PG_HLA,Hela,CTR_PNG,Province
FLAD_PG_JWK,Jiwaka,CTR_PNG,Province
FLAD_PG_MPM,Madang,CTR_PNG,Province
FLAD_PG_MRL,Manus,CTR_PNG,Province
FLAD_PG_MBA,Milne Bay,CTR_PNG,Province
FLAD_PG_MPL,Morobe,CTR_PNG,Province
FLAD_PG_NCD,National Capital District (Port Moresby),CTR_PNG,District
FLAD_PG_NIK,New Ireland,CTR_PNG,Province
FLAD_PG_NPP,Northern,CTR_PNG,Province
FLAD_PG_SHM,Southern Highlands,CTR_PNG,Province
FLAD_PG_WBK,West New Britain,CTR_PNG,Province
FLAD_PG_SAN,West Sepik,CTR_PNG,Province
FLAD_PG_WPD,Western,CTR_PNG,Province
FLAD_PG_WHM,Western Highlands,CTR_PNG,Province
FLAD_PY_16,Alto Paraguay,CTR_PRY,Department
FLAD_PY_10,Alto Paraná,CTR_PRY,Department
FLAD_PY_13,Amambay,CTR_PRY,Department
FLAD_PY_ASU,Asunción,CTR_PRY,Capital
FLAD_PY_19,Boquerón,CTR_PRY,Department
FLAD_PY_5,Caaguazú,CTR_PRY,Department
FLAD_PY_6,Caazapá,CTR_PRY,Department
FLAD_PY_14,Canindeyú,CTR_PRY,Department
FLAD_PY_11,Central,CTR_PRY,Department
FLAD_PY_1,Concepción,CTR_PRY,Department
FLAD_PY_3,Cordillera,CTR_PRY,Department
FLAD_PY_4,Guairá,CTR_PRY,Department
FLAD_PY_7,Itapúa,CTR_PRY,Department
FLAD_PY_8,Misiones,CTR_PRY,Department
FLAD_PY_12,Ñeembucú,CTR_PRY,Department
