THE SPECIE,RACE,CONTINENT,SUB-CONTINENT,SUB-REGION,NATIONALITY,ETHNICITY,REGION,STATE,SENATORIAL DISTRICT,FEDERAL CONSTITUENCY,LOCAL GOVERNMENT AREA,STATE CONSTITUENCY,TOWN,TOWN QUARTER,OBI AREAS,CLAN,VILLAGE,KINDRED/HAMLET, UMUNNA ,,EXT. FAMILY,,,,,,,,,,
HUMANITY,NEGRO,AFRICA,SUB-SAHARA,WEST AFRICA,NIGERIA,UMU - IGBO,SOUTH EAST ,ANAMBRA ,ANAMBRA SOUTH ,IHIALA,IHIALA,IHIALA I,ISSEKE,,,,,,,,,,,,,,,,,,
HUMANITY,NEGRO,AFRICA,SUB-SAHARA,WEST AFRICA,NIGERIA,UMU - IGBO,SOUTH EAST ,ANAMBRA ,ANAMBRA SOUTH ,IHIALA,IHIALA,IHIALA I,LILU,,,,,,,,,,,,,,,,,,
HUMANITY,NEGRO,AFRICA,SUB-SAHARA,WEST AFRICA,NIGERIA,UMU - IGBO,SOUTH EAST ,ANAMBRA ,ANAMBRA SOUTH ,IHIALA,IHIALA,IHIALA I,MBOSI,,,,,,,,,,,,,,,,,,
HUMANITY,NEGRO,AFRICA,SUB-SAHARA,WEST AFRICA,NIGERIA,UMU - IGBO,SOUTH EAST ,ANAMBRA ,ANAMBRA SOUTH ,IHIALA,IHIALA,IHIALA I,OKIJA,UBAHUA BU UBAHU,UBAHU,ETITI-UBAHU,UMUAPANI,DARA ,UMUONWUSIRIKAM,UMUAGBAGOSIM,NWANGWU,EMECHETA,IHEAGWAZI,OHAJIAKA,EZEANO,JAMES,ARINZE,,,,
HUMANITY,NEGRO,AFRICA,SUB-SAHARA,WEST AFRICA,NIGERIA,UMU - IGBO,SOUTH EAST ,ANAMBRA ,ANAMBRA SOUTH ,IHIALA,IHIALA,IHIALA I,OKIJA,UBAHUA BU UBAHU,UBAHU,ETITI-UBAHU,UMUAPANI,DARA ,UMUONWUSIRIKAM,UMUAGBAGOSIM,NWANGWU,EMECHETA,IHEAGWAZI,OHAJIAKA,EZEANO,JAMES,CYPRIAN,,,,
HUMANITY,NEGRO,AFRICA,SUB-SAHARA,WEST AFRICA,NIGERIA,UMU - IGBO,SOUTH EAST ,ANAMBRA ,ANAMBRA SOUTH ,IHIALA,IHIALA,IHIALA I,OKIJA,UBAHUA BU UBAHU,UBAHU,ETITI-UBAHU,UMUAPANI,DARA ,UMUONWUSIRIKAM,UMUAGBAGOSIM,NWANGWU,EMECHETA,IHEAGWAZI,OHAJIAKA,EZEANO,EZEKIEL,ANAYO,,,,
HUMANITY,NEGRO,AFRICA,SUB-SAHARA,WEST AFRICA,NIGERIA,UMU - IGBO,SOUTH EAST ,ANAMBRA ,ANAMBRA SOUTH ,IHIALA,IHIALA,IHIALA I,OKIJA,UBAHUA BU UBAHU,UBAHU,ETITI-UBAHU,UMUAPANI,DARA ,UMUONWUSIRIKAM,UMUAGBAGOSIM,NWANGWU,EMECHETA,IHEAGWAZI,OHAJIAKA,EZEANO,EZEKIEL,CHINEDU,,,,
HUMANITY,NEGRO,AFRICA,SUB-SAHARA,WEST AFRICA,NIGERIA,UMU - IGBO,SOUTH EAST ,ANAMBRA ,ANAMBRA SOUTH ,IHIALA,IHIALA,IHIALA I,OKIJA,UBAHUA BU UBAHU,UBAHU,ETITI-UBAHU,UMUAPANI,DARA ,UMUONWUSIRIKAM,UMUAGBAGOSIM,NWANGWU,EMECHETA,IHEAGWAZI,OHAJIAKA,EZEANO,EZEKIEL,CHIBUEZE,,,,
HUMANITY,NEGRO,AFRICA,SUB-SAHARA,WEST AFRICA,NIGERIA,UMU - IGBO,SOUTH EAST ,ANAMBRA ,ANAMBRA SOUTH ,IHIALA,IHIALA,IHIALA I,OKIJA,UBAHUA BU UBAHU,UBAHU,ETITI-UBAHU,UMUAPANI,DARA ,UMUONWUSIRIKAM,UMUAGBAGOSIM,NWANGWU,EMECHETA,IHEAGWAZI,OHAJIAKA,EZEANO,EZEKIEL,UZOCHUKWU,,,,
HUMANITY,NEGRO,AFRICA,SUB-SAHARA,WEST AFRICA,NIGERIA,UMU - IGBO,SOUTH EAST ,ANAMBRA ,ANAMBRA SOUTH ,IHIALA,IHIALA,IHIALA I,OKIJA,UBAHUA BU UBAHU,UBAHU,ETITI-UBAHU,UMUAPANI,DARA ,UMUONWUSIRIKAM,UMUAGBAGOSIM,NWANGWU,EMECHETA,IHEAGWAZI,OHAJIAKA,EZEANO,PAULINUS,ETHEL,EBUKA,,,
HUMANITY,NEGRO,AFRICA,SUB-SAHARA,WEST AFRICA,NIGERIA,UMU - IGBO,SOUTH EAST ,ANAMBRA ,ANAMBRA SOUTH ,IHIALA,IHIALA,IHIALA I,OKIJA,UBAHUA BU UBAHU,UBAHU,ETITI-UBAHU,UMUAPANI,DARA ,UMUONWUSIRIKAM,UMUAGBAGOSIM,NWANGWU,EMECHETA,IHEAGWAZI,OHAJIAKA,EZEANO,PAULINUS,ONYEKA,,,,
HUMANITY,NEGRO,AFRICA,SUB-SAHARA,WEST AFRICA,NIGERIA,UMU - IGBO,SOUTH EAST ,ANAMBRA ,ANAMBRA SOUTH ,IHIALA,IHIALA,IHIALA I,OKIJA,UBAHUA BU UBAHU,UBAHU,ETITI-UBAHU,UMUAPANI,DARA ,UMUONWUSIRIKAM,UMUAGBAGOSIM,NWANGWU,EMECHETA,IHEAGWAZI,OHAJIAKA,EZEANO,PAULINUS,TOCHUKWU,,,,
HUMANITY,NEGRO,AFRICA,SUB-SAHARA,WEST AFRICA,NIGERIA,UMU - IGBO,SOUTH EAST ,ANAMBRA ,ANAMBRA SOUTH ,IHIALA,IHIALA,IHIALA I,OKIJA,UBAHUA BU UBAHU,UBAHU,ETITI-UBAHU,,DARA ,UMUONWUSIRIKAM,UMUAGBAGOSIM,NWANGWU,EMECHETA,IHEAGWAZI,OHAJIAKA,EZEANO,PAULINUS,CHINEMEREM,,,,
HUMANITY,NEGRO,AFRICA,SUB-SAHARA,WEST AFRICA,NIGERIA,UMU - IGBO,SOUTH EAST ,ANAMBRA ,ANAMBRA SOUTH ,IHIALA,IHIALA,IHIALA I,OKIJA,UBAHUA BU UBAHU,UBAHU,ETITI-UBAHU,UMUAPANI,DARA ,UMUONWUSIRIKAM,UMUAGBAGOSIM,NWANGWU,EMECHETA,IHEAGWAZI,OHAJIAKA,EZEANO,PAULINUS,UGOCHUKWU,,,,
HUMANITY,NEGRO,AFRICA,SUB-SAHARA,WEST AFRICA,NIGERIA,UMU - IGBO,SOUTH EAST ,ANAMBRA ,ANAMBRA SOUTH ,IHIALA,IHIALA,IHIALA I,OKIJA,UBAHUA BU UBAHU,UBAHU,ETITI-UBAHU,UMUAPANI,DARA ,UMUONWUSIRIKAM,UMUAGBAGOSIM,NWANGWU,EMECHETA,IHEAGWAZI,OHAJIAKA,EZEANO,OBI HYACINTH,KELECHUKWU,,,,
HUMANITY,NEGRO,AFRICA,SUB-SAHARA,WEST AFRICA,NIGERIA,UMU - IGBO,SOUTH EAST ,ANAMBRA ,ANAMBRA SOUTH ,IHIALA,IHIALA,IHIALA I,OKIJA,UBAHUA BU UBAHU,UBAHU,ETITI-UBAHU,UMUAPANI,DARA ,UMUONWUSIRIKAM,UMUAGBAGOSIM,NWANGWU,EMECHETA,IHEAGWAZI,OHAJIAKA,EZEANO,OBI,ONYEBUCHI,,,,
HUMANITY,NEGRO,AFRICA,SUB-SAHARA,WEST AFRICA,NIGERIA,UMU - IGBO,SOUTH EAST ,ANAMBRA ,ANAMBRA SOUTH ,IHIALA,IHIALA,IHIALA I,OKIJA,UBAHUA BU UBAHU,UBAHU,ETITI-UBAHU,UMUAPANI,DARA ,UMUONWUSIRIKAM,UMUAGBAGOSIM,NWANGWU,EMECHETA,IHEAGWAZI,OHAJIAKA,EZEANO,OBI,SOMTOCHUKWU,,,,
HUMANITY,NEGRO,AFRICA,SUB-SAHARA,WEST AFRICA,NIGERIA,UMU - IGBO,SOUTH EAST ,ANAMBRA ,ANAMBRA SOUTH ,IHIALA,IHIALA,IHIALA I,OKIJA,UBAHUA BU UBAHU,UBAHU,ETITI-UBAHU,UMUAPANI,DARA ,UMUONWUSIRIKAM,UMUAGBAGOSIM,NWANGWU,EMECHETA,IHEAGWAZI,OHAJIAKA,EZEANO,OHIMIRI,,,,,
HUMANITY,NEGRO,AFRICA,SUB-SAHARA,WEST AFRICA,NIGERIA,UMU - IGBO,SOUTH EAST ,ANAMBRA ,ANAMBRA SOUTH ,IHIALA,IHIALA,IHIALA I,OKIJA,UBAHUA BU UBAHU,UBAHU,ETITI-UBAHU,UMUAPANI,DARA ,UMUONWUSIRIKAM,UMUAGBAGOSIM,NWANGWU,EMECHETA,IHEAGWAZI,OHAJIAKA,EZEANO,JOHN,IFEANYI,,,,
HUMANITY,NEGRO,AFRICA,SUB-SAHARA,WEST AFRICA,NIGERIA,UMU - IGBO,SOUTH EAST ,ANAMBRA ,ANAMBRA SOUTH ,IHIALA,IHIALA,IHIALA I,OKIJA,UBAHUA BU UBAHU,UBAHU,ETITI-UBAHU,UMUAPANI,DARA ,UMUONWUSIRIKAM,UMUAGBAGOSIM,NWANGWU,EMECHETA,IHEAGWAZI,OHAJIAKA,EZEANO,JOHN,NONSO,,,,
HUMANITY,NEGRO,AFRICA,SUB-SAHARA,WEST AFRICA,NIGERIA,UMU - IGBO,SOUTH EAST ,ANAMBRA ,ANAMBRA SOUTH ,IHIALA,IHIALA,IHIALA I,OKIJA,UBAHUA BU UBAHU,UBAHU,ETITI-UBAHU,UMUAPANI,DARA ,UMUONWUSIRIKAM,UMUAGBAGOSIM,NWANGWU,EMECHETA,IHEAGWAZI,OHAJIAKA,EZEANO,OLISA,,,,,
HUMANITY,NEGRO,AFRICA,SUB-SAHARA,WEST AFRICA,NIGERIA,UMU - IGBO,SOUTH EAST ,ANAMBRA ,ANAMBRA SOUTH ,IHIALA,IHIALA,IHIALA I,OKIJA,UBAHUA BU UBAHU,UBAHU,ETITI-UBAHU,UMUAPANI,DARA ,UMUONWUSIRIKAM,UMUAGBAGOSIM,NWANGWU,EMECHETA,IHEAGWAZI,OHAJIAKA,EZEANO,ERNEST UCHENDU,NNABUIFE,,,,
HUMANITY,NEGRO,AFRICA,SUB-SAHARA,WEST AFRICA,NIGERIA,UMU - IGBO,SOUTH EAST ,ANAMBRA ,ANAMBRA SOUTH ,IHIALA,IHIALA,IHIALA I,OKIJA,UBAHUA BU UBAHU,UBAHU,ETITI-UBAHU,UMUAPANI,DARA ,UMUONWUSIRIKAM,UMUAGBAGOSIM,NWANGWU,EMECHETA,IHEAGWAZI,OHAJIAKA,EZEANO,ERNEST UCHENDU,CHUKWUDIKE,,,,
HUMANITY,NEGRO,AFRICA,SUB-SAHARA,WEST AFRICA,NIGERIA,UMU - IGBO,SOUTH EAST ,ANAMBRA ,ANAMBRA SOUTH ,IHIALA,IHIALA,IHIALA I,OKIJA,UBAHUA BU UBAHU,UBAHU,ETITI-UBAHU,UMUAPANI,DARA ,UMUONWUSIRIKAM,UMUAGBAGOSIM,NWANGWU,EMECHETA,IHEAGWAZI,OHAJIAKA,EZEANO,ERNEST UCHENDU,ONYEDIKACHI,,,,
HUMANITY,NEGRO,AFRICA,SUB-SAHARA,WEST AFRICA,NIGERIA,UMU - IGBO,SOUTH EAST ,ANAMBRA ,ANAMBRA SOUTH ,IHIALA,IHIALA,IHIALA I,OKIJA,UBAHUA BU UBAHU,UBAHU,ETITI-UBAHU,UMUAPANI,DARA ,UMUONWUSIRIKAM,UMUAGBAGOSIM,NWANGWU,EMECHETA,IHEAGWAZI,OHAJIAKA,EZEANO,CHRISTIAN,,,,,
HUMANITY,NEGRO,AFRICA,SUB-SAHARA,WEST AFRICA,NIGERIA,UMU - IGBO,SOUTH EAST ,ANAMBRA ,ANAMBRA SOUTH ,IHIALA,IHIALA,IHIALA I,OKIJA,UBAHUA BU UBAHU,UBAHU,ETITI-UBAHU,UMUAPANI,DARA ,UMUONWUSIRIKAM,UMUAGBAGOSIM,NWANGWU,EMECHETA,IHEAGWAZI,OHAJIAKA,EZEANO,DONATIUS,,,,,
HUMANITY,NEGRO,AFRICA,SUB-SAHARA,WEST AFRICA,NIGERIA,UMU - IGBO,SOUTH EAST ,ANAMBRA ,ANAMBRA SOUTH ,IHIALA,IHIALA,IHIALA I,OKIJA,UBAHUA BU UBAHU,UBAHU,ETITI-UBAHU,UMUAPANI,DARA ,UMUONWUSIRIKAM,UMUAGBAGOSIM,NWANGWU,EMECHETA,IHEAGWAZI,OHAJIAKA,EZEANO,IZUABUEKE,CHIDERA,,,,
HUMANITY,NEGRO,AFRICA,SUB-SAHARA,WEST AFRICA,NIGERIA,UMU - IGBO,SOUTH EAST ,ANAMBRA ,ANAMBRA SOUTH ,IHIALA,IHIALA,IHIALA I,OKIJA,UBAHUA BU UBAHU,UBAHU,ETITI-UBAHU,UMUAPANI,DARA ,UMUONWUSIRIKAM,UMUAGBAGOSIM,NWANGWU,EMECHETA,IHEAGWAZI,OHAJIAKA,EZEANO,IZUABUEKE,CHIMOBI,,,,
HUMANITY,NEGRO,AFRICA,SUB-SAHARA,WEST AFRICA,NIGERIA,UMU - IGBO,SOUTH EAST ,ANAMBRA ,ANAMBRA SOUTH ,IHIALA,IHIALA,IHIALA I,OKIJA,UBAHUA BU UBAHU,UBAHU,ETITI-UBAHU,UMUAPANI,DARA ,UMUONWUSIRIKAM,UMUAGBAGOSIM,NWANGWU,EMECHETA,IHEAGWAZI,OHAJIAKA,EZEANO,OZOEMENA,,,,,
HUMANITY,NEGRO,AFRICA,SUB-SAHARA,WEST AFRICA,NIGERIA,UMU - IGBO,SOUTH EAST ,ANAMBRA ,ANAMBRA SOUTH ,IHIALA,IHIALA,IHIALA I,OKIJA,UBAHUA BU UBAHU,UBAHU,ETITI-UBAHU,UMUAPANI,DARA ,UMUONWUSIRIKAM,UMUAGBAGOSIM,NWANGWU,EMECHETA,IHEAGWAZI,OHAJIAKA,EZEANO,OKECHUKWU,CHINONSO,,,,
HUMANITY,NEGRO,AFRICA,SUB-SAHARA,WEST AFRICA,NIGERIA,UMU - IGBO,SOUTH EAST ,ANAMBRA ,ANAMBRA SOUTH ,IHIALA,IHIALA,IHIALA I,OKIJA,UBAHUA BU UBAHU,UBAHU,ETITI-UBAHU,UMUAPANI,DARA ,UMUONWUSIRIKAM,AGBAGOSIM,,,,,,,,,,,
HUMANITY,NEGRO,AFRICA,SUB-SAHARA,WEST AFRICA,NIGERIA,UMU - IGBO,SOUTH EAST ,ANAMBRA ,ANAMBRA SOUTH ,IHIALA,IHIALA,IHIALA I,OKIJA,UBAHUA BU UBAHU,UBAHU,ETITI-UBAHU,UMUAPANI,DARA ,UMUONWUSIRIKAM,EMEGWA,,,,,,,,,,,
HUMANITY,NEGRO,AFRICA,SUB-SAHARA,WEST AFRICA,NIGERIA,UMU - IGBO,SOUTH EAST ,ANAMBRA ,ANAMBRA SOUTH ,IHIALA,IHIALA,IHIALA I,OKIJA,UBAHUA BU UBAHU,UBAHU,ETITI-UBAHU,UMUAPANI,DARA ,UMUONWUSIRIKAM,IBE,,,,,,,,,,,
HUMANITY,NEGRO,AFRICA,SUB-SAHARA,WEST AFRICA,NIGERIA,UMU - IGBO,SOUTH EAST ,ANAMBRA ,ANAMBRA SOUTH ,IHIALA,IHIALA,IHIALA I,OKIJA,UBAHUA BU UBAHU,UBAHU,ETITI-UBAHU,UMUAPANI,DARA ,UMUONWUSIRIKAM,EJEZIE,,,,,,,,,,,
HUMANITY,NEGRO,AFRICA,SUB-SAHARA,WEST AFRICA,NIGERIA,UMU - IGBO,SOUTH EAST ,ANAMBRA ,ANAMBRA SOUTH ,IHIALA,IHIALA,IHIALA I,OKIJA,UBAHUA BU UBAHU,UBAHU,ETITI-UBAHU,UMUAPANI,DARA ,UMUONWUSIRIKAM,ANADI,,,,,,,,,,,
HUMANITY,NEGRO,AFRICA,SUB-SAHARA,WEST AFRICA,NIGERIA,UMU - IGBO,SOUTH EAST ,ANAMBRA ,ANAMBRA SOUTH ,IHIALA,IHIALA,IHIALA I,OKIJA,UBAHUA BU UBAHU,UBAHU,ETITI-UBAHU,UMUAPANI,DARA ,UMUONWUSIRIKAM,AKAFORONYE,,,,,,,,,,,
HUMANITY,NEGRO,AFRICA,SUB-SAHARA,WEST AFRICA,NIGERIA,UMU - IGBO,SOUTH EAST ,ANAMBRA ,ANAMBRA SOUTH ,IHIALA,IHIALA,IHIALA I,OKIJA,UBAHUA BU UBAHU,UBAHU,ETITI-UBAHU,UMUAPANI,DARA ,UMUONWUSIRIKAM,OKOLI,,,,,,,,,,,
HUMANITY,NEGRO,AFRICA,SUB-SAHARA,WEST AFRICA,NIGERIA,UMU - IGBO,SOUTH EAST ,ANAMBRA ,ANAMBRA SOUTH ,IHIALA,IHIALA,IHIALA I,OKIJA,UBAHUA BU UBAHU,UBAHU,ETITI-UBAHU,UMUAPANI,DARA ,DURUASOM,ANAZODO,,,,,,,,,,,
HUMANITY,NEGRO,AFRICA,SUB-SAHARA,WEST AFRICA,NIGERIA,UMU - IGBO,SOUTH EAST ,ANAMBRA ,ANAMBRA SOUTH ,IHIALA,IHIALA,IHIALA I,OKIJA,UBAHUA BU UBAHU,UBAHU,ETITI-UBAHU,UMUAPANI,DARA ,DURUASOM,ESIMONEZE,,,,,,,,,,,
HUMANITY,NEGRO,AFRICA,SUB-SAHARA,WEST AFRICA,NIGERIA,UMU - IGBO,SOUTH EAST ,ANAMBRA ,ANAMBRA SOUTH ,IHIALA,IHIALA,IHIALA I,OKIJA,UBAHUA BU UBAHU,UBAHU,ETITI-UBAHU,UMUAPANI,DARA ,DURUASOM,NWANOLUE,,,,,,,,,,,
HUMANITY,NEGRO,AFRICA,SUB-SAHARA,WEST AFRICA,NIGERIA,UMU - IGBO,SOUTH EAST ,ANAMBRA ,ANAMBRA SOUTH ,IHIALA,IHIALA,IHIALA I,OKIJA,UBAHUA BU UBAHU,UBAHU,ETITI-UBAHU,UMUAPANI,NGEGWU,DURUASOM,OHAZULUME,,,,,,,,,,,
HUMANITY,NEGRO,AFRICA,SUB-SAHARA,WEST AFRICA,NIGERIA,UMU - IGBO,SOUTH EAST ,ANAMBRA ,ANAMBRA SOUTH ,IHIALA,IHIALA,IHIALA I,OKIJA,UBAHUA BU UBAHU,UBAHU,ETITI-UBAHU,UMUAPANI,NGEGWU,DURUASOM,CHUKWUMANJO,,,,,,,,,,,
HUMANITY,NEGRO,AFRICA,SUB-SAHARA,WEST AFRICA,NIGERIA,UMU - IGBO,SOUTH EAST ,ANAMBRA ,ANAMBRA SOUTH ,IHIALA,IHIALA,IHIALA I,OKIJA,,,,,,UMUNWAOLISA,,,,,,,,,,,,
HUMANITY,NEGRO,AFRICA,SUB-SAHARA,WEST AFRICA,NIGERIA,UMU - IGBO,SOUTH EAST ,ANAMBRA ,ANAMBRA SOUTH ,IHIALA,IHIALA,IHIALA I,OKIJA,UBAHUA BU UBAHU,UBAHU,ETITI-UBAHU,UMUAPANI,NHIE ,UMUCHUKWUMA,,,,,,UMUDOGU,UMUNNOROM,NWANKPO,EMMANUEL ANAMASONYE,AKACHUKWU SULLIVAN,EKENE HARRISON,
HUMANITY,NEGRO,AFRICA,SUB-SAHARA,WEST AFRICA,NIGERIA,UMU - IGBO,SOUTH EAST ,ANAMBRA ,ANAMBRA SOUTH ,IHIALA,IHIALA,IHIALA I,OKIJA,UBAHUA BU UBAHU,UBAHU,ETITI-UBAHU,UMUAPANI,NHIE ,,,,,,,UMUDOGU,UMUNNOROM,NWANKPO,EMMANUEL ANAMASONYE,AKACHUKWU SULLIVAN,CHIBUZO,
HUMANITY,NEGRO,AFRICA,SUB-SAHARA,WEST AFRICA,NIGERIA,UMU - IGBO,SOUTH EAST ,ANAMBRA ,ANAMBRA SOUTH ,IHIALA,IHIALA,IHIALA I,OKIJA,UBAHUA BU UBAHU,UBAHU,ETITI-UBAHU,UMUAPANI,NHIE ,,,,,,,UMUANUDO,,,,,,
HUMANITY,NEGRO,AFRICA,SUB-SAHARA,WEST AFRICA,NIGERIA,UMU - IGBO,SOUTH EAST ,ANAMBRA ,ANAMBRA SOUTH ,IHIALA,IHIALA,IHIALA I,OKIJA,UBAHUA BU UBAHU,UBAHU,ETITI-UBAHU,UMUAPANI,NEBO,,,,,,,UMUAHIZE-CHUKWU,,,,,,
HUMANITY,NEGRO,AFRICA,SUB-SAHARA,WEST AFRICA,NIGERIA,UMU - IGBO,SOUTH EAST ,ANAMBRA ,ANAMBRA SOUTH ,IHIALA,IHIALA,IHIALA I,OKIJA,UBAHUA BU UBAHU,UBAHU,ETITI-UBAHU,UMUAPANI,NEBO,,,,,,,UMU-ULASI OCHA,,,,,,
HUMANITY,NEGRO,AFRICA,SUB-SAHARA,WEST AFRICA,NIGERIA,UMU - IGBO,SOUTH EAST ,ANAMBRA ,ANAMBRA SOUTH ,IHIALA,IHIALA,IHIALA I,OKIJA,UBAHUA BU UBAHU,UBAHU,ETITI-UBAHU,UMUAPANI,CHUGHA,,,,,,,UMU OKECHUKWU,,,,,,
HUMANITY,NEGRO,AFRICA,SUB-SAHARA,WEST AFRICA,NIGERIA,UMU - IGBO,SOUTH EAST ,ANAMBRA ,ANAMBRA SOUTH ,IHIALA,IHIALA,IHIALA I,OKIJA,UBAHUA BU UBAHU,UBAHU,ETITI-UBAHU,UMUAPANI,CHUGHA,,,,,,,UMU EGBO CHUKWU,,,,,,
HUMANITY,NEGRO,AFRICA,SUB-SAHARA,WEST AFRICA,NIGERIA,UMU - IGBO,SOUTH EAST ,ANAMBRA ,ANAMBRA SOUTH ,IHIALA,IHIALA,IHIALA I,OKIJA,UBAHUA BU UBAHU,UBAHU,ETITI-UBAHU,UMUAPANI,CHUGHA,,,,,,,UMU NKA DOM,,,,,,
HUMANITY,NEGRO,AFRICA,SUB-SAHARA,WEST AFRICA,NIGERIA,UMU - IGBO,SOUTH EAST ,ANAMBRA ,ANAMBRA SOUTH ,IHIALA,IHIALA,IHIALA I,OKIJA,UBAHUA BU UBAHU,UBAHU,ETITI-UBAHU,UMUAPANI,OMUKWE,,,,,,,UMUEZEDIKE/UMU ONYEDUMEKWU,,,,,,
HUMANITY,NEGRO,AFRICA,SUB-SAHARA,WEST AFRICA,NIGERIA,UMU - IGBO,SOUTH EAST ,ANAMBRA ,ANAMBRA SOUTH ,IHIALA,IHIALA,IHIALA I,OKIJA,UBAHUA BU UBAHU,UBAHU,ETITI-UBAHU,UMUAPANI,OMUKWE,,,,,,,UMUIKEGBU,,,,,,
HUMANITY,NEGRO,AFRICA,SUB-SAHARA,WEST AFRICA,NIGERIA,UMU - IGBO,SOUTH EAST ,ANAMBRA ,ANAMBRA SOUTH ,IHIALA,IHIALA,IHIALA I,OKIJA,UBAHUA BU UBAHU,UBAHU,ETITI-UBAHU,UMUAPANI,OMUKWE,,,,,,,UMU-UDUNWA,,,,,,
HUMANITY,NEGRO,AFRICA,SUB-SAHARA,WEST AFRICA,NIGERIA,UMU - IGBO,SOUTH EAST ,ANAMBRA ,ANAMBRA SOUTH ,IHIALA,IHIALA,IHIALA I,OKIJA,,,,,,,,,,,,,,,,,,
HUMANITY,NEGRO,AFRICA,SUB-SAHARA,WEST AFRICA,NIGERIA,UMU - IGBO,SOUTH EAST ,ANAMBRA ,ANAMBRA SOUTH ,IHIALA,IHIALA,IHIALA I,OKIJA,UBAHUA BU UBAHU,UBAHU,ETITI-UBAHU,UMUAWA,UMUAWA,,,,,,,UMUAWA,,,,,,
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
HUMANITY,NEGRO,AFRICA,SUB-SAHARA,WEST AFRICA,NIGERIA,UMU - IGBO,SOUTH EAST ,ANAMBRA ,ANAMBRA SOUTH ,IHIALA,IHIALA,IHIALA I,OKIJA,UBAHUA BU UBAHU,UBAHU,ETITI-UBAHU,UBAHUA BU UBAHU,UBAHU,ETITI-UBAHU,UBAHU-AGBUGBA,UMUCHUM,NKWAIMA,,,,,,,,,
HUMANITY,NEGRO,AFRICA,SUB-SAHARA,WEST AFRICA,NIGERIA,UMU - IGBO,SOUTH EAST ,ANAMBRA ,ANAMBRA SOUTH ,IHIALA,IHIALA,IHIALA I,OKIJA,UBAHUA BU UBAHU,UBAHU,ETITI-UBAHU,UBAHUA BU UBAHU,UBAHU,ETITI-UBAHU,UBAHU-AGBUGBA,UMUCHUMA,DURUABUCHI,,,,,,,,,
HUMANITY,NEGRO,AFRICA,SUB-SAHARA,WEST AFRICA,NIGERIA,UMU - IGBO,SOUTH EAST ,ANAMBRA ,ANAMBRA SOUTH ,IHIALA,IHIALA,IHIALA I,OKIJA,UBAHUA BU UBAHU,UBAHU,ETITI-UBAHU,UBAHUA BU UBAHU,UBAHU,ETITI-UBAHU,UBAHU-AGBUGBA,UMUCHUMA,ENWEROM,,,,,,,,,
HUMANITY,NEGRO,AFRICA,SUB-SAHARA,WEST AFRICA,NIGERIA,UMU - IGBO,SOUTH EAST ,ANAMBRA ,ANAMBRA SOUTH ,IHIALA,IHIALA,IHIALA I,OKIJA,UBAHUA BU UBAHU,UBAHU,ETITI-UBAHU,UBAHUA BU UBAHU,UBAHU,ETITI-UBAHU,UBAHU-AGBUGBA,UMUELIEM,DURUNGWU,,,,,,,,,
HUMANITY,NEGRO,AFRICA,SUB-SAHARA,WEST AFRICA,NIGERIA,UMU - IGBO,SOUTH EAST ,ANAMBRA ,ANAMBRA SOUTH ,IHIALA,IHIALA,IHIALA I,OKIJA,UBAHUA BU UBAHU,UBAHU,ETITI-UBAHU,UBAHUA BU UBAHU,UBAHU,ETITI-UBAHU,UBAHU-AGBUGBA,UMUELIEM,ONYIMA,,,,,,,,,
HUMANITY,NEGRO,AFRICA,SUB-SAHARA,WEST AFRICA,NIGERIA,UMU - IGBO,SOUTH EAST ,ANAMBRA ,ANAMBRA SOUTH ,IHIALA,IHIALA,IHIALA I,OKIJA,UBAHUA BU UBAHU,UBAHU,ETITI-UBAHU,UBAHUA BU UBAHU,UBAHU,ETITI-UBAHU,UBAHU-AGBUGBA,UMUELIEM,DURU OKWU EGBUNAM,,,,,,,,,
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
HUMANITY,NEGRO,AFRICA,SUB-SAHARA,WEST AFRICA,NIGERIA,UMU - IGBO,SOUTH EAST ,ANAMBRA ,ANAMBRA SOUTH ,IHIALA,IHIALA,IHIALA I,OKIJA,UBAHUA BU UBAHU,UBAHU,ETITI-UBAHU,UMUDARAEGWU,UMUORJI,,,,,,,IDI OKELI,,,,,,
HUMANITY,NEGRO,AFRICA,SUB-SAHARA,WEST AFRICA,NIGERIA,UMU - IGBO,SOUTH EAST ,ANAMBRA ,ANAMBRA SOUTH ,IHIALA,IHIALA,IHIALA I,OKIJA,UBAHUA BU UBAHU,UBAHU,ETITI-UBAHU,UMUDARAEGWU,UMUORJI,,,,,,,DURUDOGU,,,,,,
HUMANITY,NEGRO,AFRICA,SUB-SAHARA,WEST AFRICA,NIGERIA,UMU - IGBO,SOUTH EAST ,ANAMBRA ,ANAMBRA SOUTH ,IHIALA,IHIALA,IHIALA I,OKIJA,UBAHUA BU UBAHU,UBAHU,ETITI-UBAHU,UMUDARAEGWU,UMUORJI,,,,,,,ENUKAMADU,,,,,,
HUMANITY,NEGRO,AFRICA,SUB-SAHARA,WEST AFRICA,NIGERIA,UMU - IGBO,SOUTH EAST ,ANAMBRA ,ANAMBRA SOUTH ,IHIALA,IHIALA,IHIALA I,OKIJA,UBAHUA BU UBAHU,UBAHU,ETITI-UBAHU,UMUDARAEGWU,UMUORJI,,,,,,,EZENGU,,,,,,
