THE SPECIE,RACE,CONTINENT,SUB-CONTINENT,SUB-REGION,NATIONALITY,ETHNICITY,REGION,STATE,SENATORIAL DISTRICT,FEDERAL CONSTITUENCY,LOCAL GOVERNMENT AREA,STATE CONSTITUENCY,TOWN,TOWN DIVISION,TOWN QUARTERS,CLAN,VILLAGE,HAMLET,KINDRED, UMUNNA ,EXTENDED FAMILY,GREAT GRAND FAMILY,GRAND FAMILY,FAMILY,Unnamed: 25,Unnamed: 26,Unnamed: 27,Unnamed: 28,Unnamed: 29,Unnamed: 30,Unnamed: 31,Source_Sheet,TOWN QUARTER,OBI AREAS,KINDRED/HAMLET,Unnamed: 20,EXT. FAMILY,Unnamed: 22,Unnamed: 23,CHAIRMAN,SECRETARY,Unnamed: 21,Unnamed: 24,QUARTERS,VILLAGES, UMUNNA (EXT. FAMILY),OKPARA
HUMANITY,NEGRO,AFRICA,SUB-SAHARA,WEST AFRICA,NIGERIA,UMU - IGBO,SOUTH-SOUTH,CROSS-RIVERS,RIVER SOUTH,AKAMKPA/BIASE,AKAMKPA,AKAMKPA I,IKO,,,,,,,,,,,,,,,,,,,CROSS-RIVER,,,,,,,,,,,,,,,
HUMANITY,NEGRO,AFRICA,SUB-SAHARA,WEST AFRICA,NIGERIA,UMU - IGBO,SOUTH-SOUTH,CROSS-RIVERS,RIVER SOUTH,AKAMKPA/BIASE,AKAMKPA,AKAMKPA II,OBAN,,,,,,,,,,,,,,,,,,,CROSS-RIVER,,,,,,,,,,,,,,,
HUMANITY,NEGRO,AFRICA,SUB-SAHARA,WEST AFRICA,NIGERIA,UMU - IGBO,SOUTH-SOUTH,CROSS-RIVERS,RIVER SOUTH,AKAMKPA/BIASE,BIASE,BIASE,AKPET,,,,,,,,,,,,,,,,,,,CROSS-RIVER,,,,,,,,,,,,,,,
HUMANITY,NEGRO,AFRICA,SUB-SAHARA,WEST AFRICA,NIGERIA,UMU - IGBO,SOUTH-SOUTH,CROSS-RIVERS,RIVER SOUTH,AKAMKPA/BIASE,BIASE,BIASE,UBAGHARA,,,,,,,,,,,,,,,,,,,CROSS-RIVER,,,,,,,,,,,,,,,
HUMANITY,NEGRO,AFRICA,SUB-SAHARA,WEST AFRICA,NIGERIA,UMU - IGBO,SOUTH-SOUTH,CROSS-RIVERS,RIVER SOUTH,AKAMKPA/BIASE,BIASE,BIASE,OKURIKE,,,,,,,,,,,,,,,,,,,CROSS-RIVER,,,,,,,,,,,,,,,
HUMANITY,NEGRO,AFRICA,SUB-SAHARA,WEST AFRICA,NIGERIA,UMU - IGBO,SOUTH-SOUTH,CROSS-RIVERS,RIVER SOUTH,AKAMKPA/BIASE,BIASE,BIASE,AGWAGUNE,,,,,,,,,,,,,,,,,,,CROSS-RIVER,,,,,,,,,,,,,,,
HUMANITY,NEGRO,AFRICA,SUB-SAHARA,WEST AFRICA,NIGERIA,UMU - IGBO,SOUTH-SOUTH,CROSS-RIVERS,RIVER SOUTH,AKAMKPA/BIASE,BIASE,BIASE,OBUM,,,,,,,,,,,,,,,,,,,CROSS-RIVER,,,,,,,,,,,,,,,
HUMANITY,NEGRO,AFRICA,SUB-SAHARA,WEST AFRICA,NIGERIA,UMU - IGBO,SOUTH-SOUTH,CROSS-RIVERS,RIVER SOUTH,AKAMKPA/BIASE,BIASE,BIASE,UMUOLOR,,,,,,,,,,,,,,,,,,,CROSS-RIVER,,,,,,,,,,,,,,,
HUMANITY,NEGRO,AFRICA,SUB-SAHARA,WEST AFRICA,NIGERIA,UMU - IGBO,SOUTH-SOUTH,CROSS-RIVERS,RIVER SOUTH,AKAMKPA/BIASE,BIASE,BIASE,EGBOR,,,,,,,,,,,,,,,,,,,CROSS-RIVER,,,,,,,,,,,,,,,
HUMANITY,NEGRO,AFRICA,SUB-SAHARA,WEST AFRICA,NIGERIA,UMU - IGBO,SOUTH-SOUTH,CROSS-RIVERS,RIVER SOUTH,AKAMKPA/BIASE,BIASE,BIASE,AKPARAVUNI,,,,,,,,,,,,,,,,,,,CROSS-RIVER,,,,,,,,,,,,,,,
HUMANITY,NEGRO,AFRICA,SUB-SAHARA,WEST AFRICA,NIGERIA,UMU - IGBO,SOUTH-SOUTH,CROSS-RIVERS,RIVER SOUTH,OBUBRA/ETUNG,OBUBRA,OBUBRA I,ABABENE,,,,,,,,,,,,,,,,,,,CROSS-RIVER,,,,,,,,,,,,,,,
HUMANITY,NEGRO,AFRICA,SUB-SAHARA,WEST AFRICA,NIGERIA,UMU - IGBO,SOUTH-SOUTH,CROSS-RIVERS,RIVER SOUTH,OBUBRA/ETUNG,OBUBRA,OBUBRA I,IYAMITET,,,,,,,,,,,,,,,,,,,CROSS-RIVER,,,,,,,,,,,,,,,
HUMANITY,NEGRO,AFRICA,SUB-SAHARA,WEST AFRICA,NIGERIA,UMU - IGBO,SOUTH-SOUTH,CROSS-RIVERS,RIVER SOUTH,OBUBRA/ETUNG,OBUBRA,OBUBRA I,OKOM,,,,,,,,,,,,,,,,,,,CROSS-RIVER,,,,,,,,,,,,,,,
HUMANITY,NEGRO,AFRICA,SUB-SAHARA,WEST AFRICA,NIGERIA,UMU - IGBO,SOUTH-SOUTH,CROSS-RIVERS,RIVER SOUTH,OBUBRA/ETUNG,OBUBRA,OBUBRA I,OSOPONG,,,,,,,,,,,,,,,,,,,CROSS-RIVER,,,,,,,,,,,,,,,
HUMANITY,NEGRO,AFRICA,SUB-SAHARA,WEST AFRICA,NIGERIA,UMU - IGBO,SOUTH-SOUTH,CROSS-RIVERS,RIVER SOUTH,OBUBRA/ETUNG,OBUBRA,OBUBRA I,IYALLA,,,,,,,,,,,,,,,,,,,CROSS-RIVER,,,,,,,,,,,,,,,
HUMANITY,NEGRO,AFRICA,SUB-SAHARA,WEST AFRICA,NIGERIA,UMU - IGBO,SOUTH-SOUTH,CROSS-RIVERS,RIVER SOUTH,OBUBRA/ETUNG,OBUBRA,OBUBRA I,OFAT,,,,,,,,,,,,,,,,,,,CROSS-RIVER,,,,,,,,,,,,,,,
HUMANITY,NEGRO,AFRICA,SUB-SAHARA,WEST AFRICA,NIGERIA,UMU - IGBO,SOUTH-SOUTH,CROSS-RIVERS,RIVER SOUTH,OBUBRA/ETUNG,OBUBRA,OBUBRA I,OFODUA,,,,,,,,,,,,,,,,,,,CROSS-RIVER,,,,,,,,,,,,,,,
HUMANITY,NEGRO,AFRICA,SUB-SAHARA,WEST AFRICA,NIGERIA,UMU - IGBO,SOUTH-SOUTH,CROSS-RIVERS,RIVER SOUTH,OBUBRA/ETUNG,OBUBRA,OBUBRA I,OFOMBO-NGHA,,,,,,,,,,,,,,,,,,,CROSS-RIVER,,,,,,,,,,,,,,,
HUMANITY,NEGRO,AFRICA,SUB-SAHARA,WEST AFRICA,NIGERIA,UMU - IGBO,SOUTH-SOUTH,CROSS-RIVERS,RIVER SOUTH,OBUBRA/ETUNG,ETUNG,ETUNG,ANANTIGHA,,,,,,,,,,,,,,,,,,,CROSS-RIVER,,,,,,,,,,,,,,,
HUMANITY,NEGRO,AFRICA,SUB-SAHARA,WEST AFRICA,NIGERIA,UMU - IGBO,SOUTH-SOUTH,CROSS-RIVERS,RIVER SOUTH,OBUBRA/ETUNG,ETUNG,ETUNG,HENSHAW TOWN,,,,,,,,,,,,,,,,,,,CROSS-RIVER,,,,,,,,,,,,,,,
HUMANITY,NEGRO,AFRICA,SUB-SAHARA,WEST AFRICA,NIGERIA,UMU - IGBO,SOUTH-SOUTH,CROSS-RIVERS,RIVER SOUTH,OBUBRA/ETUNG,ETUNG,ETUNG,EFFUT UWANSE,,,,,,,,,,,,,,,,,,,CROSS-RIVER,,,,,,,,,,,,,,,
HUMANITY,NEGRO,AFRICA,SUB-SAHARA,WEST AFRICA,NIGERIA,UMU - IGBO,SOUTH-SOUTH,CROSS-RIVERS,RIVER SOUTH,OBUBRA/ETUNG,ETUNG,ETUNG,EFUT EBUA,,,,,,,,,,,,,,,,,,,CROSS-RIVER,,,,,,,,,,,,,,,
HUMANITY,NEGRO,AFRICA,SUB-SAHARA,WEST AFRICA,NIGERIA,UMU - IGBO,SOUTH-SOUTH,RIVERS ,RIVERS EAST ,PORT HARCOURT ,PORT HARCOURT ,PORT HARCOURT I,PORT HARCOURT,,,,,,,,,,,,,,,,,,,RIVERS ,,,,,,,,,,,,,,,
HUMANITY,NEGRO,AFRICA,SUB-SAHARA,WEST AFRICA,NIGERIA,UMU - IGBO,SOUTH-SOUTH,RIVERS ,RIVERS EAST ,PORT HARCOURT ,PORT HARCOURT ,PORT HARCOURT I,OBIO-AKPOR,,,,,,,,,,,,,,,,,,,RIVERS ,,,,,,,,,,,,,,,
HUMANITY,NEGRO,AFRICA,SUB-SAHARA,WEST AFRICA,NIGERIA,UMU - IGBO,SOUTH-SOUTH,RIVERS ,RIVERS EAST ,PORT HARCOURT ,PORT HARCOURT ,PORT HARCOURT I,OKRIKA: ,,,,,,,,,,,,,,,,,,,RIVERS ,,,,,,,,,,,,,,,
HUMANITY,NEGRO,AFRICA,SUB-SAHARA,WEST AFRICA,NIGERIA,UMU - IGBO,SOUTH-SOUTH,RIVERS ,RIVERS EAST ,PORT HARCOURT ,PORT HARCOURT ,PORT HARCOURT I,ELEME,,,,,,,,,,,,,,,,,,,RIVERS ,,,,,,,,,,,,,,,
HUMANITY,NEGRO,AFRICA,SUB-SAHARA,WEST AFRICA,NIGERIA,UMU - IGBO,SOUTH-SOUTH,RIVERS ,RIVERS EAST ,PORT HARCOURT ,PORT HARCOURT ,PORT HARCOURT I,IKWERRE,,,,,,,,,,,,,,,,,,,RIVERS ,,,,,,,,,,,,,,,
HUMANITY,NEGRO,AFRICA,SUB-SAHARA,WEST AFRICA,NIGERIA,UMU - IGBO,SOUTH-SOUTH,RIVERS ,RIVERS EAST ,PORT HARCOURT ,PORT HARCOURT ,PORT HARCOURT I,OYIGBO,,,,,,,,,,,,,,,,,,,RIVERS ,,,,,,,,,,,,,,,
HUMANITY,NEGRO,AFRICA,SUB-SAHARA,WEST AFRICA,NIGERIA,UMU - IGBO,SOUTH-SOUTH,RIVERS ,RIVERS EAST ,PORT HARCOURT ,PORT HARCOURT ,PORT HARCOURT II,OGU–BOLO,,,,,,,,,,,,,,,,,,,RIVERS ,,,,,,,,,,,,,,,
HUMANITY,NEGRO,AFRICA,SUB-SAHARA,WEST AFRICA,NIGERIA,UMU - IGBO,SOUTH-SOUTH,RIVERS ,RIVERS EAST ,PORT HARCOURT ,PORT HARCOURT ,PORT HARCOURT III,ETCHE,,,,,,,,,,,,,,,,,,,RIVERS ,,,,,,,,,,,,,,,
HUMANITY,NEGRO,AFRICA,SUB-SAHARA,WEST AFRICA,NIGERIA,UMU - IGBO,SOUTH-SOUTH,RIVERS ,RIVERS EAST ,OBIO-AKPOR ,OBIO-AKPOR ,OBIO-AKPOR I,ELELENWO,,,,,,,,,,,,,,,,,,,RIVERS ,,,,,,,,,,,,,,,
HUMANITY,NEGRO,AFRICA,SUB-SAHARA,WEST AFRICA,NIGERIA,UMU - IGBO,SOUTH-SOUTH,RIVERS ,RIVERS EAST ,OBIO-AKPOR ,OBIO-AKPOR ,OBIO-AKPOR I,NKPELU,,,,,,,,,,,,,,,,,,,RIVERS ,,,,,,,,,,,,,,,
HUMANITY,NEGRO,AFRICA,SUB-SAHARA,WEST AFRICA,NIGERIA,UMU - IGBO,SOUTH-SOUTH,RIVERS ,RIVERS EAST ,OBIO-AKPOR ,OBIO-AKPOR ,OBIO-AKPOR I,RUMUEME,,,,,,,,,,,,,,,,,,,RIVERS ,,,,,,,,,,,,,,,
HUMANITY,NEGRO,AFRICA,SUB-SAHARA,WEST AFRICA,NIGERIA,UMU - IGBO,SOUTH-SOUTH,RIVERS ,RIVERS EAST ,OBIO-AKPOR ,OBIO-AKPOR ,OBIO-AKPOR I,RUMUOKORO,,,,,,,,,,,,,,,,,,,RIVERS ,,,,,,,,,,,,,,,
HUMANITY,NEGRO,AFRICA,SUB-SAHARA,WEST AFRICA,NIGERIA,UMU - IGBO,SOUTH-SOUTH,RIVERS ,RIVERS EAST ,OBIO-AKPOR ,OBIO-AKPOR ,OBIO-AKPOR I,WOJI,,,,,,,,,,,,,,,,,,,RIVERS ,,,,,,,,,,,,,,,
HUMANITY,NEGRO,AFRICA,SUB-SAHARA,WEST AFRICA,NIGERIA,UMU - IGBO,SOUTH-SOUTH,RIVERS ,RIVERS EAST ,OBIO-AKPOR ,OBIO-AKPOR ,OBIO-AKPOR I,TRANS-AMADI,,,,,,,,,,,,,,,,,,,RIVERS ,,,,,,,,,,,,,,,
HUMANITY,NEGRO,AFRICA,SUB-SAHARA,WEST AFRICA,NIGERIA,UMU - IGBO,SOUTH-SOUTH,RIVERS ,RIVERS EAST ,OBIO-AKPOR ,OBIO-AKPOR ,OBIO-AKPOR I,RUMUOJI,,,,,,,,,,,,,,,,,,,RIVERS ,,,,,,,,,,,,,,,
HUMANITY,NEGRO,AFRICA,SUB-SAHARA,WEST AFRICA,NIGERIA,UMU - IGBO,SOUTH-SOUTH,RIVERS ,RIVERS EAST ,OBIO-AKPOR ,OBIO-AKPOR ,OBIO-AKPOR II,CHOBA,,,,,,,,,,,,,,,,,,,RIVERS ,,,,,,,,,,,,,,,
HUMANITY,NEGRO,AFRICA,SUB-SAHARA,WEST AFRICA,NIGERIA,UMU - IGBO,SOUTH-SOUTH,RIVERS ,RIVERS EAST ,IKWERRE/EMOHUA,IKWERRE,IKWERRE I,ISIOKPO,,,,,,,,,,,,,,,,,,,RIVERS ,,,,,,,,,,,,,,,
HUMANITY,NEGRO,AFRICA,SUB-SAHARA,WEST AFRICA,NIGERIA,UMU - IGBO,SOUTH-SOUTH,RIVERS ,RIVERS EAST ,IKWERRE/EMOHUA,IKWERRE,IKWERRE I,ELELE,,,,,,,,,,,,,,,,,,,RIVERS ,,,,,,,,,,,,,,,
HUMANITY,NEGRO,AFRICA,SUB-SAHARA,WEST AFRICA,NIGERIA,UMU - IGBO,SOUTH-SOUTH,RIVERS ,RIVERS EAST ,IKWERRE/EMOHUA,IKWERRE,IKWERRE I,OMAGWA,,,,,,,,,,,,,,,,,,,RIVERS ,,,,,,,,,,,,,,,
HUMANITY,NEGRO,AFRICA,SUB-SAHARA,WEST AFRICA,NIGERIA,UMU - IGBO,SOUTH-SOUTH,RIVERS ,RIVERS EAST ,IKWERRE/EMOHUA,IKWERRE,IKWERRE I,IPO,,,,,,,,,,,,,,,,,,,RIVERS ,,,,,,,,,,,,,,,
HUMANITY,NEGRO,AFRICA,SUB-SAHARA,WEST AFRICA,NIGERIA,UMU - IGBO,SOUTH-SOUTH,RIVERS ,RIVERS EAST ,IKWERRE/EMOHUA,IKWERRE,IKWERRE I,ALUU,,,,,,,,,,,,,,,,,,,RIVERS ,,,,,,,,,,,,,,,
HUMANITY,NEGRO,AFRICA,SUB-SAHARA,WEST AFRICA,NIGERIA,UMU - IGBO,SOUTH-SOUTH,RIVERS ,RIVERS EAST ,IKWERRE/EMOHUA,IKWERRE,IKWERRE I,OMUANWA,,,,,,,,,,,,,,,,,,,RIVERS ,,,,,,,,,,,,,,,
HUMANITY,NEGRO,AFRICA,SUB-SAHARA,WEST AFRICA,NIGERIA,UMU - IGBO,SOUTH-SOUTH,RIVERS ,RIVERS EAST ,IKWERRE/EMOHUA,IKWERRE,IKWERRE I,OMADEME,,,,,,,,,,,,,,,,,,,RIVERS ,,,,,,,,,,,,,,,
HUMANITY,NEGRO,AFRICA,SUB-SAHARA,WEST AFRICA,NIGERIA,UMU - IGBO,SOUTH-SOUTH,RIVERS ,RIVERS EAST ,IKWERRE/EMOHUA,IKWERRE,IKWERRE I,OZUAHA,,,,,,,,,,,,,,,,,,,RIVERS ,,,,,,,,,,,,,,,
HUMANITY,NEGRO,AFRICA,SUB-SAHARA,WEST AFRICA,NIGERIA,UMU - IGBO,SOUTH-SOUTH,RIVERS ,RIVERS EAST ,IKWERRE/EMOHUA,IKWERRE,IKWERRE I,UBIMA,,,,,,,,,,,,,,,,,,,RIVERS ,,,,,,,,,,,,,,,
HUMANITY,NEGRO,AFRICA,SUB-SAHARA,WEST AFRICA,NIGERIA,UMU - IGBO,SOUTH-SOUTH,RIVERS ,RIVERS EAST ,IKWERRE/EMOHUA,EMOHUA,EMOHUA,ODUOHA,,,,,,,,,,,,,,,,,,,RIVERS ,,,,,,,,,,,,,,,
HUMANITY,NEGRO,AFRICA,SUB-SAHARA,WEST AFRICA,NIGERIA,UMU - IGBO,SOUTH-SOUTH,RIVERS ,RIVERS EAST ,IKWERRE/EMOHUA,EMOHUA,EMOHUA,ELIBRADA,,,,,,,,,,,,,,,,,,,RIVERS ,,,,,,,,,,,,,,,
HUMANITY,NEGRO,AFRICA,SUB-SAHARA,WEST AFRICA,NIGERIA,UMU - IGBO,SOUTH-SOUTH,RIVERS ,RIVERS EAST ,IKWERRE/EMOHUA,EMOHUA,EMOHUA,ISIODU,,,,,,,,,,,,,,,,,,,RIVERS ,,,,,,,,,,,,,,,
HUMANITY,NEGRO,AFRICA,SUB-SAHARA,WEST AFRICA,NIGERIA,UMU - IGBO,SOUTH-SOUTH,RIVERS ,RIVERS EAST ,IKWERRE/EMOHUA,EMOHUA,EMOHUA,RUMUAKUNDE,,,,,,,,,,,,,,,,,,,RIVERS ,,,,,,,,,,,,,,,
HUMANITY,NEGRO,AFRICA,SUB-SAHARA,WEST AFRICA,NIGERIA,UMU - IGBO,SOUTH-SOUTH,RIVERS ,RIVERS EAST ,IKWERRE/EMOHUA,EMOHUA,EMOHUA,RUMUCHE,,,,,,,,,,,,,,,,,,,RIVERS ,,,,,,,,,,,,,,,
HUMANITY,NEGRO,AFRICA,SUB-SAHARA,WEST AFRICA,NIGERIA,UMU - IGBO,SOUTH-SOUTH,RIVERS ,RIVERS EAST ,IKWERRE/EMOHUA,EMOHUA,EMOHUA,RUMUOHIA,,,,,,,,,,,,,,,,,,,RIVERS ,,,,,,,,,,,,,,,
HUMANITY,NEGRO,AFRICA,SUB-SAHARA,WEST AFRICA,NIGERIA,UMU - IGBO,SOUTH-SOUTH,RIVERS ,RIVERS EAST ,IKWERRE/EMOHUA,EMOHUA,EMOHUA,MGBUETO,,,,,,,,,,,,,,,,,,,RIVERS ,,,,,,,,,,,,,,,
HUMANITY,NEGRO,AFRICA,SUB-SAHARA,WEST AFRICA,NIGERIA,UMU - IGBO,SOUTH-SOUTH,RIVERS ,RIVERS EAST ,IKWERRE/EMOHUA,EMOHUA,EMOHUA,MGBUITANWO,,,,,,,,,,,,,,,,,,,RIVERS ,,,,,,,,,,,,,,,
HUMANITY,NEGRO,AFRICA,SUB-SAHARA,WEST AFRICA,NIGERIA,UMU - IGBO,SOUTH-SOUTH,RIVERS ,RIVERS EAST ,IKWERRE/EMOHUA,EMOHUA,EMOHUA,OMUDIOGA,,,,,,,,,,,,,,,,,,,RIVERS ,,,,,,,,,,,,,,,
HUMANITY,NEGRO,AFRICA,SUB-SAHARA,WEST AFRICA,NIGERIA,UMU - IGBO,SOUTH-SOUTH,RIVERS ,RIVERS EAST ,IKWERRE/EMOHUA,EMOHUA,EMOHUA,EGBEDA,,,,,,,,,,,,,,,,,,,RIVERS ,,,,,,,,,,,,,,,
HUMANITY,NEGRO,AFRICA,SUB-SAHARA,WEST AFRICA,NIGERIA,UMU - IGBO,SOUTH-SOUTH,RIVERS ,RIVERS EAST ,IKWERRE/EMOHUA,EMOHUA,EMOHUA,UBIMINI,,,,,,,,,,,,,,,,,,,RIVERS ,,,,,,,,,,,,,,,
HUMANITY,NEGRO,AFRICA,SUB-SAHARA,WEST AFRICA,NIGERIA,UMU - IGBO,SOUTH-SOUTH,RIVERS ,RIVERS EAST ,IKWERRE/EMOHUA,EMOHUA,EMOHUA,ELELE-ALIMINI,,,,,,,,,,,,,,,,,,,RIVERS ,,,,,,,,,,,,,,,
HUMANITY,NEGRO,AFRICA,SUB-SAHARA,WEST AFRICA,NIGERIA,UMU - IGBO,SOUTH-SOUTH,RIVERS ,RIVERS EAST ,IKWERRE/EMOHUA,EMOHUA,EMOHUA,RUMUJI,,,,,,,,,,,,,,,,,,,RIVERS ,,,,,,,,,,,,,,,
HUMANITY,NEGRO,AFRICA,SUB-SAHARA,WEST AFRICA,NIGERIA,UMU - IGBO,SOUTH-SOUTH,RIVERS ,RIVERS EAST ,IKWERRE/EMOHUA,EMOHUA,EMOHUA,IBAA,,,,,,,,,,,,,,,,,,,RIVERS ,,,,,,,,,,,,,,,
HUMANITY,NEGRO,AFRICA,SUB-SAHARA,WEST AFRICA,NIGERIA,UMU - IGBO,SOUTH-SOUTH,RIVERS ,RIVERS EAST ,IKWERRE/EMOHUA,EMOHUA,EMOHUA,OBELLE,,,,,,,,,,,,,,,,,,,RIVERS ,,,,,,,,,,,,,,,
HUMANITY,NEGRO,AFRICA,SUB-SAHARA,WEST AFRICA,NIGERIA,UMU - IGBO,SOUTH-SOUTH,RIVERS ,RIVERS EAST ,IKWERRE/EMOHUA,EMOHUA,EMOHUA,ITU,,,,,,,,,,,,,,,,,,,RIVERS ,,,,,,,,,,,,,,,
HUMANITY,NEGRO,AFRICA,SUB-SAHARA,WEST AFRICA,NIGERIA,UMU - IGBO,SOUTH-SOUTH,RIVERS ,RIVERS EAST ,IKWERRE/EMOHUA,EMOHUA,EMOHUA,NDELE,,,,,,,,,,,,,,,,,,,RIVERS ,,,,,,,,,,,,,,,
HUMANITY,NEGRO,AFRICA,SUB-SAHARA,WEST AFRICA,NIGERIA,UMU - IGBO,SOUTH-SOUTH,RIVERS ,RIVERS EAST ,IKWERRE/EMOHUA,EMOHUA,EMOHUA,ODEGU,,,,,,,,,,,,,,,,,,,RIVERS ,,,,,,,,,,,,,,,
HUMANITY,NEGRO,AFRICA,SUB-SAHARA,WEST AFRICA,NIGERIA,UMU - IGBO,SOUTH-SOUTH,RIVERS ,RIVERS EAST ,ETCHE ,ETCHE,ETCHE I,OKEHI,,,,,,,,,,,,,,,,,,,RIVERS ,,,,,,,,,,,,,,,
HUMANITY,NEGRO,AFRICA,SUB-SAHARA,WEST AFRICA,NIGERIA,UMU - IGBO,SOUTH-SOUTH,RIVERS ,RIVERS EAST ,ETCHE ,ETCHE,ETCHE I,AFARA,,,,,,,,,,,,,,,,,,,RIVERS ,,,,,,,,,,,,,,,
HUMANITY,NEGRO,AFRICA,SUB-SAHARA,WEST AFRICA,NIGERIA,UMU - IGBO,SOUTH-SOUTH,RIVERS ,RIVERS EAST ,ETCHE ,ETCHE,ETCHE I,CHOKOCHO,,,,,,,,,,,,,,,,,,,RIVERS ,,,,,,,,,,,,,,,
HUMANITY,NEGRO,AFRICA,SUB-SAHARA,WEST AFRICA,NIGERIA,UMU - IGBO,SOUTH-SOUTH,RIVERS ,RIVERS EAST ,ETCHE ,ETCHE,ETCHE I,IGBOH,,,,,,,,,,,,,,,,,,,RIVERS ,,,,,,,,,,,,,,,
HUMANITY,NEGRO,AFRICA,SUB-SAHARA,WEST AFRICA,NIGERIA,UMU - IGBO,SOUTH-SOUTH,RIVERS ,RIVERS EAST ,ETCHE ,ETCHE,ETCHE I,EGBEKE,,,,,,,,,,,,,,,,,,,RIVERS ,,,,,,,,,,,,,,,
HUMANITY,NEGRO,AFRICA,SUB-SAHARA,WEST AFRICA,NIGERIA,UMU - IGBO,SOUTH-SOUTH,RIVERS ,RIVERS EAST ,ETCHE ,ETCHE,ETCHE I,IGBODO,,,,,,,,,,,,,,,,,,,RIVERS ,,,,,,,,,,,,,,,
HUMANITY,NEGRO,AFRICA,SUB-SAHARA,WEST AFRICA,NIGERIA,UMU - IGBO,SOUTH-SOUTH,RIVERS ,RIVERS EAST ,ETCHE ,ETCHE,ETCHE I,OPIRO,,,,,,,,,,,,,,,,,,,RIVERS ,,,,,,,,,,,,,,,
HUMANITY,NEGRO,AFRICA,SUB-SAHARA,WEST AFRICA,NIGERIA,UMU - IGBO,SOUTH-SOUTH,RIVERS ,RIVERS EAST ,ETCHE ,ETCHE,ETCHE I,UMUECHEM,,,,,,,,,,,,,,,,,,,RIVERS ,,,,,,,,,,,,,,,
HUMANITY,NEGRO,AFRICA,SUB-SAHARA,WEST AFRICA,NIGERIA,UMU - IGBO,SOUTH-SOUTH,RIVERS ,RIVERS EAST ,ETCHE ,ETCHE,ETCHE I,ODUFOR,,,,,,,,,,,,,,,,,,,RIVERS ,,,,,,,,,,,,,,,
HUMANITY,NEGRO,AFRICA,SUB-SAHARA,WEST AFRICA,NIGERIA,UMU - IGBO,SOUTH-SOUTH,RIVERS ,RIVERS EAST ,ETCHE ,ETCHE,ETCHE I,OKOMOKO,,,,,,,,,,,,,,,,,,,RIVERS ,,,,,,,,,,,,,,,
HUMANITY,NEGRO,AFRICA,SUB-SAHARA,WEST AFRICA,NIGERIA,UMU - IGBO,SOUTH-SOUTH,RIVERS ,RIVERS EAST ,ETCHE ,ETCHE,ETCHE I,ULUMUODE,,,,,,,,,,,,,,,,,,,RIVERS ,,,,,,,,,,,,,,,
HUMANITY,NEGRO,AFRICA,SUB-SAHARA,WEST AFRICA,NIGERIA,UMU - IGBO,SOUTH-SOUTH,RIVERS ,RIVERS EAST ,ETCHE ,ETCHE,ETCHE I,UMUANYAGU,,,,,,,,,,,,,,,,,,,RIVERS ,,,,,,,,,,,,,,,
HUMANITY,NEGRO,AFRICA,SUB-SAHARA,WEST AFRICA,NIGERIA,UMU - IGBO,SOUTH-SOUTH,RIVERS ,RIVERS EAST ,ETCHE ,ETCHE,ETCHE I,UMUAGBA,,,,,,,,,,,,,,,,,,,RIVERS ,,,,,,,,,,,,,,,
HUMANITY,NEGRO,AFRICA,SUB-SAHARA,WEST AFRICA,NIGERIA,UMU - IGBO,SOUTH-SOUTH,RIVERS ,RIVERS EAST ,ETCHE ,ETCHE,ETCHE I,UMUOKORO,,,,,,,,,,,,,,,,,,,RIVERS ,,,,,,,,,,,,,,,
HUMANITY,NEGRO,AFRICA,SUB-SAHARA,WEST AFRICA,NIGERIA,UMU - IGBO,SOUTH-SOUTH,RIVERS ,RIVERS EAST ,ETCHE ,ETCHE,ETCHE I,UMUOKWU,,,,,,,,,,,,,,,,,,,RIVERS ,,,,,,,,,,,,,,,
HUMANITY,NEGRO,AFRICA,SUB-SAHARA,WEST AFRICA,NIGERIA,UMU - IGBO,SOUTH-SOUTH,RIVERS ,RIVERS EAST ,ETCHE ,ETCHE,ETCHE I,UMUOLA,,,,,,,,,,,,,,,,,,,RIVERS ,,,,,,,,,,,,,,,
HUMANITY,NEGRO,AFRICA,SUB-SAHARA,WEST AFRICA,NIGERIA,UMU - IGBO,SOUTH-SOUTH,RIVERS ,RIVERS EAST ,ETCHE ,ETCHE,ETCHE I,UMUOMARA,,,,,,,,,,,,,,,,,,,RIVERS ,,,,,,,,,,,,,,,
HUMANITY,NEGRO,AFRICA,SUB-SAHARA,WEST AFRICA,NIGERIA,UMU - IGBO,SOUTH-SOUTH,RIVERS ,RIVERS EAST ,ETCHE ,ETCHE,ETCHE I,UMUOME,,,,,,,,,,,,,,,,,,,RIVERS ,,,,,,,,,,,,,,,
HUMANITY,NEGRO,AFRICA,SUB-SAHARA,WEST AFRICA,NIGERIA,UMU - IGBO,SOUTH-SOUTH,RIVERS ,RIVERS EAST ,ETCHE ,ETCHE,ETCHE I,UMUOYERE,,,,,,,,,,,,,,,,,,,RIVERS ,,,,,,,,,,,,,,,
HUMANITY,NEGRO,AFRICA,SUB-SAHARA,WEST AFRICA,NIGERIA,UMU - IGBO,SOUTH-SOUTH,RIVERS ,RIVERS EAST ,ETCHE ,OKIRIKA,OKIRIKA,KIRIKE,,,,,,,,,,,,,,,,,,,RIVERS ,,,,,,,,,,,,,,,
