THE SPECIE,RACE,CONTINENT,SUB-CONTINENT,SUB-REGION,NATIONALITY,ETHNICITY,REGION,STATE,SENATORIAL DISTRICT,FEDERAL CONSTITUENCY,LOCAL GOVERNMENT AREA,STATE CONSTITUENCY,TOWN,TOWN DIVISION,TOWN QUARTERS,CLAN,VILLAGE,HAMLET,KINDRED, UMUNNA ,EXTENDED FAMILY,GREAT GRAND FAMILY,GRAND FAMILY,FAMILY,Unnamed: 25,Unnamed: 26,Unnamed: 27,Unnamed: 28,Unnamed: 29,Unnamed: 30,Unnamed: 31
HUMANITY,NEGRO,AFRICA,SUB-SAHARA,WEST AFRICA,NIGERIA,UMU - IGBO,SOUTH EAST ,ANAMBRA ,ANAMBRA SOUTH ,IHIALA,IHIALA,IHIALA 2,OKIJA,UBAHUA BU UBAHU,UBAHU,ETITI-UBAHU,UMUAPANI,DARA ,UMUONWUSIRIKAM,UMUAGBAGOSIM,NWANGWU,EMECHETA,IHEAGWAZI,OHAJIAKA,EZEANO,EZEKIEL,CHINEDU,,,,
HUMANITY,NEGRO,AFRICA,SUB-SAHARA,WEST AFRICA,NIGERIA,UMU - IGBO,SOUTH EAST ,ANAMBRA ,ANAMBRA SOUTH ,IHIALA,IHIALA,IHIALA 2,OKIJA,UBAHUA BU UBAHU,UBAHU,ETITI-UBAHU,UMUAPANI,DARA ,UMUONWUSIRIKAM,UMUAGBAGOSIM,NWANGWU,EMECHETA,IHEAGWAZI,OHAJIAKA,EZEANO,EZEKIEL,ANAYO,,,,
HUMANITY,NEGRO,AFRICA,SUB-SAHARA,WEST AFRICA,NIGERIA,UMU - IGBO,SOUTH EAST ,ANAMBRA ,ANAMBRA SOUTH ,IHIALA,IHIALA,IHIALA 2,OKIJA,UBAHUA BU UBAHU,UBAHU,ETITI-UBAHU,UMUAPANI,DARA ,UMUONWUSIRIKAM,UMUAGBAGOSIM,NWANGWU,EMECHETA,IHEAGWAZI,OHAJIAKA,EZEANO,EZEKIEL,CHIBUEZE,,,,
HUMANITY,NEGRO,AFRICA,SUB-SAHARA,WEST AFRICA,NIGERIA,UMU - IGBO,SOUTH EAST ,ANAMBRA ,ANAMBRA SOUTH ,IHIALA,IHIALA,IHIALA 2,OKIJA,UBAHUA BU UBAHU,UBAHU,ETITI-UBAHU,UMUAPANI,DARA ,UMUONWUSIRIKAM,UMUAGBAGOSIM,NWANGWU,EMECHETA,IHEAGWAZI,OHAJIAKA,EZEANO,EZEKIEL,UZOCHUKWU,,,,
HUMANITY,NEGRO,AFRICA,SUB-SAHARA,WEST AFRICA,NIGERIA,UMU - IGBO,SOUTH EAST ,ANAMBRA ,ANAMBRA SOUTH ,IHIALA,IHIALA,IHIALA 2,OKIJA,UBAHUA BU UBAHU,UBAHU,ETITI-UBAHU,UMUAPANI,DARA ,UMUONWUSIRIKAM,UMUAGBAGOSIM,NWANGWU,EMECHETA,IHEAGWAZI,OHAJIAKA,EZEANO,PAULINUS,ETHEL,EBUKA,,,
HUMANITY,NEGRO,AFRICA,SUB-SAHARA,WEST AFRICA,NIGERIA,UMU - IGBO,SOUTH EAST ,ANAMBRA ,ANAMBRA SOUTH ,IHIALA,IHIALA,IHIALA 2,OKIJA,UBAHUA BU UBAHU,UBAHU,ETITI-UBAHU,UMUAPANI,DARA ,UMUONWUSIRIKAM,UMUAGBAGOSIM,NWANGWU,EMECHETA,IHEAGWAZI,OHAJIAKA,EZEANO,PAULINUS,ONYEKA,,,,
HUMANITY,NEGRO,AFRICA,SUB-SAHARA,WEST AFRICA,NIGERIA,UMU - IGBO,SOUTH EAST ,ANAMBRA ,ANAMBRA SOUTH ,IHIALA,IHIALA,IHIALA 2,OKIJA,UBAHUA BU UBAHU,UBAHU,ETITI-UBAHU,UMUAPANI,DARA ,UMUONWUSIRIKAM,UMUAGBAGOSIM,NWANGWU,EMECHETA,IHEAGWAZI,OHAJIAKA,EZEANO,PAULINUS,TOCHUKWU,,,,
HUMANITY,NEGRO,AFRICA,SUB-SAHARA,WEST AFRICA,NIGERIA,UMU - IGBO,SOUTH EAST ,ANAMBRA ,ANAMBRA SOUTH ,IHIALA,IHIALA,IHIALA 2,OKIJA,UBAHUA BU UBAHU,UBAHU,ETITI-UBAHU,UMUAPANI,DARA ,UMUONWUSIRIKAM,UMUAGBAGOSIM,NWANGWU,EMECHETA,IHEAGWAZI,OHAJIAKA,EZEANO,PAULINUS,CHINEMEREM,,,,
HUMANITY,NEGRO,AFRICA,SUB-SAHARA,WEST AFRICA,NIGERIA,UMU - IGBO,SOUTH EAST ,ANAMBRA ,ANAMBRA SOUTH ,IHIALA,IHIALA,IHIALA 2,OKIJA,UBAHUA BU UBAHU,UBAHU,ETITI-UBAHU,UMUAPANI,DARA ,UMUONWUSIRIKAM,UMUAGBAGOSIM,NWANGWU,EMECHETA,IHEAGWAZI,OHAJIAKA,EZEANO,PAULINUS,UGOCHUKWU,,,,
HUMANITY,NEGRO,AFRICA,SUB-SAHARA,WEST AFRICA,NIGERIA,UMU - IGBO,SOUTH EAST ,ANAMBRA ,ANAMBRA SOUTH ,IHIALA,IHIALA,IHIALA 2,OKIJA,UBAHUA BU UBAHU,UBAHU,ETITI-UBAHU,UMUAPANI,DARA ,UMUONWUSIRIKAM,UMUAGBAGOSIM,NWANGWU,EMECHETA,IHEAGWAZI,OHAJIAKA,EZEANO,OBI HYACINTH,KELECHUKWU,,,,
HUMANITY,NEGRO,AFRICA,SUB-SAHARA,WEST AFRICA,NIGERIA,UMU - IGBO,SOUTH EAST ,ANAMBRA ,ANAMBRA SOUTH ,IHIALA,IHIALA,IHIALA 2,OKIJA,UBAHUA BU UBAHU,UBAHU,ETITI-UBAHU,UMUAPANI,DARA ,UMUONWUSIRIKAM,UMUAGBAGOSIM,NWANGWU,EMECHETA,IHEAGWAZI,OHAJIAKA,EZEANO,OBI,ONYEBUCHI,,,,
HUMANITY,NEGRO,AFRICA,SUB-SAHARA,WEST AFRICA,NIGERIA,UMU - IGBO,SOUTH EAST ,ANAMBRA ,ANAMBRA SOUTH ,IHIALA,IHIALA,IHIALA 2,OKIJA,UBAHUA BU UBAHU,UBAHU,ETITI-UBAHU,UMUAPANI,DARA ,UMUONWUSIRIKAM,UMUAGBAGOSIM,NWANGWU,EMECHETA,IHEAGWAZI,OHAJIAKA,EZEANO,OBI,SOMTOCHUKWU,,,,
HUMANITY,NEGRO,AFRICA,SUB-SAHARA,WEST AFRICA,NIGERIA,UMU - IGBO,SOUTH EAST ,ANAMBRA ,ANAMBRA SOUTH ,IHIALA,IHIALA,IHIALA 2,OKIJA,UBAHUA BU UBAHU,UBAHU,ETITI-UBAHU,UMUAPANI,DARA ,UMUONWUSIRIKAM,UMUAGBAGOSIM,NWANGWU,EMECHETA,IHEAGWAZI,OHAJIAKA,EZEANO,OHIMIRI,,,,,
HUMANITY,NEGRO,AFRICA,SUB-SAHARA,WEST AFRICA,NIGERIA,UMU - IGBO,SOUTH EAST ,ANAMBRA ,ANAMBRA SOUTH ,IHIALA,IHIALA,IHIALA 2,OKIJA,UBAHUA BU UBAHU,UBAHU,ETITI-UBAHU,UMUAPANI,DARA ,UMUONWUSIRIKAM,UMUAGBAGOSIM,NWANGWU,EMECHETA,IHEAGWAZI,OHAJIAKA,EZEANO,JOHN,IFEANYI,,,,
HUMANITY,NEGRO,AFRICA,SUB-SAHARA,WEST AFRICA,NIGERIA,UMU - IGBO,SOUTH EAST ,ANAMBRA ,ANAMBRA SOUTH ,IHIALA,IHIALA,IHIALA 2,OKIJA,UBAHUA BU UBAHU,UBAHU,ETITI-UBAHU,UMUAPANI,DARA ,UMUONWUSIRIKAM,UMUAGBAGOSIM,NWANGWU,EMECHETA,IHEAGWAZI,OHAJIAKA,EZEANO,JOHN,NONSO,,,,
HUMANITY,NEGRO,AFRICA,SUB-SAHARA,WEST AFRICA,NIGERIA,UMU - IGBO,SOUTH EAST ,ANAMBRA ,ANAMBRA SOUTH ,IHIALA,IHIALA,IHIALA 2,OKIJA,UBAHUA BU UBAHU,UBAHU,ETITI-UBAHU,UMUAPANI,DARA ,UMUONWUSIRIKAM,UMUAGBAGOSIM,NWANGWU,EMECHETA,IHEAGWAZI,OHAJIAKA,EZEANO,OLISA,,,,,
HUMANITY,NEGRO,AFRICA,SUB-SAHARA,WEST AFRICA,NIGERIA,UMU - IGBO,SOUTH EAST ,ANAMBRA ,ANAMBRA SOUTH ,IHIALA,IHIALA,IHIALA 2,OKIJA,UBAHUA BU UBAHU,UBAHU,ETITI-UBAHU,UMUAPANI,DARA ,UMUONWUSIRIKAM,UMUAGBAGOSIM,NWANGWU,EMECHETA,IHEAGWAZI,OHAJIAKA,EZEANO,ERNEST UCHENDU,NNABUIFE,,,,
HUMANITY,NEGRO,AFRICA,SUB-SAHARA,WEST AFRICA,NIGERIA,UMU - IGBO,SOUTH EAST ,ANAMBRA ,ANAMBRA SOUTH ,IHIALA,IHIALA,IHIALA 2,OKIJA,UBAHUA BU UBAHU,UBAHU,ETITI-UBAHU,UMUAPANI,DARA ,UMUONWUSIRIKAM,UMUAGBAGOSIM,NWANGWU,EMECHETA,IHEAGWAZI,OHAJIAKA,EZEANO,ERNEST UCHENDU,CHUKWUDIKE,,,,
HUMANITY,NEGRO,AFRICA,SUB-SAHARA,WEST AFRICA,NIGERIA,UMU - IGBO,SOUTH EAST ,ANAMBRA ,ANAMBRA SOUTH ,IHIALA,IHIALA,IHIALA 2,OKIJA,UBAHUA BU UBAHU,UBAHU,ETITI-UBAHU,UMUAPANI,DARA ,UMUONWUSIRIKAM,UMUAGBAGOSIM,NWANGWU,EMECHETA,IHEAGWAZI,OHAJIAKA,EZEANO,ERNEST UCHENDU,ONYEDIKACHI,,,,
HUMANITY,NEGRO,AFRICA,SUB-SAHARA,WEST AFRICA,NIGERIA,UMU - IGBO,SOUTH EAST ,ANAMBRA ,ANAMBRA SOUTH ,IHIALA,IHIALA,IHIALA 2,OKIJA,UBAHUA BU UBAHU,UBAHU,ETITI-UBAHU,UMUAPANI,DARA ,UMUONWUSIRIKAM,UMUAGBAGOSIM,NWANGWU,EMECHETA,IHEAGWAZI,OHAJIAKA,EZEANO,CHRISTIAN,,,,,
HUMANITY,NEGRO,AFRICA,SUB-SAHARA,WEST AFRICA,NIGERIA,UMU - IGBO,SOUTH EAST ,ANAMBRA ,ANAMBRA SOUTH ,IHIALA,IHIALA,IHIALA 2,OKIJA,UBAHUA BU UBAHU,UBAHU,ETITI-UBAHU,UMUAPANI,DARA ,UMUONWUSIRIKAM,UMUAGBAGOSIM,NWANGWU,EMECHETA,IHEAGWAZI,OHAJIAKA,EZEANO,DONATIUS,,,,,
HUMANITY,NEGRO,AFRICA,SUB-SAHARA,WEST AFRICA,NIGERIA,UMU - IGBO,SOUTH EAST ,ANAMBRA ,ANAMBRA SOUTH ,IHIALA,IHIALA,IHIALA 2,OKIJA,UBAHUA BU UBAHU,UBAHU,ETITI-UBAHU,UMUAPANI,DARA ,UMUONWUSIRIKAM,UMUAGBAGOSIM,NWANGWU,EMECHETA,IHEAGWAZI,OHAJIAKA,EZEANO,IZUABUEKE,CHIDERA,,,,
HUMANITY,NEGRO,AFRICA,SUB-SAHARA,WEST AFRICA,NIGERIA,UMU - IGBO,SOUTH EAST ,ANAMBRA ,ANAMBRA SOUTH ,IHIALA,IHIALA,IHIALA 2,OKIJA,UBAHUA BU UBAHU,UBAHU,ETITI-UBAHU,UMUAPANI,DARA ,UMUONWUSIRIKAM,UMUAGBAGOSIM,NWANGWU,EMECHETA,IHEAGWAZI,OHAJIAKA,EZEANO,IZUABUEKE,CHIMOBI,,,,
HUMANITY,NEGRO,AFRICA,SUB-SAHARA,WEST AFRICA,NIGERIA,UMU - IGBO,SOUTH EAST ,ANAMBRA ,ANAMBRA SOUTH ,IHIALA,IHIALA,IHIALA 2,OKIJA,UBAHUA BU UBAHU,UBAHU,ETITI-UBAHU,UMUAPANI,DARA ,UMUONWUSIRIKAM,UMUAGBAGOSIM,NWANGWU,EMECHETA,IHEAGWAZI,OHAJIAKA,EZEANO,OZOEMENA,,,,,
HUMANITY,NEGRO,AFRICA,SUB-SAHARA,WEST AFRICA,NIGERIA,UMU - IGBO,SOUTH EAST ,ANAMBRA ,ANAMBRA SOUTH ,IHIALA,IHIALA,IHIALA 2,OKIJA,UBAHUA BU UBAHU,UBAHU,ETITI-UBAHU,UMUAPANI,DARA ,UMUONWUSIRIKAM,UMUAGBAGOSIM,NWANGWU,EMECHETA,IHEAGWAZI,OHAJIAKA,EZEANO,OKECHUKWU,CHINONSO,,,,
HUMANITY,NEGRO,AFRICA,SUB-SAHARA,WEST AFRICA,NIGERIA,UMU - IGBO,SOUTH EAST ,ANAMBRA ,ANAMBRA SOUTH ,IHIALA,IHIALA,IHIALA 2,OKIJA,UBAHUA BU UBAHU,UBAHU,ETITI-UBAHU,UMUAPANI,DARA ,UMUONWUSIRIKAM,AGBAGOSIM,,,,,,,,,,,
HUMANITY,NEGRO,AFRICA,SUB-SAHARA,WEST AFRICA,NIGERIA,UMU - IGBO,SOUTH EAST ,ANAMBRA ,ANAMBRA SOUTH ,IHIALA,IHIALA,IHIALA 2,OKIJA,UBAHUA BU UBAHU,UBAHU,ETITI-UBAHU,UMUAPANI,DARA ,UMUONWUSIRIKAM,EMEGWA,,,,,,,,,,,
HUMANITY,NEGRO,AFRICA,SUB-SAHARA,WEST AFRICA,NIGERIA,UMU - IGBO,SOUTH EAST ,ANAMBRA ,ANAMBRA SOUTH ,IHIALA,IHIALA,IHIALA 2,OKIJA,UBAHUA BU UBAHU,UBAHU,ETITI-UBAHU,UMUAPANI,DARA ,UMUONWUSIRIKAM,IBE,,,,,,,,,,,
HUMANITY,NEGRO,AFRICA,SUB-SAHARA,WEST AFRICA,NIGERIA,UMU - IGBO,SOUTH EAST ,ANAMBRA ,ANAMBRA SOUTH ,IHIALA,IHIALA,IHIALA 2,OKIJA,UBAHUA BU UBAHU,UBAHU,ETITI-UBAHU,UMUAPANI,DARA ,UMUONWUSIRIKAM,EJEZIE,,,,,OK,,,,,,
HUMANITY,NEGRO,AFRICA,SUB-SAHARA,WEST AFRICA,NIGERIA,UMU - IGBO,SOUTH EAST ,ANAMBRA ,ANAMBRA SOUTH ,IHIALA,IHIALA,IHIALA 2,OKIJA,UBAHUA BU UBAHU,UBAHU,ETITI-UBAHU,UMUAPANI,DARA ,UMUONWUSIRIKAM,ANADI,,,,,,,,,,,
HUMANITY,NEGRO,AFRICA,SUB-SAHARA,WEST AFRICA,NIGERIA,UMU - IGBO,SOUTH EAST ,ANAMBRA ,ANAMBRA SOUTH ,IHIALA,IHIALA,IHIALA 2,OKIJA,UBAHUA BU UBAHU,UBAHU,ETITI-UBAHU,UMUAPANI,DARA ,UMUONWUSIRIKAM,AKAFORONYE,,,,,,,,,,,
HUMANITY,NEGRO,AFRICA,SUB-SAHARA,WEST AFRICA,NIGERIA,UMU - IGBO,SOUTH EAST ,ANAMBRA ,ANAMBRA SOUTH ,IHIALA,IHIALA,IHIALA 2,OKIJA,UBAHUA BU UBAHU,UBAHU,ETITI-UBAHU,UMUAPANI,DARA ,UMUONWUSIRIKAM,OKOLI,,,,,,,,,,,
HUMANITY,NEGRO,AFRICA,SUB-SAHARA,WEST AFRICA,NIGERIA,UMU - IGBO,SOUTH EAST ,ANAMBRA ,ANAMBRA SOUTH ,IHIALA,IHIALA,IHIALA 2,OKIJA,UBAHUA BU UBAHU,UBAHU,ETITI-UBAHU,UMUAPANI,DARA ,DURUASOM,ANAZODO,,, ,,,,,,,,
HUMANITY,NEGRO,AFRICA,SUB-SAHARA,WEST AFRICA,NIGERIA,UMU - IGBO,SOUTH EAST ,ANAMBRA ,ANAMBRA SOUTH ,IHIALA,IHIALA,IHIALA 2,OKIJA,UBAHUA BU UBAHU,UBAHU,ETITI-UBAHU,UMUAPANI,DARA ,DURUASOM,ESIMONEZE,,,,,,,,,,,
HUMANITY,NEGRO,AFRICA,SUB-SAHARA,WEST AFRICA,NIGERIA,UMU - IGBO,SOUTH EAST ,ANAMBRA ,ANAMBRA SOUTH ,IHIALA,IHIALA,IHIALA 2,OKIJA,UBAHUA BU UBAHU,UBAHU,ETITI-UBAHU,UMUAPANI,DARA ,DURUASOM,NWANOLUE,,,,,,,,,,,
HUMANITY,NEGRO,AFRICA,SUB-SAHARA,WEST AFRICA,NIGERIA,UMU - IGBO,SOUTH EAST ,ANAMBRA ,ANAMBRA SOUTH ,IHIALA,IHIALA,IHIALA 2,OKIJA,UBAHUA BU UBAHU,UBAHU,ETITI-UBAHU,UMUAPANI,NGEGWU,DURUASOM,OHAZULUME,,,,,,,,,,,
HUMANITY,NEGRO,AFRICA,SUB-SAHARA,WEST AFRICA,NIGERIA,UMU - IGBO,SOUTH EAST ,ANAMBRA ,ANAMBRA SOUTH ,IHIALA,IHIALA,IHIALA 2,OKIJA,UBAHUA BU UBAHU,UBAHU,ETITI-UBAHU,UMUAPANI,NGEGWU,DURUASOM,CHUKWUMANJO,,,,,,,,,,,
HUMANITY,NEGRO,AFRICA,SUB-SAHARA,WEST AFRICA,NIGERIA,UMU - IGBO,SOUTH EAST ,ANAMBRA ,ANAMBRA SOUTH ,IHIALA,IHIALA,IHIALA 2,OKIJA,UBAHUA BU UBAHU,UBAHU,ETITI-UBAHU,UMUAPANI,NGEGWU,UMUNWAOLISA,,,,,,,,,,,,
,,,,,,,,,,,,,OKIJA,UBAHUA BU UBAHU,UBAHU,ETITI-UBAHU,UMUAPANI,NGEGWU,UMUCHUKWUMA,,,,,,,,,,,,
HUMANITY,NEGRO,AFRICA,SUB-SAHARA,WEST AFRICA,NIGERIA,UMU - IGBO,SOUTH EAST ,ANAMBRA ,ANAMBRA SOUTH ,IHIALA,IHIALA,IHIALA 2,OKIJA,UBAHUA BU UBAHU,UBAHU,ETITI-UBAHU,UMUAPANI,NHIE ,,,,,,,,UMUDOGU,UMUNNOROM,NWANKPO,EMMANUEL ANAMASONYE,AKACHUKWU SULLIVAN,EKENE HARRISON
HUMANITY,NEGRO,AFRICA,SUB-SAHARA,WEST AFRICA,NIGERIA,UMU - IGBO,SOUTH EAST ,ANAMBRA ,ANAMBRA SOUTH ,IHIALA,IHIALA,IHIALA 2,OKIJA,UBAHUA BU UBAHU,UBAHU,ETITI-UBAHU,UMUAPANI,NHIE ,,,,,,,,UMUDOGU,UMUNNOROM,NWANKPO,EMMANUEL ANAMASONYE,AKACHUKWU SULLIVAN,CHIBUZO
HUMANITY,NEGRO,AFRICA,SUB-SAHARA,WEST AFRICA,NIGERIA,UMU - IGBO,SOUTH EAST ,ANAMBRA ,ANAMBRA SOUTH ,IHIALA,IHIALA,IHIALA 2,OKIJA,UBAHUA BU UBAHU,UBAHU,ETITI-UBAHU,UMUAPANI,NHIE ,,,,,,,,UMUANUDO,,,,,
HUMANITY,NEGRO,AFRICA,SUB-SAHARA,WEST AFRICA,NIGERIA,UMU - IGBO,SOUTH EAST ,ANAMBRA ,ANAMBRA SOUTH ,IHIALA,IHIALA,IHIALA 2,OKIJA,UBAHUA BU UBAHU,UBAHU,ETITI-UBAHU,UMUAPANI,NEBO,,,,,,,,UMUAHIZE-CHUKWU,,,,,
HUMANITY,NEGRO,AFRICA,SUB-SAHARA,WEST AFRICA,NIGERIA,UMU - IGBO,SOUTH EAST ,ANAMBRA ,ANAMBRA SOUTH ,IHIALA,IHIALA,IHIALA 2,OKIJA,UBAHUA BU UBAHU,UBAHU,ETITI-UBAHU,UMUAPANI,NEBO,,,,,,,,UMU-ULASI OCHA,,,,,
HUMANITY,NEGRO,AFRICA,SUB-SAHARA,WEST AFRICA,NIGERIA,UMU - IGBO,SOUTH EAST ,ANAMBRA ,ANAMBRA SOUTH ,IHIALA,IHIALA,IHIALA 2,OKIJA,UBAHUA BU UBAHU,UBAHU,ETITI-UBAHU,UMUAPANI,CHUGHA,,,,,,,,UMU OKECHUKWU,,,,,
HUMANITY,NEGRO,AFRICA,SUB-SAHARA,WEST AFRICA,NIGERIA,UMU - IGBO,SOUTH EAST ,ANAMBRA ,ANAMBRA SOUTH ,IHIALA,IHIALA,IHIALA 2,OKIJA,UBAHUA BU UBAHU,UBAHU,ETITI-UBAHU,UMUAPANI,CHUGHA,,,,,,,,UMU EGBO CHUKWU,,,,,
HUMANITY,NEGRO,AFRICA,SUB-SAHARA,WEST AFRICA,NIGERIA,UMU - IGBO,SOUTH EAST ,ANAMBRA ,ANAMBRA SOUTH ,IHIALA,IHIALA,IHIALA 2,OKIJA,UBAHUA BU UBAHU,UBAHU,ETITI-UBAHU,UMUAPANI,CHUGHA,,,,,,,,UMU NKA DOM,,,,,
HUMANITY,NEGRO,AFRICA,SUB-SAHARA,WEST AFRICA,NIGERIA,UMU - IGBO,SOUTH EAST ,ANAMBRA ,ANAMBRA SOUTH ,IHIALA,IHIALA,IHIALA 2,OKIJA,UBAHUA BU UBAHU,UBAHU,ETITI-UBAHU,UMUAPANI,OMUKWE,,,,,,,,UMUEZEDIKE/UMU ONYEDUMEKWU,,,,,
HUMANITY,NEGRO,AFRICA,SUB-SAHARA,WEST AFRICA,NIGERIA,UMU - IGBO,SOUTH EAST ,ANAMBRA ,ANAMBRA SOUTH ,IHIALA,IHIALA,IHIALA 2,OKIJA,UBAHUA BU UBAHU,UBAHU,ETITI-UBAHU,UMUAPANI,OMUKWE,,,,,,,,UMUIKEGBU,,,,,
HUMANITY,NEGRO,AFRICA,SUB-SAHARA,WEST AFRICA,NIGERIA,UMU - IGBO,SOUTH EAST ,ANAMBRA ,ANAMBRA SOUTH ,IHIALA,IHIALA,IHIALA 2,OKIJA,UBAHUA BU UBAHU,UBAHU,ETITI-UBAHU,UMUAPANI,OMUKWE,,,,,,,,UMU-UDUNWA,,,,,
HUMANITY,NEGRO,AFRICA,SUB-SAHARA,WEST AFRICA,NIGERIA,UMU - IGBO,SOUTH EAST ,ANAMBRA ,ANAMBRA SOUTH ,IHIALA,IHIALA,IHIALA 2,OKIJA,UBAHUA BU UBAHU,UBAHU,ETITI-UBAHU,,,,,,,,,,,,,,,
HUMANITY,NEGRO,AFRICA,SUB-SAHARA,WEST AFRICA,NIGERIA,UMU - IGBO,SOUTH EAST ,ANAMBRA ,ANAMBRA SOUTH ,IHIALA,IHIALA,IHIALA 2,OKIJA,UBAHUA BU UBAHU,UBAHU,ETITI-UBAHU,UMUAWA,UMUAWA,,,,,,,,UMUAWA,,,,,
HUMANITY,NEGRO,AFRICA,SUB-SAHARA,WEST AFRICA,NIGERIA,UMU - IGBO,SOUTH EAST ,ANAMBRA ,ANAMBRA SOUTH ,IHIALA,IHIALA,IHIALA 2,OKIJA,UBAHUA BU UBAHU,UBAHU,ETITI-UBAHU,,,,,,,,,,,,,,,
HUMANITY,NEGRO,AFRICA,SUB-SAHARA,WEST AFRICA,NIGERIA,UMU - IGBO,SOUTH EAST ,ANAMBRA ,ANAMBRA SOUTH ,IHIALA,IHIALA,IHIALA 2,OKIJA,UBAHUA BU UBAHU,UBAHU,ETITI-UBAHU,UMUDARAEGWU,UMUORJI,,,,,,,,IDI OKELI,,,,,
HUMANITY,NEGRO,AFRICA,SUB-SAHARA,WEST AFRICA,NIGERIA,UMU - IGBO,SOUTH EAST ,ANAMBRA ,ANAMBRA SOUTH ,IHIALA,IHIALA,IHIALA 2,OKIJA,UBAHUA BU UBAHU,UBAHU,ETITI-UBAHU,UMUDARAEGWU,UMUORJI,,,,,,,,DURUDOGU,,,,,
HUMANITY,NEGRO,AFRICA,SUB-SAHARA,WEST AFRICA,NIGERIA,UMU - IGBO,SOUTH EAST ,ANAMBRA ,ANAMBRA SOUTH ,IHIALA,IHIALA,IHIALA 2,OKIJA,UBAHUA BU UBAHU,UBAHU,ETITI-UBAHU,UMUDARAEGWU,UMUORJI,,,,,,,,ENUKAMADU,,,,,
HUMANITY,NEGRO,AFRICA,SUB-SAHARA,WEST AFRICA,NIGERIA,UMU - IGBO,SOUTH EAST ,ANAMBRA ,ANAMBRA SOUTH ,IHIALA,IHIALA,IHIALA 2,OKIJA,UBAHUA BU UBAHU,UBAHU,ETITI-UBAHU,UMUDARAEGWU,UMUORJI,,,,,,,,EZENGU,,,,,
HUMANITY,NEGRO,AFRICA,SUB-SAHARA,WEST AFRICA,NIGERIA,UMU - IGBO,SOUTH EAST ,ANAMBRA ,ANAMBRA SOUTH ,IHIALA,IHIALA,IHIALA 2,OKIJA,UBAHUA BU UBAHU,UBAHU,ETITI-UBAHU,UMUDARAEGWU,UMU IHEMEGBUNAM,,,,,,,,IDIRI-ZENO,,,,,
HUMANITY,NEGRO,AFRICA,SUB-SAHARA,WEST AFRICA,NIGERIA,UMU - IGBO,SOUTH EAST ,ANAMBRA ,ANAMBRA SOUTH ,IHIALA,IHIALA,IHIALA 2,OKIJA,UBAHUA BU UBAHU,UBAHU,,,,,,,,,,,,,,,,
HUMANITY,NEGRO,AFRICA,SUB-SAHARA,WEST AFRICA,NIGERIA,UMU - IGBO,SOUTH EAST ,ANAMBRA ,ANAMBRA SOUTH ,IHIALA,IHIALA,IHIALA 2,OKIJA,UBAHUA BU UBAHU,UBAHU,UBAHU-UDURU,UMUEZEDAM,MEGWARA,,,,,,,,OBIEJESI,,,,,
HUMANITY,NEGRO,AFRICA,SUB-SAHARA,WEST AFRICA,NIGERIA,UMU - IGBO,SOUTH EAST ,ANAMBRA ,ANAMBRA SOUTH ,IHIALA,IHIALA,IHIALA 2,OKIJA,UBAHUA BU UBAHU,UBAHU,UBAHU-UDURU,UMUEZEDAM,MEGWARA,,,,,,,,UMUEJIOGU,,,,,
HUMANITY,NEGRO,AFRICA,SUB-SAHARA,WEST AFRICA,NIGERIA,UMU - IGBO,SOUTH EAST ,ANAMBRA ,ANAMBRA SOUTH ,IHIALA,IHIALA,IHIALA 2,OKIJA,UBAHUA BU UBAHU,UBAHU,UBAHU-UDURU,UMUEZEDAM,MEGWARA,,,,,,,,UMUCHUKWUEDE NWANGWU,,,,,
HUMANITY,NEGRO,AFRICA,SUB-SAHARA,WEST AFRICA,NIGERIA,UMU - IGBO,SOUTH EAST ,ANAMBRA ,ANAMBRA SOUTH ,IHIALA,IHIALA,IHIALA 2,OKIJA,UBAHUA BU UBAHU,UBAHU,UBAHU-UDURU,UMUEZEDAM,EHIOBUNA,,,,,,,,CHUKWUDUM,,,,,
HUMANITY,NEGRO,AFRICA,SUB-SAHARA,WEST AFRICA,NIGERIA,UMU - IGBO,SOUTH EAST ,ANAMBRA ,ANAMBRA SOUTH ,IHIALA,IHIALA,IHIALA 2,OKIJA,UBAHUA BU UBAHU,UBAHU,UBAHU-UDURU,UMUEZEDAM,EHIOBUNA,,,,,,,,ANYIJIOFOR,,,,,
HUMANITY,NEGRO,AFRICA,SUB-SAHARA,WEST AFRICA,NIGERIA,UMU - IGBO,SOUTH EAST ,ANAMBRA ,ANAMBRA SOUTH ,IHIALA,IHIALA,IHIALA 2,OKIJA,UBAHUA BU UBAHU,UBAHU,UBAHU-UDURU,UMUEZEDAM,EHIOBUNA,,,,,,,,OBODOZIE/NNEM OLISA,,,,,
HUMANITY,NEGRO,AFRICA,SUB-SAHARA,WEST AFRICA,NIGERIA,UMU - IGBO,SOUTH EAST ,ANAMBRA ,ANAMBRA SOUTH ,IHIALA,IHIALA,IHIALA 2,OKIJA,UBAHUA BU UBAHU,UBAHU,UBAHU-UDURU,UMUEZEDAM,EZEDIKE,,,,,,,,NZOMIWU,,,,,
