THE SPECIE,RACE,CONTINENT,SUB-CONTINENT,SUB-REGION,NATIONALITY,ETHNICITY,REGION,STATE,SENATORIAL DISTRICT,FEDERAL CONSTITUENCY,LOCAL GOVERNMENT AREA,STATE CONSTITUENCY,TOWN,TOWN DIVISION,TOWN QUARTERS,CLAN,VILLAGE,HAMLET,KINDRED, UMUNNA ,EXTENDED FAMILY,GREAT GRAND FAMILY,GRAND FAMILY,FAMILY,Unnamed: 25,Unnamed: 26,Unnamed: 27,Unnamed: 28,Unnamed: 29,Unnamed: 30,Unnamed: 31
HUMANITY,NEGRO,AFRICA,SUB-SAHARA,WEST AFRICA,NIGERIA,UMU - IGBO,SOUTH EAST ,ANAMBRA ,ANAMBRA SOUTH ,IHIALA,IHIALA,IHIALA 2,OKIJA,UBAHUA BU UBAHU,EZINAUKPODU ,,,,,,,,,,,,,,,,
HUMANITY,NEGRO,AFRICA,SUB-SAHARA,WEST AFRICA,NIGERIA,UMU - IGBO,SOUTH EAST ,ANAMBRA ,ANAMBRA SOUTH ,IHIALA,IHIALA,IHIALA 2,OKIJA,UBAHUA BU UBAHU,EZINAUKPODU ,UBAHU-EZIKE,UBAHU-EZIKE,UMUEZIKE,UMUOKENWA,,,,,,,,,,,,
HUMANITY,NEGRO,AFRICA,SUB-SAHARA,WEST AFRICA,NIGERIA,UMU - IGBO,SOUTH EAST ,ANAMBRA ,ANAMBRA SOUTH ,IHIALA,IHIALA,IHIALA 2,OKIJA,UBAHUA BU UBAHU,EZINAUKPODU ,UBAHU-EZIKE,UBAHU-EZIKE,UMUEZIKE,UMUOKALU,,,,,,,,,,,,
HUMANITY,NEGRO,AFRICA,SUB-SAHARA,WEST AFRICA,NIGERIA,UMU - IGBO,SOUTH EAST ,ANAMBRA ,ANAMBRA SOUTH ,IHIALA,IHIALA,IHIALA 2,OKIJA,UBAHUA BU UBAHU,EZINAUKPODU ,UBAHU-EZIKE,UBAHU-EZIKE,UMUEZIKE,UMUEMEKEKWUO,,,,,,,,,,,,
HUMANITY,NEGRO,AFRICA,SUB-SAHARA,WEST AFRICA,NIGERIA,UMU - IGBO,SOUTH EAST ,ANAMBRA ,ANAMBRA SOUTH ,IHIALA,IHIALA,IHIALA 2,OKIJA,UBAHUA BU UBAHU,EZINAUKPODU ,UBAHU-EZIKE,UBAHU-EZIKE,UMUEZIKE,UMUECHEFU,,,,,,,,,,,,
HUMANITY,NEGRO,AFRICA,SUB-SAHARA,WEST AFRICA,NIGERIA,UMU - IGBO,SOUTH EAST ,ANAMBRA ,ANAMBRA SOUTH ,IHIALA,IHIALA,IHIALA 2,OKIJA,UBAHUA BU UBAHU,EZINAUKPODU ,UBAHU-EZIKE,UBAHU-EZIKE,UMUESIKAM,EZIKEAGHAGWO,,,,,,,,,,,,
HUMANITY,NEGRO,AFRICA,SUB-SAHARA,WEST AFRICA,NIGERIA,UMU - IGBO,SOUTH EAST ,ANAMBRA ,ANAMBRA SOUTH ,IHIALA,IHIALA,IHIALA 2,OKIJA,UBAHUA BU UBAHU,EZINAUKPODU ,UBAHU-EZIKE,UBAHU-EZIKE,UMUESIKAM,UMUENW0R0M,,,,,,,,,,,,
HUMANITY,NEGRO,AFRICA,SUB-SAHARA,WEST AFRICA,NIGERIA,UMU - IGBO,SOUTH EAST ,ANAMBRA ,ANAMBRA SOUTH ,IHIALA,IHIALA,IHIALA 2,OKIJA,UBAHUA BU UBAHU,EZINAUKPODU ,UBAHU-EZIKE,UBAHU-EZIKE,UMUESIKAM,EMEGWAMMUO,,,,,,,,,,,,
HUMANITY,NEGRO,AFRICA,SUB-SAHARA,WEST AFRICA,NIGERIA,UMU - IGBO,SOUTH EAST ,ANAMBRA ,ANAMBRA SOUTH ,IHIALA,IHIALA,IHIALA 2,OKIJA,UBAHUA BU UBAHU,EZINAUKPODU ,UBAHU-EZIKE,UBAHU-EZIKE,UMUESIKAM,UMUANYAOHA,,,,,,,,,,,,
HUMANITY,NEGRO,AFRICA,SUB-SAHARA,WEST AFRICA,NIGERIA,UMU - IGBO,SOUTH EAST ,ANAMBRA ,ANAMBRA SOUTH ,IHIALA,IHIALA,IHIALA 2,OKIJA,UBAHUA BU UBAHU,EZINAUKPODU ,UBAHU-EZIKE,UBAHU-EZIKE,UMUEZENWUNE,UMUOKEREKE,,,,,,,,,,,,
HUMANITY,NEGRO,AFRICA,SUB-SAHARA,WEST AFRICA,NIGERIA,UMU - IGBO,SOUTH EAST ,ANAMBRA ,ANAMBRA SOUTH ,IHIALA,IHIALA,IHIALA 2,OKIJA,UBAHUA BU UBAHU,EZINAUKPODU ,UBAHU-EZIKE,UBAHU-EZIKE,UMUEZENWUNE,UMUOHANUBA,,,,,,,,,,,,
HUMANITY,NEGRO,AFRICA,SUB-SAHARA,WEST AFRICA,NIGERIA,UMU - IGBO,SOUTH EAST ,ANAMBRA ,ANAMBRA SOUTH ,IHIALA,IHIALA,IHIALA 2,OKIJA,UBAHUA BU UBAHU,EZINAUKPODU ,UBAHU-EZIKE,UBAHU-EZIKE,UMUEZIE,UMUEZIE,,,,,,,,,,,,
HUMANITY,NEGRO,AFRICA,SUB-SAHARA,WEST AFRICA,NIGERIA,UMU - IGBO,SOUTH EAST ,ANAMBRA ,ANAMBRA SOUTH ,IHIALA,IHIALA,IHIALA 2,OKIJA,UBAHUA BU UBAHU,EZINAUKPODU ,UBAHU-EZIKE,UBAHU-EZIKE,UMUEZIE,UMUEZIE,,,,,,,,,,,,
HUMANITY,NEGRO,AFRICA,SUB-SAHARA,WEST AFRICA,NIGERIA,UMU - IGBO,SOUTH EAST ,ANAMBRA ,ANAMBRA SOUTH ,IHIALA,IHIALA,IHIALA 2,OKIJA,,,,,,,,,,,,,,,,,,
HUMANITY,NEGRO,AFRICA,SUB-SAHARA,WEST AFRICA,NIGERIA,UMU - IGBO,SOUTH EAST ,ANAMBRA ,ANAMBRA SOUTH ,IHIALA,IHIALA,IHIALA 2,OKIJA,IHITEA BU IHITE,UBAHU-EZE,UBAHU-EZE,UBAHU-EZE,UMUOMA,UMUOMA,,,,,,,,,,,,
HUMANITY,NEGRO,AFRICA,SUB-SAHARA,WEST AFRICA,NIGERIA,UMU - IGBO,SOUTH EAST ,ANAMBRA ,ANAMBRA SOUTH ,IHIALA,IHIALA,IHIALA 2,OKIJA,IHITEA BU IHITE,UBAHU-EZE,UBAHU-EZE,UBAHU-EZE,UMUOMA,UMUOMA,,,,,,,,,,,,
HUMANITY,NEGRO,AFRICA,SUB-SAHARA,WEST AFRICA,NIGERIA,UMU - IGBO,SOUTH EAST ,ANAMBRA ,ANAMBRA SOUTH ,IHIALA,IHIALA,IHIALA 2,OKIJA,IHITEA BU IHITE,UBAHU-EZE,UBAHU-EZE,UBAHU-EZE,UMUOMA,UMUOMA,,,,,,,,,,,,
HUMANITY,NEGRO,AFRICA,SUB-SAHARA,WEST AFRICA,NIGERIA,UMU - IGBO,SOUTH EAST ,ANAMBRA ,ANAMBRA SOUTH ,IHIALA,IHIALA,IHIALA 2,OKIJA,IHITEA BU IHITE,UBAHU-EZE,UBAHU-EZE,UBAHU-EZE,UMUOMA,UMUOMA,,,,,,,,,,,,
HUMANITY,NEGRO,AFRICA,SUB-SAHARA,WEST AFRICA,NIGERIA,UMU - IGBO,SOUTH EAST ,ANAMBRA ,ANAMBRA SOUTH ,IHIALA,IHIALA,IHIALA 2,OKIJA,IHITEA BU IHITE,UBAHU-EZE,UBAHU-EZE,UBAHU-EZE,UHUOKWE,UHUOKWE,,,,,,,,,,,,
HUMANITY,NEGRO,AFRICA,SUB-SAHARA,WEST AFRICA,NIGERIA,UMU - IGBO,SOUTH EAST ,ANAMBRA ,ANAMBRA SOUTH ,IHIALA,IHIALA,IHIALA 2,OKIJA,IHITEA BU IHITE,UBAHU-EZE,UBAHU-EZE,UBAHU-EZE,UHUOKWE,UHUOKWE,,,,,,,,,,,,
HUMANITY,NEGRO,AFRICA,SUB-SAHARA,WEST AFRICA,NIGERIA,UMU - IGBO,SOUTH EAST ,ANAMBRA ,ANAMBRA SOUTH ,IHIALA,IHIALA,IHIALA 2,OKIJA,IHITEA BU IHITE,UBAHU-EZE,UBAHU-EZE,UBAHU-EZE,UHUOKWE,UHUOKWE,,,,,,,,,,,,
HUMANITY,NEGRO,AFRICA,SUB-SAHARA,WEST AFRICA,NIGERIA,UMU - IGBO,SOUTH EAST ,ANAMBRA ,ANAMBRA SOUTH ,IHIALA,IHIALA,IHIALA 2,OKIJA,IHITEA BU IHITE,UBAHU-EZE,UBAHU-EZE,UBAHU-EZE,UBAHU-OGWUGWU,UBAHU-OGWUGWU,,,,,,,,,,,,
HUMANITY,NEGRO,AFRICA,SUB-SAHARA,WEST AFRICA,NIGERIA,UMU - IGBO,SOUTH EAST ,ANAMBRA ,ANAMBRA SOUTH ,IHIALA,IHIALA,IHIALA 2,OKIJA,IHITEA BU IHITE,UBAHU-EZE,UBAHU-EZE,UBAHU-EZE,UBAHU-OGWUGWU,UBAHU-OGWUGWU,,,,,,,,,,,,
HUMANITY,NEGRO,AFRICA,SUB-SAHARA,WEST AFRICA,NIGERIA,UMU - IGBO,SOUTH EAST ,ANAMBRA ,ANAMBRA SOUTH ,IHIALA,IHIALA,IHIALA 2,OKIJA,IHITEA BU IHITE,UBAHU-EZE,UBAHU-EZE,UBAHU-EZE,UBAHU-OGWUGWU,UBAHU-OGWUGWU,,,,,,,,,,,,
HUMANITY,NEGRO,AFRICA,SUB-SAHARA,WEST AFRICA,NIGERIA,UMU - IGBO,SOUTH EAST ,ANAMBRA ,ANAMBRA SOUTH ,IHIALA,IHIALA,IHIALA 2,OKIJA,IHITEA BU IHITE,,,,,,,,,,,,,,,,,
HUMANITY,NEGRO,AFRICA,SUB-SAHARA,WEST AFRICA,NIGERIA,UMU - IGBO,SOUTH EAST ,ANAMBRA ,ANAMBRA SOUTH ,IHIALA,IHIALA,IHIALA 2,OKIJA,IHITEA BU IHITE,UBAHUMONUM,UBAHUMONUM,EZIMBARA,UMUOHA,UMU-EZEAZUBUIKE,,,,,,,,,,,,
HUMANITY,NEGRO,AFRICA,SUB-SAHARA,WEST AFRICA,NIGERIA,UMU - IGBO,SOUTH EAST ,ANAMBRA ,ANAMBRA SOUTH ,IHIALA,IHIALA,IHIALA 2,OKIJA,IHITEA BU IHITE,UBAHUMONUM,UBAHUMONUM,EZIMBARA,UMUOHA,UMU-NKAMEME,,,,,,,,,,,,
HUMANITY,NEGRO,AFRICA,SUB-SAHARA,WEST AFRICA,NIGERIA,UMU - IGBO,SOUTH EAST ,ANAMBRA ,ANAMBRA SOUTH ,IHIALA,IHIALA,IHIALA 2,OKIJA,IHITEA BU IHITE,UBAHUMONUM,UBAHUMONUM,EZIMBARA,UMUOHA,UMU-AKUSORONWA,,,,,,,,,,,,
HUMANITY,NEGRO,AFRICA,SUB-SAHARA,WEST AFRICA,NIGERIA,UMU - IGBO,SOUTH EAST ,ANAMBRA ,ANAMBRA SOUTH ,IHIALA,IHIALA,IHIALA 2,OKIJA,IHITEA BU IHITE,UBAHUMONUM,UBAHUMONUM,EZIMBARA,UMUOHA,UMU-ANYAMELE,,,,,,,,,,,,
HUMANITY,NEGRO,AFRICA,SUB-SAHARA,WEST AFRICA,NIGERIA,UMU - IGBO,SOUTH EAST ,ANAMBRA ,ANAMBRA SOUTH ,IHIALA,IHIALA,IHIALA 2,OKIJA,IHITEA BU IHITE,UBAHUMONUM,UBAHUMONUM,EZIMBARA,UMUOHA,UMU-ONYEJIFORONWA,,,,,,,,,,,,
HUMANITY,NEGRO,AFRICA,SUB-SAHARA,WEST AFRICA,NIGERIA,UMU - IGBO,SOUTH EAST ,ANAMBRA ,ANAMBRA SOUTH ,IHIALA,IHIALA,IHIALA 2,OKIJA,IHITEA BU IHITE,UBAHUMONUM,UBAHUMONUM,EZIMBARA,UMUOHA,UMU-NWAZUMAHU,,,,,,,,,,,,
HUMANITY,NEGRO,AFRICA,SUB-SAHARA,WEST AFRICA,NIGERIA,UMU - IGBO,SOUTH EAST ,ANAMBRA ,ANAMBRA SOUTH ,IHIALA,IHIALA,IHIALA 2,OKIJA,IHITEA BU IHITE,UBAHUMONUM,UBAHUMONUM,EZIMBARA,UMUEZEAGWUTE,UMU-ULASI /OKOROLOBE,,,,,,,,,,,,
HUMANITY,NEGRO,AFRICA,SUB-SAHARA,WEST AFRICA,NIGERIA,UMU - IGBO,SOUTH EAST ,ANAMBRA ,ANAMBRA SOUTH ,IHIALA,IHIALA,IHIALA 2,OKIJA,IHITEA BU IHITE,UBAHUMONUM,UBAHUMONUM,EZIMBARA,UMUEZEAGWUTE,UMU-IYIEGBU,,,,,,,,,,,,
HUMANITY,NEGRO,AFRICA,SUB-SAHARA,WEST AFRICA,NIGERIA,UMU - IGBO,SOUTH EAST ,ANAMBRA ,ANAMBRA SOUTH ,IHIALA,IHIALA,IHIALA 2,OKIJA,IHITEA BU IHITE,UBAHUMONUM,UBAHUMONUM,EZIMBARA,UMUEZEAGWUTE,UMU-EZEANA AWUGOSI,,,,,,,,,,,,
HUMANITY,NEGRO,AFRICA,SUB-SAHARA,WEST AFRICA,NIGERIA,UMU - IGBO,SOUTH EAST ,ANAMBRA ,ANAMBRA SOUTH ,IHIALA,IHIALA,IHIALA 2,OKIJA,IHITEA BU IHITE,UBAHUMONUM,UBAHUMONUM,EZIMBARA,UMUEZEAGWUTE,UMU-OHUSI,,,,,,,,,,,,
HUMANITY,NEGRO,AFRICA,SUB-SAHARA,WEST AFRICA,NIGERIA,UMU - IGBO,SOUTH EAST ,ANAMBRA ,ANAMBRA SOUTH ,IHIALA,IHIALA,IHIALA 2,OKIJA,IHITEA BU IHITE,UBAHUMONUM,UBAHUMONUM,EZIMBARA,UMUEZEANOFOR,UMU-EZEUBO,,,,,,,,,,,,
HUMANITY,NEGRO,AFRICA,SUB-SAHARA,WEST AFRICA,NIGERIA,UMU - IGBO,SOUTH EAST ,ANAMBRA ,ANAMBRA SOUTH ,IHIALA,IHIALA,IHIALA 2,OKIJA,IHITEA BU IHITE,UBAHUMONUM,UBAHUMONUM,EZIMBARA,UMUEZEANOFOR,UMU-OHABU,,,,,,,,,,,,
HUMANITY,NEGRO,AFRICA,SUB-SAHARA,WEST AFRICA,NIGERIA,UMU - IGBO,SOUTH EAST ,ANAMBRA ,ANAMBRA SOUTH ,IHIALA,IHIALA,IHIALA 2,OKIJA,IHITEA BU IHITE,UBAHUMONUM,UBAHUMONUM,EZIMBARA,UMUEZEANOFOR,UMU-UMUAHANWA,,,,,,,,,,,,
HUMANITY,NEGRO,AFRICA,SUB-SAHARA,WEST AFRICA,NIGERIA,UMU - IGBO,SOUTH EAST ,ANAMBRA ,ANAMBRA SOUTH ,IHIALA,IHIALA,IHIALA 2,OKIJA,IHITEA BU IHITE,UBAHUMONUM,UBAHUMONUM,EZIMBARA,UMUEZECHIMA,OKPARA-ODOGWU,,,,,,,,,,,,
HUMANITY,NEGRO,AFRICA,SUB-SAHARA,WEST AFRICA,NIGERIA,UMU - IGBO,SOUTH EAST ,ANAMBRA ,ANAMBRA SOUTH ,IHIALA,IHIALA,IHIALA 2,OKIJA,IHITEA BU IHITE,UBAHUMONUM,UBAHUMONUM,EZIMBARA,UMUEZECHIMA,UMU-IHEJIANYA,,,,,,,,,,,,
HUMANITY,NEGRO,AFRICA,SUB-SAHARA,WEST AFRICA,NIGERIA,UMU - IGBO,SOUTH EAST ,ANAMBRA ,ANAMBRA SOUTH ,IHIALA,IHIALA,IHIALA 2,OKIJA,IHITEA BU IHITE,UBAHUMONUM,UBAHUMONUM,EZIMBARA,UMUEZECHIMA,UMU-EZEILOGU,,,,,,,,,,,,
HUMANITY,NEGRO,AFRICA,SUB-SAHARA,WEST AFRICA,NIGERIA,UMU - IGBO,SOUTH EAST ,ANAMBRA ,ANAMBRA SOUTH ,IHIALA,IHIALA,IHIALA 2,OKIJA,IHITEA BU IHITE,UBAHUMONUM,UBAHUMONUM,EZIMBARA,UMUEZECHIMA,UMU-EZEONYEKA,,,,,,,,,,,,
HUMANITY,NEGRO,AFRICA,SUB-SAHARA,WEST AFRICA,NIGERIA,UMU - IGBO,SOUTH EAST ,ANAMBRA ,ANAMBRA SOUTH ,IHIALA,IHIALA,IHIALA 2,OKIJA,IHITEA BU IHITE,UBAHUMONUM,UBAHUMONUM,EZIMBARA,UMUEZEONA,UMU-ULASIKA,,,,,,,,,,,,
HUMANITY,NEGRO,AFRICA,SUB-SAHARA,WEST AFRICA,NIGERIA,UMU - IGBO,SOUTH EAST ,ANAMBRA ,ANAMBRA SOUTH ,IHIALA,IHIALA,IHIALA 2,OKIJA,IHITEA BU IHITE,UBAHUMONUM,UBAHUMONUM,EZIMBARA,UMUEZEONA,UMU-EZEDIOGU,,,,,,,,,,,,
HUMANITY,NEGRO,AFRICA,SUB-SAHARA,WEST AFRICA,NIGERIA,UMU - IGBO,SOUTH EAST ,ANAMBRA ,ANAMBRA SOUTH ,IHIALA,IHIALA,IHIALA 2,OKIJA,IHITEA BU IHITE,UBAHUMONUM,UBAHUMONUM,EZIMBARA,UMUEZEONA,UMU- EZEOCHA,,,,,,,,,,,,
HUMANITY,NEGRO,AFRICA,SUB-SAHARA,WEST AFRICA,NIGERIA,UMU - IGBO,SOUTH EAST ,ANAMBRA ,ANAMBRA SOUTH ,IHIALA,IHIALA,IHIALA 2,OKIJA,IHITEA BU IHITE,UBAHUMONUM,UBAHUMONUM,EZIMBARA,UMUEZEONA,ODIBA,,,,,,,,,,,,
HUMANITY,NEGRO,AFRICA,SUB-SAHARA,WEST AFRICA,NIGERIA,UMU - IGBO,SOUTH EAST ,ANAMBRA ,ANAMBRA SOUTH ,IHIALA,IHIALA,IHIALA 2,OKIJA,IHITEA BU IHITE,UBAHUMONUM,UBAHUMONUM,UMUEZIM,NDIEZEANA (MMEDORO),UMU-EZITOGU,,,,,,,,,,,,
HUMANITY,NEGRO,AFRICA,SUB-SAHARA,WEST AFRICA,NIGERIA,UMU - IGBO,SOUTH EAST ,ANAMBRA ,ANAMBRA SOUTH ,IHIALA,IHIALA,IHIALA 2,OKIJA,IHITEA BU IHITE,UBAHUMONUM,UBAHUMONUM,UMUEZIM,NDIEZEANA (MMEDORO),UMU-OKORAFOR,,,,,,,,,,,,
HUMANITY,NEGRO,AFRICA,SUB-SAHARA,WEST AFRICA,NIGERIA,UMU - IGBO,SOUTH EAST ,ANAMBRA ,ANAMBRA SOUTH ,IHIALA,IHIALA,IHIALA 2,OKIJA,IHITEA BU IHITE,UBAHUMONUM,UBAHUMONUM,UMUEZIM,NDIEZEANA (MMEDORO),UMU-EKWUSIM,,,,,,,,,,,,
HUMANITY,NEGRO,AFRICA,SUB-SAHARA,WEST AFRICA,NIGERIA,UMU - IGBO,SOUTH EAST ,ANAMBRA ,ANAMBRA SOUTH ,IHIALA,IHIALA,IHIALA 2,OKIJA,IHITEA BU IHITE,UBAHUMONUM,UBAHUMONUM,UMUEZIM,UMUEZEANEKWU,UMU-EZEANAEKWU,,,,,,,,,,,,
HUMANITY,NEGRO,AFRICA,SUB-SAHARA,WEST AFRICA,NIGERIA,UMU - IGBO,SOUTH EAST ,ANAMBRA ,ANAMBRA SOUTH ,IHIALA,IHIALA,IHIALA 2,OKIJA,IHITEA BU IHITE,UBAHUMONUM,UBAHUMONUM,UMUEZIM,UMUDARAUZU,UMU-EZEADIM,,,,,,,,,,,,
HUMANITY,NEGRO,AFRICA,SUB-SAHARA,WEST AFRICA,NIGERIA,UMU - IGBO,SOUTH EAST ,ANAMBRA ,ANAMBRA SOUTH ,IHIALA,IHIALA,IHIALA 2,OKIJA,IHITEA BU IHITE,UBAHUMONUM,UBAHUMONUM,UMUEZIM,UMUDARAUZU,UMU-OKPARAMIZU,,,,,,,,,,,,
HUMANITY,NEGRO,AFRICA,SUB-SAHARA,WEST AFRICA,NIGERIA,UMU - IGBO,SOUTH EAST ,ANAMBRA ,ANAMBRA SOUTH ,IHIALA,IHIALA,IHIALA 2,OKIJA,IHITEA BU IHITE,UBAHUMONUM,UBAHUMONUM,UMUEZIM,UMUAGU,UMU-ANYADIKE,,,,,,,,,,,,
HUMANITY,NEGRO,AFRICA,SUB-SAHARA,WEST AFRICA,NIGERIA,UMU - IGBO,SOUTH EAST ,ANAMBRA ,ANAMBRA SOUTH ,IHIALA,IHIALA,IHIALA 2,OKIJA,IHITEA BU IHITE,UBAHUMONUM,UBAHUMONUM,UMUEZIM,UMUAGU,UMU-EZECHUKWU,,,,,,,,,,,,
HUMANITY,NEGRO,AFRICA,SUB-SAHARA,WEST AFRICA,NIGERIA,UMU - IGBO,SOUTH EAST ,ANAMBRA ,ANAMBRA SOUTH ,IHIALA,IHIALA,IHIALA 2,OKIJA,IHITEA BU IHITE,UBAHUMONUM,UBAHUMONUM,UMUEZIM,UMUAGU,UMU-OKPOK0,,,,,,,,,,,,
HUMANITY,NEGRO,AFRICA,SUB-SAHARA,WEST AFRICA,NIGERIA,UMU - IGBO,SOUTH EAST ,ANAMBRA ,ANAMBRA SOUTH ,IHIALA,IHIALA,IHIALA 2,OKIJA,IHITEA BU IHITE,UBAHUMONUM,UBAHUMONUM,UMUEZIM,UMUAGU,UMU-OMENU,,,,,,,,,,,,
HUMANITY,NEGRO,AFRICA,SUB-SAHARA,WEST AFRICA,NIGERIA,UMU - IGBO,SOUTH EAST ,ANAMBRA ,ANAMBRA SOUTH ,IHIALA,IHIALA,IHIALA 2,OKIJA,IHITEA BU IHITE,UBAHUMONUM,UBAHUMONUM,UMUEZIM,UMUAGU,UMU-EZEJIAKU,,,,,,,,,,,,
HUMANITY,NEGRO,AFRICA,SUB-SAHARA,WEST AFRICA,NIGERIA,UMU - IGBO,SOUTH EAST ,ANAMBRA ,ANAMBRA SOUTH ,IHIALA,IHIALA,IHIALA 2,OKIJA,IHITEA BU IHITE,UBAHUMONUM,UBAHUMONUM,UMUEZIM,UMUAGU,UMU-NWORIE,,,,,,,,,,,,
HUMANITY,NEGRO,AFRICA,SUB-SAHARA,WEST AFRICA,NIGERIA,UMU - IGBO,SOUTH EAST ,ANAMBRA ,ANAMBRA SOUTH ,IHIALA,IHIALA,IHIALA 2,OKIJA,IHITEA BU IHITE,,,,,,,,,,,,,,,,,
HUMANITY,NEGRO,AFRICA,SUB-SAHARA,WEST AFRICA,NIGERIA,UMU - IGBO,SOUTH EAST ,ANAMBRA ,ANAMBRA SOUTH ,IHIALA,IHIALA,IHIALA 2,OKIJA,IHITEA BU IHITE,ISIEKE/UBAHU-UDARA,ISIEKE,ISIEKE,EZENGU,UMUNTADO,,,,,,,,,,,,
HUMANITY,NEGRO,AFRICA,SUB-SAHARA,WEST AFRICA,NIGERIA,UMU - IGBO,SOUTH EAST ,ANAMBRA ,ANAMBRA SOUTH ,IHIALA,IHIALA,IHIALA 2,OKIJA,IHITEA BU IHITE,ISIEKE/UBAHU-UDARA,ISIEKE,ISIEKE,EZENGU,DUKUIHIEMEKE,,,,,,,,,,,,
HUMANITY,NEGRO,AFRICA,SUB-SAHARA,WEST AFRICA,NIGERIA,UMU - IGBO,SOUTH EAST ,ANAMBRA ,ANAMBRA SOUTH ,IHIALA,IHIALA,IHIALA 2,OKIJA,IHITEA BU IHITE,ISIEKE/UBAHU-UDARA,ISIEKE,ISIEKE,EZENGU,UMUDEOHIMILI,,,,,,,,,,,,
HUMANITY,NEGRO,AFRICA,SUB-SAHARA,WEST AFRICA,NIGERIA,UMU - IGBO,SOUTH EAST ,ANAMBRA ,ANAMBRA SOUTH ,IHIALA,IHIALA,IHIALA 2,OKIJA,IHITEA BU IHITE,ISIEKE/UBAHU-UDARA,ISIEKE,ISIEKE,NDUKAIHIM,UMUNWAONU,,,,,,,,,,,,
HUMANITY,NEGRO,AFRICA,SUB-SAHARA,WEST AFRICA,NIGERIA,UMU - IGBO,SOUTH EAST ,ANAMBRA ,ANAMBRA SOUTH ,IHIALA,IHIALA,IHIALA 2,OKIJA,IHITEA BU IHITE,ISIEKE/UBAHU-UDARA,ISIEKE,ISIEKE,NDUKAIHIM,ORJI,,,,,,,,,,,,
HUMANITY,NEGRO,AFRICA,SUB-SAHARA,WEST AFRICA,NIGERIA,UMU - IGBO,SOUTH EAST ,ANAMBRA ,ANAMBRA SOUTH ,IHIALA,IHIALA,IHIALA 2,OKIJA,IHITEA BU IHITE,ISIEKE/UBAHU-UDARA,ISIEKE,ISIEKE,NDUKAIHIM,UMUDIKE OKONKWO,,,,,,,,,,,,
HUMANITY,NEGRO,AFRICA,SUB-SAHARA,WEST AFRICA,NIGERIA,UMU - IGBO,SOUTH EAST ,ANAMBRA ,ANAMBRA SOUTH ,IHIALA,IHIALA,IHIALA 2,OKIJA,IHITEA BU IHITE,ISIEKE/UBAHU-UDARA,ISIEKE,ISIEKE,UMUNAKA,UMUNTADO,,,,,,,,,,,,
HUMANITY,NEGRO,AFRICA,SUB-SAHARA,WEST AFRICA,NIGERIA,UMU - IGBO,SOUTH EAST ,ANAMBRA ,ANAMBRA SOUTH ,IHIALA,IHIALA,IHIALA 2,OKIJA,IHITEA BU IHITE,ISIEKE/UBAHU-UDARA,ISIEKE,ISIEKE,UMUNAKA,UMUNAONO,,,,,,,,,,,,
HUMANITY,NEGRO,AFRICA,SUB-SAHARA,WEST AFRICA,NIGERIA,UMU - IGBO,SOUTH EAST ,ANAMBRA ,ANAMBRA SOUTH ,IHIALA,IHIALA,IHIALA 2,OKIJA,IHITEA BU IHITE,ISIEKE/UBAHU-UDARA,ISIEKE,ISIEKE,UMUNAKA,UMUEZEREIWU,,,,,,,,,,,,
HUMANITY,NEGRO,AFRICA,SUB-SAHARA,WEST AFRICA,NIGERIA,UMU - IGBO,SOUTH EAST ,ANAMBRA ,ANAMBRA SOUTH ,IHIALA,IHIALA,IHIALA 2,OKIJA,IHITEA BU IHITE,ISIEKE/UBAHU-UDARA,ISIEKE,ISIEKE,UMUDURU,DURUNZOMIWU,,,,,,,,,,,,
HUMANITY,NEGRO,AFRICA,SUB-SAHARA,WEST AFRICA,NIGERIA,UMU - IGBO,SOUTH EAST ,ANAMBRA ,ANAMBRA SOUTH ,IHIALA,IHIALA,IHIALA 2,OKIJA,IHITEA BU IHITE,ISIEKE/UBAHU-UDARA,ISIEKE,ISIEKE,UMUDURU,UMUDIMBAJI,,,,,,,,,,,,
HUMANITY,NEGRO,AFRICA,SUB-SAHARA,WEST AFRICA,NIGERIA,UMU - IGBO,SOUTH EAST ,ANAMBRA ,ANAMBRA SOUTH ,IHIALA,IHIALA,IHIALA 2,OKIJA,IHITEA BU IHITE,ISIEKE/UBAHU-UDARA,ISIEKE,ISIEKE,AMAORIE,AMAORIE,,,,,,,,,,,,
HUMANITY,NEGRO,AFRICA,SUB-SAHARA,WEST AFRICA,NIGERIA,UMU - IGBO,SOUTH EAST ,ANAMBRA ,ANAMBRA SOUTH ,IHIALA,IHIALA,IHIALA 2,OKIJA,IHITEA BU IHITE,ISIEKE/UBAHU-UDARA,,,,,,,,,,,,,,,,
HUMANITY,NEGRO,AFRICA,SUB-SAHARA,WEST AFRICA,NIGERIA,UMU - IGBO,SOUTH EAST ,ANAMBRA ,ANAMBRA SOUTH ,IHIALA,IHIALA,IHIALA 2,OKIJA,IHITEA BU IHITE,ISIEKE/UBAHU-UDARA,UBAHU-UDARA,UBAHU-UDARA,UMU-MOGO,UMUOGBUEHI,,,,,,,,,,,,
